bucket_low,bucket_high,count
-26.010245089122723,-25.1432369194853,0
-25.1432369194853,-24.276228749847874,0
-24.276228749847874,-23.40922058021045,0
-23.40922058021045,-22.542212410573025,1
-22.542212410573025,-21.675204240935603,1
-21.675204240935603,-20.808196071298177,2
-20.808196071298177,-19.941187901660754,3
-19.941187901660754,-19.07417973202333,8
-19.07417973202333,-18.207171562385906,5
-18.207171562385906,-17.34016339274848,5
-17.34016339274848,-16.473155223111057,3
-16.473155223111057,-15.606147053473634,5
-15.606147053473634,-14.73913888383621,19
-14.73913888383621,-13.872130714198786,15
-13.872130714198786,-13.005122544561361,11
-13.005122544561361,-12.138114374923937,26
-12.138114374923937,-11.271106205286513,31
-11.271106205286513,-10.404098035649088,42
-10.404098035649088,-9.537089866011666,50
-9.537089866011666,-8.67008169637424,74
-8.67008169637424,-7.803073526736817,110
-7.803073526736817,-6.936065357099391,139
-6.936065357099391,-6.0690571874619685,205
-6.0690571874619685,-5.202049017824546,260
-5.202049017824546,-4.33504084818712,428
-4.33504084818712,-3.4680326785496973,491
-3.4680326785496973,-2.601024508912271,765
-2.601024508912271,-1.7340163392748487,1020
-1.7340163392748487,-0.8670081696374226,1204
-0.8670081696374226,0.0,1585
0.0,0.8670081696374261,1586
0.8670081696374261,1.7340163392748487,1247
1.7340163392748487,2.601024508912271,909
2.601024508912271,3.4680326785496973,633
3.4680326785496973,4.33504084818712,527
4.33504084818712,5.202049017824546,367
5.202049017824546,6.0690571874619685,265
6.0690571874619685,6.936065357099391,226
6.936065357099391,7.803073526736821,152
7.803073526736821,8.670081696374243,109
8.670081696374243,9.537089866011666,80
9.537089866011666,10.404098035649088,76
10.404098035649088,11.271106205286511,56
11.271106205286511,12.13811437492394,53
12.13811437492394,13.005122544561363,43
13.005122544561363,13.872130714198786,30
13.872130714198786,14.739138883836208,24
14.739138883836208,15.60614705347363,20
15.60614705347363,16.47315522311106,9
16.47315522311106,17.340163392748483,16
17.340163392748483,18.207171562385906,7
18.207171562385906,19.074179732023328,14
19.074179732023328,19.941187901660758,6
19.941187901660758,20.80819607129818,11
20.80819607129818,21.675204240935603,7
21.675204240935603,22.542212410573025,5
22.542212410573025,23.409220580210448,1
23.409220580210448,24.276228749847878,4
24.276228749847878,25.1432369194853,3
25.1432369194853,26.010245089122723,4
