coin,tf,signal,group,n,mean_next,stdev_next,p50_next,p90_next,p99_next,p99_9_next
CRV,1d,prev+2sig,no,1275,0.10241563431936442,5.182141088642912,-0.2483786394369969,6.101562646489431,15.77582562344973,23.195868334430326
CRV,1d,prev+2sig,yes,44,-0.5339762111284945,6.980558097219464,-1.0241564852825513,7.015329652634269,19.413010521689078,23.902925641531574
CRV,1d,prev+3sig,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,prev+3sig,no,1305,0.04836169749268874,5.197112497377705,-0.2553149702950841,6.025052553693409,15.71596276133211,23.139107307438938
CRV,1d,prev+3sig,yes,14,3.140926088541216,8.646006391429708,1.021595256971497,11.612525981624314,22.893564878156113,24.25098107717827
CRV,1d,prev-2sig,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,prev-2sig,no,1288,0.09429049578039338,5.1772855365729225,-0.24847390007526893,6.035138418137178,15.750954793830822,24.204487035795058
CRV,1d,prev-2sig,yes,31,-0.46326380960034974,7.786215583401745,-1.3374485596707841,8.854661097398896,16.993880018686017,18.984253808147344
CRV,1d,prev-3sig,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,prev-3sig,no,1313,0.08108064733136015,5.2388103663312,-0.25278125205713264,6.143386487601825,15.894440349324405,24.187299051169997
CRV,1d,prev-3sig,yes,6,0.10434842024331854,7.9656930999887985,-0.4175475596336742,8.074117429171823,11.457698250991495,11.79605633317346
CRV,1d,up5,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,up5,no,1293,0.06343306174957333,5.223383098274847,-0.26502999023574336,6.148556414431643,15.493296297975254,24.201049438870108
CRV,1d,up5,yes,26,0.964078139436058,6.493151876969857,0.10525511974526225,5.381322793306009,20.17428091176602,21.11739487961897
CRV,1d,vol_top1,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,vol_top1,no,1305,0.055828079078524426,5.177002035992983,-0.25278125205713264,6.037704108740033,15.471499056291064,23.139107307438938
CRV,1d,vol_top1,yes,14,2.444952662147242,9.989445562257224,-0.14185974276540447,16.338294432637305,23.726273275068607,24.33425191686952
CRV,1d,vol_top10,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,vol_top10,no,1186,0.06529704024374518,4.9767275038033585,-0.23411606484896597,5.696965315719149,14.924037142279614,23.364259381171923
CRV,1d,vol_top10,yes,133,0.22287737397333882,7.2678454016295975,-0.7441860465116301,8.852099484947873,19.871514921964444,23.845183886760722
CRV,1d,volspike_top1,base,1319,0.08118649011943578,5.249848646255373,-0.25278125205713264,6.144966237399658,15.882961504884928,24.1831739348599
CRV,1d,volspike_top1,no,1305,0.08650996615086275,5.260021647336514,-0.2483786394369969,6.14300346348132,15.909745475243751,24.192799206249916
CRV,1d,volspike_top1,yes,14,-0.4150375256671493,4.323004354778784,-1.810082696759302,5.362925620027744,8.407748156530014,8.696466311913435
DOGE,1d,prev+2sig,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,prev+2sig,no,1283,0.10096754978987284,4.295716332963637,-0.0761759664825834,4.8304545152662985,12.550005805827235,21.98315556464373
DOGE,1d,prev+2sig,yes,36,-0.10511098145700805,7.906650906847157,-0.8752180448676761,8.492462587671623,23.72686581594688,26.19526490870021
DOGE,1d,prev+3sig,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,prev+3sig,no,1305,0.10480383322273042,4.325094266232852,-0.08000640051204488,4.839847516220131,12.872179549959455,21.967963498578413
DOGE,1d,prev+3sig,yes,14,-0.7865450934077526,10.53305637169777,-0.8752180448676761,6.723234343994013,24.07627783131887,26.230206110237383
DOGE,1d,prev-2sig,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,prev-2sig,no,1288,0.081035888351937,4.378945671643864,-0.0895002380044585,4.799090175342597,12.973272796979694,25.23783043727512
DOGE,1d,prev-2sig,yes,31,0.6897789306664422,6.2097682291062934,0.22125377137109936,6.386077603913809,16.208708871088643,18.08862909305283
DOGE,1d,prev-3sig,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,prev-3sig,no,1314,0.08772135283032376,4.423692814165324,-0.08617736161479761,4.840374866075914,13.454679891198836,25.126247764907422
DOGE,1d,prev-3sig,yes,5,2.0983026857818383,5.7485433062616185,0.5085309633572566,7.947252780858789,10.99608274414921,11.300965740478253
DOGE,1d,up5,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,up5,no,1294,0.09062743892080281,4.372238439336686,-0.07599339889140522,4.792072498694867,12.504571047039303,25.212080589806327
DOGE,1d,up5,yes,25,0.3394186033774268,6.853768416628269,-1.3012033908352483,7.268533166086626,17.171283209787777,18.20354487984037
DOGE,1d,vol_top1,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,vol_top1,no,1305,0.068746599370859,4.318450964692281,-0.08601550603850594,4.79065452066665,12.463800596561043,21.967963498578413
DOGE,1d,vol_top1,yes,14,2.5745042049273974,10.529084122412343,1.7485862803479635,15.240734854170691,25.40986366359309,26.363564693464802
DOGE,1d,vol_top10,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,vol_top10,no,1186,0.044055168758712245,4.096000027455878,-0.0895002380044585,4.667646907274192,12.10546684535484,22.050138765022133
DOGE,1d,vol_top10,yes,133,0.5526912849633221,6.705126752838608,-0.018587360594801705,8.371750228622519,18.86541233375099,25.48020329437017
DOGE,1d,volspike_top1,base,1319,0.09534296516145152,4.428361815602585,-0.08133860097606638,4.844175532404168,13.422152384832708,25.10478955868343
DOGE,1d,volspike_top1,no,1305,0.0999307176405345,4.402702441024407,-0.08000640051204488,4.824225613447175,12.872179549959455,25.164872536111588
DOGE,1d,volspike_top1,yes,14,-0.33230110521021283,6.606776926566656,-0.523773702326924,7.162566572446179,12.828102335587275,13.468136500534554
ETH,1d,prev+2sig,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,prev+2sig,no,1279,0.10121964903570405,3.2810464429212494,0.026449428692343346,3.741034092902052,10.31653827971979,18.016560736281487
ETH,1d,prev+2sig,yes,40,-0.3474547531293598,4.053830336456927,-0.7200449571479306,5.191622918340823,6.398468473447343,6.422255182347734
ETH,1d,prev+3sig,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,prev+3sig,no,1304,0.09749312786291461,3.2757069269835717,0.02492745965295695,3.743747106744189,10.168538834376456,17.89648574810525
ETH,1d,prev+3sig,yes,15,-0.7712865161166377,5.4380245364535105,-0.6422096558779233,5.102616444508143,6.336350517617002,6.355051825481645
ETH,1d,prev-2sig,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,prev-2sig,no,1287,0.09226850259840975,3.2472119364303262,0.024754517699476786,3.7126163052896217,9.89255997632251,17.978136740065047
ETH,1d,prev-2sig,yes,32,-0.0996194328956958,5.222459598830298,-0.24208407523507725,4.8149391150251155,12.410012606154293,12.878549866782242
ETH,1d,prev-3sig,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,prev-3sig,no,1311,0.07170253896726558,3.281195659984333,0.024754517699476786,3.7399488873651965,9.807173452495654,17.862864751416822
ETH,1d,prev-3sig,yes,8,2.694964050675734,5.954912355425122,0.13892568798274385,11.755068048287264,12.813055410995537,12.918854147266366
ETH,1d,up5,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,up5,no,1273,0.07224669258539726,3.317044863093857,0.013942464098160023,3.6962789126755773,10.356385900570627,18.04537873344409
ETH,1d,up5,yes,46,0.512863072397399,2.9909573699000798,0.1687818713520861,5.173851670533358,7.465905840109296,7.9224505941151815
ETH,1d,vol_top1,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,vol_top1,no,1305,0.07958605207063715,3.275035068595175,0.016521643352795934,3.733946394351897,10.097388621268221,17.891682748578333
ETH,1d,vol_top1,yes,14,0.8358530742364001,5.631567432437478,1.4356829224205225,5.604197472085885,12.056762186431875,12.843224824810001
ETH,1d,vol_top10,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,vol_top10,no,1186,0.1068013154234267,3.1398568708280568,0.028376739666891027,3.7324457710985692,8.828792451146045,18.434329425339307
ETH,1d,vol_top10,yes,133,-0.08349337669693967,4.539251721234389,-0.6422096558779233,4.74590988109086,13.210004828328564,14.389430141357316
ETH,1d,volspike_top1,base,1319,0.08761314707467101,3.3061681755631054,0.024754517699476786,3.748259544102815,10.159081323259228,17.82444075520038
ETH,1d,volspike_top1,no,1305,0.097456660911739,3.269421986458907,0.026449428692343346,3.733946394351897,10.097388621268221,17.891682748578333
ETH,1d,volspike_top1,yes,14,-0.8299429641663073,5.9238763966419485,-2.183469371322133,6.063252271819385,12.09115031340313,12.846663637507126
HYPE,1d,prev+2sig,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,prev+2sig,no,591,0.30760987486775054,5.5073715089405795,0.10289006767880693,6.883687653311532,14.3953717831761,22.243296320387337
HYPE,1d,prev+2sig,yes,24,2.2906333498944873,7.226762748978048,-0.06356240208013064,10.562378192796563,20.941812110689277,23.349446585963626
HYPE,1d,prev+3sig,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,prev+3sig,no,609,0.3339313375382468,5.568057682666402,0.03686409437209104,6.921588441049014,14.517332428680517,23.810996354781178
HYPE,1d,prev+3sig,yes,6,5.5680753139193255,5.907753676045123,5.998133103860692,11.842552364926473,11.971544631933684,11.984443858634405
HYPE,1d,prev-2sig,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,prev-2sig,no,600,0.3317259125621902,5.583238420463439,0.012451656195122673,6.9824110213233785,14.566139113663263,23.815451236016035
HYPE,1d,prev-2sig,yes,15,2.5158059271329463,5.6385251240472005,2.211874272409764,10.35060887160867,11.874149840234754,12.00215038992933
HYPE,1d,prev-3sig,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,prev-3sig,no,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,up5,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,up5,no,602,0.40717588968413626,5.598274756991679,0.11229328988759946,7.282826677900835,14.527743703296755,23.8144612624083
HYPE,1d,up5,yes,13,-0.6420960881185966,5.303369106653004,-3.080190252207027,6.144551298831562,9.548564028129267,9.962257165315703
HYPE,1d,vol_top1,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,vol_top1,no,608,0.36724998072167897,5.609542185152654,0.0422232285881452,7.151289560377311,14.51881975362569,23.811491341585043
HYPE,1d,vol_top1,yes,7,1.9263783093610658,3.415607783674279,0.2731666316453163,5.668071700479858,7.450403278736363,7.628636436562015
HYPE,1d,vol_top10,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,vol_top10,no,553,0.26124974692582215,5.382192980247187,0.017362402956555556,6.828436677398839,14.298406668292328,23.83871561579834
HYPE,1d,vol_top10,yes,62,1.4887342966827202,7.143645542210646,0.32046251800325054,11.95721215782177,20.021413941450703,20.852408773824216
HYPE,1d,volspike_top1,base,615,0.3849961568200135,5.590136090617855,0.04758236280419936,7.2170581191390735,14.508408479009468,23.808026433957863
HYPE,1d,volspike_top1,no,608,0.3679894460782904,5.574500746337554,0.0422232285881452,7.005324350277195,14.51881975362569,23.811491341585043
HYPE,1d,volspike_top1,yes,7,1.8621504612439566,7.179337376192673,3.903306078919311,9.477911983992012,10.848236963629518,10.985269461593267
LIT,1d,prev+2sig,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,prev+2sig,no,228,-0.08122578168894111,6.816592469289082,0.10238260245796216,7.982772787346417,14.873827982581513,20.170192485894386
LIT,1d,prev+2sig,yes,5,5.385233678617436,6.1010578924234835,3.4521267860075477,11.759518669300922,12.166389624628138,12.207076720160861
LIT,1d,prev+3sig,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,prev+3sig,no,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,prev-2sig,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,prev-2sig,no,227,0.01915960118181454,6.884787636030108,0.10794896957802003,8.411429097418214,14.88771733840229,20.17101876416301
LIT,1d,prev-2sig,yes,6,0.6762434499561226,5.05709845982838,2.4248727452383045,5.094534272363626,6.5581402458686835,6.704500843219189
LIT,1d,prev-3sig,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,prev-3sig,no,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,up5,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,up5,no,232,0.06186219202352071,6.8398284413500665,0.2022958904693395,8.364793567360023,14.818270559298519,20.16688737281993
LIT,1d,up5,yes,1,-5.9453383814481615,,-5.9453383814481615,-5.9453383814481615,-5.9453383814481615,-5.9453383814481615
LIT,1d,vol_top1,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,vol_top1,no,230,0.025124041027888087,6.827849363083219,0.2022958904693395,8.152399162309072,14.846049270940036,20.16853992935715
LIT,1d,vol_top1,yes,3,0.8760535771981104,9.078741893028427,-2.150150150150154,8.43509029830775,10.816769399210779,11.054937309301081
LIT,1d,vol_top10,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,vol_top10,no,209,0.0075513140576369524,6.606226969452575,0.18369281820336258,7.815651875851713,13.847329328211694,20.1858917729981
LIT,1d,vol_top10,yes,24,0.2845193970817698,8.756678899512892,1.1882580256313724,10.289447819763092,14.550274681068469,15.178983998874473
LIT,1d,volspike_top1,base,233,0.03608021531334173,6.836408315726326,0.18369281820336258,8.338244266728656,14.804381203477782,20.16606109455131
LIT,1d,volspike_top1,no,230,0.09046735238303967,6.733749875693226,0.2022958904693395,8.152399162309072,14.846049270940036,20.16853992935715
LIT,1d,volspike_top1,yes,3,-4.133600293363519,14.254618539834151,-6.3030895286777415,7.604502422602234,10.733710611640227,11.046631430544027
PUMP,1d,prev+2sig,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,prev+2sig,no,382,0.1759450270263416,7.142998184395998,-0.16046194993135643,9.51554736054956,18.1142788013645,23.0833866880084
PUMP,1d,prev+2sig,yes,16,-2.190953181969671,5.502920986906215,-1.6234258313972127,3.089006712691933,6.942706316056606,7.278462152269015
PUMP,1d,prev+3sig,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,prev+3sig,no,397,0.10846974530632282,7.081555425571262,-0.2169197396963085,9.38371973738203,18.05780819870788,23.011286280801965
PUMP,1d,prev+3sig,yes,1,-10.906739474062366,,-10.906739474062366,-10.906739474062366,-10.906739474062366,-10.906739474062366
PUMP,1d,prev-2sig,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,prev-2sig,no,390,0.1458223505881528,7.034221973932236,-0.19194974670058707,9.377179934345508,18.084161146614303,23.044933137498354
PUMP,1d,prev-2sig,yes,8,-3.0893709146039745,9.635721966550943,-4.254181515493544,8.498318187711163,9.425699244975164,9.518437350701564
PUMP,1d,prev-3sig,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,prev-3sig,no,397,0.09763517096145727,7.095130851474556,-0.2169197396963085,9.38371973738203,18.05780819870788,23.011286280801965
PUMP,1d,prev-3sig,yes,1,-6.605413459150733,,-6.605413459150733,-6.605413459150733,-6.605413459150733,-6.605413459150733
PUMP,1d,up5,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,up5,no,383,0.07493291012525483,7.132194985475943,-0.30737704918032405,9.502353136427947,18.110514094520727,23.078579994194747
PUMP,1d,up5,yes,15,0.23042965563834447,6.2553046848406035,1.287001287001277,6.9307570747666825,7.46563329271249,7.487590248513541
PUMP,1d,vol_top1,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,vol_top1,no,394,0.16580444030094635,7.0649717848334985,-0.13549195693563498,9.390259540418553,18.069102319239192,23.02570636224347
PUMP,1d,vol_top1,yes,4,-8.292800016506266,5.175511621935423,-8.75607646660655,-3.3136887380306668,-2.0440234884557866,-1.917056963498298
PUMP,1d,vol_top10,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,vol_top10,no,358,0.16641300788391764,6.967341439968749,-0.13549195693563498,9.381539803036523,17.9287451328989,23.198747339538805
PUMP,1d,vol_top10,yes,40,-0.6855026852473678,8.201846400916894,-1.2071921284893816,8.356382930396942,17.80378706120841,18.357676756260112
PUMP,1d,volspike_top1,base,398,0.08079334023253221,7.094150419974752,-0.2621483944383163,9.381539803036523,18.054043491864082,23.00647958698831
PUMP,1d,volspike_top1,no,394,0.13458016245239263,6.9739168423182,-0.19194974670058707,9.349305723987381,17.856742455993295,23.02570636224347
PUMP,1d,volspike_top1,yes,4,-5.21720864842373,15.839130598332876,-12.289594376843006,9.621432196778509,17.539441269817118,18.331242177120984
SOL,1d,prev+2sig,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,prev+2sig,no,1269,0.19563224142931698,4.2900991963654445,-0.08104500381388435,5.4047321183365815,11.669247702043656,23.055737610168826
SOL,1d,prev+2sig,yes,50,1.4690267454361978,8.076842676837826,0.8509756746176156,10.586461098210675,25.710373957563835,32.067456008037006
SOL,1d,prev+3sig,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,prev+3sig,no,1310,0.2748975823179307,4.451999443185859,-0.015161045190370537,5.532863955459498,12.566117833750965,24.916494601975494
SOL,1d,prev+3sig,yes,9,-4.267464576764028,7.7686341922789754,-3.7196723239133034,2.9527545744133126,4.285564858834022,4.418845887276093
SOL,1d,prev-2sig,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,prev-2sig,no,1301,0.22881117589959862,4.463850595281454,-0.05223427916694057,5.479316813110868,12.360871068095403,24.923525809279216
SOL,1d,prev-2sig,yes,18,1.3347395444575145,6.354940338602003,1.462115053995694,9.94954764341229,12.699039700562711,12.895279124531637
SOL,1d,prev-3sig,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,prev-3sig,no,1315,0.23738642383676065,4.486118769426828,-0.04212806933076019,5.498167573545482,12.554840538934686,24.91258837569557
SOL,1d,prev-3sig,yes,4,2.3863760750681973,7.047574158948923,1.717740415451019,8.66963225465158,11.337988827182155,11.604824484435213
SOL,1d,up5,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,up5,no,1286,0.2606711176056976,4.514342076668745,0.005399274229822559,5.520552551907065,12.600008823902234,24.935244488118634
SOL,1d,up5,yes,33,-0.4095274422822439,3.580254866034052,-1.0608437216213962,4.897031247946689,7.057152512511443,7.582047873852429
SOL,1d,vol_top1,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,vol_top1,no,1305,0.24494262157551122,4.448618940713162,-0.04212806933076019,5.481094772038699,12.577395128567195,24.920400828255243
SOL,1d,vol_top1,yes,14,0.14703789211220514,7.871311271561677,0.37365917344052146,8.448204832365379,11.058627189688163,11.304890721745943
SOL,1d,vol_top10,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,vol_top10,no,1186,0.15101203297915256,4.180930390691606,-0.08323640865573467,5.192636246209115,11.541640014849824,19.397395660008563
SOL,1d,vol_top10,yes,133,1.0722434626491588,6.626686112990107,0.29794900221729037,7.752274878830567,22.98213843571145,31.768499780582886
SOL,1d,volspike_top1,base,1319,0.24390345083063913,4.493463071197497,-0.02495134487747741,5.513476563112071,12.545818703081704,24.90946339467177
SOL,1d,volspike_top1,no,1305,0.2671232993083235,4.465580887271763,-0.00696669917793491,5.522911214838734,12.577395128567195,24.920400828255243
SOL,1d,volspike_top1,yes,14,-1.9205181394106499,6.457693466989888,-2.5638531896367223,4.702797428532772,10.736924300899133,11.544718031806914
XMR,1d,prev+2sig,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,prev+2sig,no,1184,0.1711100209116861,3.392285286170234,0.2493920364758706,3.656897481414097,9.74028240664156,18.212666001931062
XMR,1d,prev+2sig,yes,24,-1.2991604408000081,8.228549691175356,-1.0030737821071556,6.663636956636237,14.963891452325255,15.459918241504989
XMR,1d,prev+3sig,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,prev+3sig,no,1197,0.16663217305840156,3.462746036263756,0.24328012816710043,3.6885617687554455,10.056181595869829,18.189054836884182
XMR,1d,prev+3sig,yes,11,-2.549481542788229,8.946882377070525,-2.3370979559867555,7.196006256022991,12.526491508049839,13.059540033252523
XMR,1d,prev-2sig,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,prev-2sig,no,1183,0.1111847588218284,3.442374782094757,0.22975727255882816,3.563717769434653,9.187067223286572,16.507890268267964
XMR,1d,prev-2sig,yes,25,1.5953137797605277,6.955475843455371,1.3997879109225897,9.967707503464563,20.05620617954996,22.285870570615465
XMR,1d,prev-3sig,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,prev-3sig,no,1200,0.11529033942120828,3.4844274945135525,0.23112526512717446,3.66343389962173,10.052509231038531,16.48725630131888
XMR,1d,prev-3sig,yes,8,4.133250859348276,8.750594539718906,2.219337082275119,13.521189314621441,21.632368884122616,22.44348684107274
XMR,1d,up5,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,up5,no,1150,0.14904728998163394,3.536305832102195,0.23282535016326822,3.693054658721947,10.113715311560213,18.093567628251655
XMR,1d,up5,yes,58,0.00017294312684685689,3.865392360397614,0.24342219403413745,3.4987602946530876,11.039385447681138,16.159854126576892
XMR,1d,vol_top1,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,vol_top1,no,1195,0.11757396846578101,3.4780503042038116,0.23249325769552076,3.6231084797204534,10.058629839090694,16.493325115127547
XMR,1d,vol_top1,yes,13,2.377963220279063,7.704550754586276,1.8378968186313127,8.80321926297713,20.988624473844734,22.379112400044942
XMR,1d,vol_top10,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,vol_top10,no,1087,0.08601737835871694,3.088221231829308,0.21021021021021546,3.3426829683190857,7.275282702831454,14.12885099742797
XMR,1d,vol_top10,yes,121,0.6439134206967838,6.3445890712401285,0.6359619761681756,7.196006256022991,16.486042538557253,21.837033142398056
XMR,1d,volspike_top1,base,1208,0.14189934948695043,3.5512169050210125,0.23383059100748893,3.6944099200236753,10.165128419198433,18.169076158767112
XMR,1d,volspike_top1,no,1195,0.19276802538736315,3.449252673620174,0.245022970903519,3.689833521860658,10.192373794898893,18.192687323814408
XMR,1d,volspike_top1,yes,13,-4.5341058582817535,7.793595260250504,-4.346598130313206,3.2572912408011216,8.431692599281767,8.982988375058941
XRP,1d,prev+2sig,base,1319,0.16849110490318064,4.396663287708191,-0.04450519757129845,3.9049701484350914,14.575974486488363,31.45195389110703
XRP,1d,prev+2sig,no,1294,0.16206298841747907,4.2182749964382875,-0.028072799973904994,3.781866924253146,12.31219750344658,31.661212833459768
XRP,1d,prev+2sig,yes,25,0.5012104142030901,10.139717505602592,-1.8576115205998889,16.966188322277567,23.941588100866156,25.41957124414756
XRP,1d,prev+3sig,base,1319,0.16849110490318064,4.396663287708191,-0.04450519757129845,3.9049701484350914,14.575974486488363,31.45195389110703
XRP,1d,prev+3sig,no,1304,0.17940354341361459,4.2564471740936165,-0.033590276450928824,3.8580582904204213,13.266999442291592,31.57750925651715
XRP,1d,prev+3sig,yes,15,-0.7801635496038823,11.517819567415227,-3.1533065449839914,14.59047876835399,24.625839556089034,25.487996389669856
XRP,1d,prev-2sig,base,1319,0.16849110490318064,4.396663287708191,-0.04450519757129845,3.9049701484350914,14.575974486488363,31.45195389110703
XRP,1d,prev-2sig,no,1300,0.1395674849189301,4.357504606475286,-0.08158628188016936,3.742460980875545,14.360039622412442,31.610990687294578
XRP,1d,prev-2sig,yes,19,2.147475630141373,6.399144555709789,2.008173309311423,5.663637346638705,18.50294274026448,20.747698476745832
XRP,1d,prev-3sig,base,1319,0.16849110490318064,4.396663287708191,-0.04450519757129845,3.9049701484350914,14.575974486488363,31.45195389110703
XRP,1d,prev-3sig,no,1314,0.14501048420297968,4.362374592774415,-0.071654150222622,3.8580582904204213,14.216307020636563,31.493805679576436
XRP,1d,prev-3sig,yes,5,6.33919822491597,8.658547614981734,2.9104634095198145,15.454509024055218,20.442855105124917,20.941689713231884
XRP,1d,up5,base,1319,0.16849110490318064,4.396663287708191,-0.04450519757129845,3.9049701484350914,14.575974486488363,31.45195389110703
