feature,bucket,tf,n,mean_next,median_next,p90_next,p99_next,|mean|_next,median_abs_next,range_median_next,range_p90_next,split1_median,split2_median,h1_n,h2_n
dom,17,1d,334,-0.863754772054483,-0.7132872662529488,6.740100917995313,14.037560313585095,3.122834512695985,2.379957319518816,5.78155706464414,12.935657435466917,-0.35323411894145895,-1.2670948573425878,171,163
dom,18,1d,334,-0.11187999799767567,0.023075235026548402,7.209891739351065,12.913277230646521,3.2014365154148936,2.1673556531468074,5.785916893793736,13.66908382593851,0.4885333743232856,-0.9017597151377676,170,164
dom,19,1d,334,1.0569189906767589,0.7093739478288952,7.874170808585678,17.975237229824945,3.1949931727618655,1.8624988701190948,5.595981570112404,13.49480338899065,0.6717204281661115,0.7844017641862266,168,166
dom,20,1d,334,-0.24548284203180665,-0.47492083151955966,6.530079540815607,12.601063177032541,2.980039291985522,2.302451773754238,5.506214147428864,12.597867556776322,-0.2410491571624096,-0.6458202590538586,168,166
dom,21,1d,334,-0.06285925585495848,-0.630928222221272,8.10763523235693,16.800344326832715,3.316419453171618,2.2122539881307857,5.315045163767266,13.34191399009415,-0.6096312865446263,-0.6536178712490182,168,166
dom,22,1d,335,0.2997961990580781,0.08401008120975106,6.4866978570771305,12.29533114856705,3.094963386516686,2.220808997037804,5.91615903788033,12.9824905525259,0.13302722750427876,0.058100558659224255,168,167
dom,23,1d,335,0.13156308582762954,0.018579590320033645,6.074940759673076,14.267696292101094,2.832078859990547,1.9749905446293292,5.453533667223151,13.140186050031911,-0.22765230473678622,0.102905089844052,168,167
dom,24,1d,335,-0.30656823494175534,0.014623853594342151,6.748246478769039,12.536235186818352,2.5483363114006568,1.2344574648895268,4.8638428933004,12.840284728470449,0.15953606739608217,-0.1080466306511263,168,167
dom,25,1d,335,0.502470164122046,0.1537335285505259,6.449340944769975,14.059423293300704,3.2129278942274526,2.4206470969281635,5.539468039468046,11.935755058259845,-0.10864224935779321,0.4722171281863252,168,167
dom,26,1d,337,0.06823471099491919,-0.28764318708651704,5.579505410498339,14.64148972584926,2.6154578717948813,1.9604099038889933,5.194679564691647,11.143089922097422,0.43110504774896974,-0.6916916680370755,169,168
dom,27,1d,337,0.18828920311366637,-0.1572503650454915,6.178050536863553,15.047376035606622,2.639085219068434,1.7960494380344194,5.037767779749878,12.541211892263723,0.11336777146768728,-0.47857049187136624,169,168
dom,28,1d,337,-0.034631871758559016,-0.3036744609778319,6.010278863659018,12.937661641808253,2.5708805178471796,1.7052008626310289,5.216042543762455,10.952887694967304,0.1833896972692317,-0.7644519321891141,168,169
dom,29,1d,315,-0.3836034153106315,-0.48695575533227453,6.469423410067244,15.453533372613707,2.697630542158743,1.8084618909424255,4.972178477690293,11.6580374860357,-0.6430667415870617,-0.2212560245120121,161,154
dom,30,1d,308,-0.5122199932816944,-0.5704398403413968,6.952350393274115,16.800653747294795,3.1735719097658617,2.247030269266037,5.584169560885291,14.192275348500687,-0.7742482897597713,-0.5257401262879213,153,155
dom,31,1d,197,-0.25431261905980457,-0.08783332747778205,7.195721511954637,12.086184791876246,2.9058158507507974,1.951951951951958,5.397107538175643,13.187298221222697,0.3289859989363486,-0.2344528456714179,98,99
dom,1,1h,2016,0.005701674843475641,-0.015061057119120091,1.4835598133545291,3.2246013025157687,0.6591607539009923,0.44853802054340974,1.1151103491490442,2.6174168881915847,-0.024929460957068272,-0.009172628875442346,1065,951
dom,2,1h,2016,0.011615462654375498,-0.014788590940317814,1.4903091848159966,3.483740285978993,0.6483540400930414,0.39989030960146943,1.0104753615562432,2.829847739620204,-0.08115496267448452,0.01232899704254331,864,1152
dom,3,1h,2016,0.0023109314175850373,-0.015993428378474617,1.6843187841827312,3.973830898657927,0.669686844424374,0.3706693952955198,1.0069945922878332,2.712247579235747,-0.055469229579441226,0.0,864,1152
dom,4,1h,2016,-0.004700885792263542,-0.053473671705639436,1.6457387842017501,3.7824340431539927,0.6925857636149251,0.4300059818307833,1.126809209927016,2.9383099391394727,-0.030976361259621443,-0.07635847534915308,864,1152
dom,5,1h,2016,-0.09596216696870659,-0.025184966421676336,1.9577414620850608,5.500381445097418,0.8361002406412815,0.4463355628829324,1.1620358423598818,3.7214194278135224,-0.0863980370485351,0.024523876699067415,864,1152
dom,6,1h,2016,0.03135123043356355,-0.013117765549008897,1.8089904909095234,4.209610182209771,0.7727615684388297,0.4811594529968044,1.1218403834645705,3.127709910639471,0.006455792834025864,-0.025261727433983916,864,1152
dom,7,1h,2016,0.05260967274255351,0.0,1.4797282372098264,3.171889538341954,0.627641933324579,0.40094360206878177,1.0036897186965983,2.5386749863871954,-0.030253954875952838,0.008500950958978404,864,1152
dom,8,1h,2016,-0.006434993880045681,0.004354173116438709,1.389111882070404,2.918770035850347,0.5800269488515793,0.38161291515643736,0.9824876711213131,2.2998686408159728,-0.005951628740119563,0.006811501239956108,864,1152
dom,9,1h,2016,0.04592071215148753,0.0,1.267240947121162,3.0687813993031954,0.5645601611297782,0.3703281254579971,1.0089483562329868,2.3005271237541147,0.0036419258503839202,-0.0028243999358246175,864,1152
