coin,feature,bucket,tf,n,mean_next,median_next,p90_next,p99_next,|mean|_next,median_abs_next,range_median_next
AAVE,dom,29,1h,144,-0.12163859650049605,-0.09036887073661237,,,0.611593915026925,0.45056035336541456,1.0057352723158808
AAVE,dom,30,1h,144,-0.04111170848044507,-0.019932314935544593,,,0.5173322273741595,0.4007542636191741,0.9410239621943368
AAVE,dom,31,1h,96,-0.13517146609342037,-0.015120058126788516,,,0.5879553016021516,0.48721275969973443,0.9311831490127707
BTC,dom,1,1h,168,-0.0043538733057055246,-0.03749184641059777,,,0.353365335103328,0.24793307889297012,0.6609053041558368
BTC,dom,2,1h,168,0.0029568394741623385,0.01213414619852804,,,0.3676656372865589,0.2527035120555132,0.6540927237198649
BTC,dom,3,1h,168,-0.048587601513787125,-0.012804377359826313,,,0.38583953777054686,0.2330421158441398,0.578099765159122
BTC,dom,4,1h,168,0.04036798124419616,-0.013735832011618765,,,0.38752889663985274,0.21314734420088688,0.6268056744714794
BTC,dom,5,1h,168,-0.0780276252762919,-0.00695916587730161,,,0.4560832059527508,0.23205666522253532,0.6524125472381768
BTC,dom,6,1h,168,0.029943546424021174,-0.021589818039219333,,,0.4274933810290426,0.26570692087540815,0.6208942446967582
BTC,dom,7,1h,168,0.02852998015132157,0.00602373487122998,,,0.35499415949204216,0.24560397945668777,0.5970922834292998
BTC,dom,8,1h,168,-0.02343165654793607,0.0023098986675629263,,,0.3050943885905562,0.2314167669547118,0.5834684157256096
BTC,dom,9,1h,168,0.035800604613542744,-0.0021635506978978647,,,0.30166300465362017,0.21264745116245654,0.6334937139257202
BTC,dom,10,1h,168,0.016324761297991413,0.0545525264061153,,,0.3480350907690542,0.21509217843906914,0.5755404929457835
BTC,dom,11,1h,168,0.0016570825061185495,0.0050951967541013055,,,0.2655845182190728,0.18020846639151822,0.446990840129704
BTC,dom,12,1h,168,-0.023900040956395793,0.0,,,0.2999016382493541,0.19556331697067053,0.47447056020823863
BTC,dom,13,1h,165,0.03167890060259099,0.050607998875373816,,,0.3159314728538971,0.23612267460111358,0.4723314084210867
BTC,dom,14,1h,144,0.0682151407060278,-0.003687315634220978,,,0.26775615439220884,0.15172897042606825,0.4257632702378147
BTC,dom,15,1h,144,-0.008618889033783063,-0.03489713016429086,,,0.2766412071588376,0.22520699322837734,0.5099733727805709
BTC,dom,16,1h,144,0.005650128141830964,0.007681272562054531,,,0.32492523205857704,0.2479783474530095,0.5819123700732725
BTC,dom,17,1h,157,-0.027189059855597057,-0.04279305867075367,,,0.292999942019507,0.2016263636485105,0.5094958431851118
BTC,dom,18,1h,168,-0.06319595352536153,0.009876163359578971,,,0.25833777895442045,0.1583716309910499,0.4211970599870173
BTC,dom,19,1h,168,-0.009833570316230252,-0.013674245825018305,,,0.24474494340181155,0.1939059877796745,0.47200835876550534
BTC,dom,20,1h,168,0.024721233876459643,0.021194324030537892,,,0.29761805206509023,0.2481829200649266,0.5552505557674234
BTC,dom,21,1h,168,-0.0035982908308734296,0.00918208315104918,,,0.27217313017708133,0.17117397295788872,0.4441824922401776
BTC,dom,22,1h,168,-0.0259794917037714,-0.021171108002138173,,,0.2602592805958962,0.19447356936102,0.47426788652801266
BTC,dom,23,1h,168,0.0019499871892631048,0.002403026266251107,,,0.3441264484581785,0.23298649426318763,0.5570861595608296
BTC,dom,24,1h,168,-0.03993301198565307,-0.030857207738460568,,,0.2806265652918801,0.18601264405428974,0.47319400554163155
BTC,dom,25,1h,168,0.016198073152809078,0.02260207699504857,,,0.30062761988756515,0.179129402193845,0.4021496492692603
BTC,dom,26,1h,168,-0.0026251620240206014,-0.020916266807730066,,,0.2935610468931741,0.1733978081836396,0.5372621721140836
BTC,dom,27,1h,168,-0.06443696551989439,-0.015100775366555519,,,0.2784758250065041,0.1841889095932192,0.47816977035184605
BTC,dom,28,1h,168,-0.006524817952096352,-0.0004999036413766422,,,0.30012351558551853,0.21482431812102631,0.446233583877224
BTC,dom,29,1h,144,-0.046047839810685255,-0.009796890177043993,,,0.3317111759333633,0.2259985232012096,0.5305539184351593
BTC,dom,30,1h,144,0.012450890211311802,0.011507746511973949,,,0.25141374323489823,0.17858682124293201,0.46843037799393
BTC,dom,31,1h,96,-0.07895504019015341,-0.03771963652303145,,,0.30925564569913894,0.19578227553733174,0.4927273853460531
CRV,dom,1,1h,168,0.00836120425895444,0.0005419075262635964,,,0.5925958422044069,0.4420638108189823,1.0300457717109417
CRV,dom,2,1h,168,-0.015661277429707004,-0.004892607270412519,,,0.6177193059690708,0.43964846602149166,0.9439268879131749
CRV,dom,3,1h,168,0.007872796899574605,0.04455844768972428,,,0.5936249646894389,0.36645185855729845,0.8974051736393882
CRV,dom,4,1h,168,-0.004524587326816006,-0.09932723329734161,,,0.6495572576131281,0.44271654451898956,1.1048698159857977
CRV,dom,5,1h,168,-0.12137353648248912,-0.0672583744303401,,,0.7228402967821004,0.4642499617514728,1.0029377013606942
CRV,dom,6,1h,168,0.09216360163255184,-0.02845164271974565,,,0.7429608919153259,0.5981093418859051,1.1494436578285485
CRV,dom,7,1h,168,0.008202204688114749,-0.04249118621263426,,,0.5611281519418481,0.36995762540268373,0.9942694708247513
CRV,dom,8,1h,168,0.02482421803473571,0.07416455642560438,,,0.5797776471755478,0.4239848540583402,1.0245449303766394
CRV,dom,9,1h,168,0.09379290747701795,0.010941186293156324,,,0.5492491795034885,0.41443025130857847,1.0004502063260303
CRV,dom,10,1h,168,0.061410492492748346,0.002117647241833831,,,0.7043036521440394,0.5184494024664366,1.1315419700741698
CRV,dom,11,1h,168,0.16778015269364938,0.04814517734975654,,,0.8356312585737488,0.5954510131516932,1.3628525058165357
CRV,dom,12,1h,168,-0.052786870194200274,-0.006643604362333022,,,0.7945040510128272,0.5560436148920656,1.2506700517355704
CRV,dom,13,1h,165,0.0075427680142421474,0.05945303210463937,,,0.76387116637493,0.5848883937452865,1.2745842829408267
CRV,dom,14,1h,144,0.1036173574647184,-0.052577794537850275,,,0.69085582003413,0.53991309297301,1.05717907521506
CRV,dom,15,1h,144,-0.05838342010957024,-0.0707572475734497,,,0.593973878851333,0.43006202836998186,1.0374361914399874
CRV,dom,16,1h,144,0.04112918306533528,0.027423594604958357,,,0.5859898093243218,0.4573140917759566,1.0975262752304937
CRV,dom,17,1h,156,-0.1116896540472987,-0.13873591878943992,,,0.6957293685697464,0.46497723626914844,1.2172069846957423
CRV,dom,18,1h,168,-0.10740341919203515,-0.04427505596266701,,,0.5148118772802518,0.3425747442032834,0.8930717311367837
CRV,dom,19,1h,168,-0.06613179595276523,-0.050629785706846064,,,0.4853815217501178,0.3552319558543793,0.8744253776432718
CRV,dom,20,1h,168,0.04166646365724691,0.02522431862407304,,,0.5084223014510985,0.39838697667788914,0.9614760231558017
CRV,dom,21,1h,168,-0.06454676071850304,-0.06032996586892714,,,0.44617839024907807,0.2766438957504891,0.7660161734494937
CRV,dom,22,1h,168,-0.09826116208447042,-0.11026055022044234,,,0.5276730600465562,0.38966608926138124,0.8844686083742627
CRV,dom,23,1h,168,-0.048618715520435174,-0.06755389392045785,,,0.5819141832953809,0.4050255408349801,0.987410311462916
CRV,dom,24,1h,168,-0.014382229354920919,0.019895269437464336,,,0.502438702684318,0.35489316950525485,0.8590544686290166
CRV,dom,25,1h,168,0.04836809152891193,-0.012008235277594093,,,0.6014397775610805,0.35232733192289145,0.9338403675992222
CRV,dom,26,1h,168,0.0028678131150527233,-0.0065173260107853626,,,0.48659839835776453,0.36544256151582744,0.8332275328855461
CRV,dom,27,1h,168,-0.07686343090484868,-0.02031979431159625,,,0.6323013635819398,0.4720191301293697,0.9688687633243818
CRV,dom,28,1h,168,0.019011371086044167,-0.031414802864743185,,,0.5556791583604289,0.4453347906621774,0.9721081961541385
CRV,dom,29,1h,144,-0.035651680773476684,0.0077680928430079454,,,0.5421141715127146,0.42525930872582274,0.8785142281301468
CRV,dom,30,1h,144,-0.006051282454673358,0.04428358988124437,,,0.5155784362664919,0.4376020277347237,0.8959140430255954
CRV,dom,31,1h,96,-0.09846067662002471,-0.05553455398363272,,,0.5495791868622781,0.3947656246500786,0.8398409074666746
DOGE,dom,1,1h,168,-0.0011653020435221993,0.02306019392737113,,,0.4814232342522383,0.3260330833061653,0.8778549684803612
DOGE,dom,2,1h,168,-0.016542256902563994,-0.029990018742048763,,,0.45179886359451144,0.28605669388361843,0.7591997683685492
DOGE,dom,3,1h,168,-0.010663653141865166,-0.019554009590083687,,,0.5110293353167613,0.2894959871961478,0.7909581949538786
DOGE,dom,4,1h,168,0.029633930436090014,-0.03960948504317385,,,0.5364951195784433,0.2999254754405267,0.8756470612131092
DOGE,dom,5,1h,168,-0.12434717670963122,0.020060363241392043,,,0.5836229554364281,0.3553751614373546,0.9441750744840651
DOGE,dom,6,1h,168,0.0012468954711168934,0.006455792834025864,,,0.5508482079419956,0.3749861537989174,0.8328905877928883
DOGE,dom,7,1h,168,0.008059911527170747,0.0028766166575766583,,,0.40725394430874245,0.26285026851190496,0.7184568632729176
DOGE,dom,8,1h,168,-0.02850460541052478,0.0,,,0.4011187112363865,0.28120837728580206,0.767206687554667
DOGE,dom,9,1h,168,0.0013827536697772216,0.00816865658836985,,,0.3435290385203018,0.2610801663491369,0.7106020681581203
DOGE,dom,10,1h,168,0.025964216374988046,0.044510615259441,,,0.46599082184812124,0.28297087437612056,0.724231600246107
DOGE,dom,11,1h,168,0.008175644789491135,0.011225091806021936,,,0.3846974133848638,0.23416935929168603,0.7150242948915628
DOGE,dom,12,1h,168,0.005746812593985079,-0.009625177236816107,,,0.4587935669633135,0.32503471854674615,0.7414957201176173
DOGE,dom,13,1h,165,0.061604079655670364,0.06167457093639861,,,0.4527749226802734,0.3169819164414833,0.7172656078459992
DOGE,dom,14,1h,144,0.14368311783001783,0.014548031012351359,,,0.5200893679539774,0.3316634420109654,0.7323137655032733
DOGE,dom,15,1h,144,-0.06397703961587226,0.004053341980470027,,,0.5106815847826343,0.3944203910478228,0.8682604655135258
DOGE,dom,16,1h,144,0.017419772861914675,-0.040966388540431,,,0.5258591792451703,0.36673119536766996,0.8828920933511459
DOGE,dom,17,1h,156,-0.03999100647129442,0.0020864630278727425,,,0.47831383856208204,0.369763547571339,0.8338815951843521
DOGE,dom,18,1h,168,-0.1467180553300301,-0.045974903496448505,,,0.41117426358119213,0.23096434629240048,0.680596279467768
DOGE,dom,19,1h,168,-0.014778721895407552,-0.04855880350949637,,,0.36475578371127504,0.2772627214232659,0.670327303097324
DOGE,dom,20,1h,168,0.011536776808766075,-0.027719376515250582,,,0.371583721042118,0.28802270378849304,0.6968243243643779
DOGE,dom,21,1h,168,-0.007074456343638241,-0.03159932939227894,,,0.37171313397845096,0.24744467037720597,0.5412582263398281
DOGE,dom,22,1h,168,-0.06489186825525473,-0.06277365042619554,,,0.36178280391300827,0.29629570567930585,0.6545337793033722
DOGE,dom,23,1h,168,-0.022784072999974023,-0.02100081425808753,,,0.4719788457898372,0.33355101671864174,0.7153033486077529
DOGE,dom,24,1h,168,-0.022046434608904257,-0.025480023295865184,,,0.35423387695245856,0.2247167030219377,0.6251682487231873
DOGE,dom,25,1h,168,0.046190905838158436,-0.009672447962555397,,,0.4791368992331623,0.26869900278345127,0.6584970250548997
DOGE,dom,26,1h,168,-0.006666997276582815,0.03555484906324624,,,0.4012858827218063,0.2865822678133678,0.7410280731427643
DOGE,dom,27,1h,168,-0.05777665896828423,-0.0011652067111400655,,,0.37634611171562865,0.2548262822153369,0.6337145196746164
DOGE,dom,28,1h,168,0.001859615830948886,0.009121004188417103,,,0.42670525225100253,0.33455083570361754,0.7778304619956761
DOGE,dom,29,1h,144,0.00493507786625608,0.033094254449395066,,,0.5397039951458099,0.3330467403928006,0.7556564876657099
DOGE,dom,30,1h,144,-0.011094602424615123,0.0020711652375604572,,,0.421635301800444,0.2882692990042124,0.7213722477920216
DOGE,dom,31,1h,96,-0.08815843982944,-0.016387786489718836,,,0.42666280805760426,0.27655463357221244,0.7075595208731215
ETH,dom,1,1h,168,-0.017599423650471003,-0.004334445841097656,,,0.48764165460009196,0.36509004911093323,0.8491726681581433
ETH,dom,2,1h,168,0.018540149371627644,-0.012365642509704067,,,0.4846368958329739,0.29511180178118934,0.759545117350886
ETH,dom,3,1h,168,-0.05114235256618617,-0.046929232473835736,,,0.534697683555409,0.2767618333144928,0.7768661279137101
ETH,dom,4,1h,168,0.032298376388005604,-0.031416066824208055,,,0.48255534977406506,0.3051411619091393,0.7933373585026531
ETH,dom,5,1h,168,-0.11274787133906236,-0.05221587090635804,,,0.5789423240383282,0.34444996409848105,0.9498229817847812
ETH,dom,6,1h,168,0.006879637610548994,-0.030291658017694845,,,0.5339058034366252,0.3380782816468808,0.777872977573553
ETH,dom,7,1h,168,0.07702451586255982,-0.0045555408009045895,,,0.4242795401583847,0.2689186105634511,0.7202147106939272
ETH,dom,8,1h,168,-0.03761290639321884,-0.0078062671875600564,,,0.3818599487001207,0.2609982460274829,0.7300011972497424
ETH,dom,9,1h,168,0.024363790208757747,-0.024110842064362092,,,0.3483083682885145,0.23078699279316384,0.7014026903266153
ETH,dom,10,1h,168,0.006142541285501658,0.06315185200402862,,,0.4108660320399446,0.27844278197179384,0.7064164610019203
ETH,dom,11,1h,168,0.010906591492810626,0.020867723120943094,,,0.35299505728923397,0.2409470554205928,0.5841772992793925
ETH,dom,12,1h,168,-0.01286763381903562,5.0680564744887135e-05,,,0.380621003473692,0.26670480234302074,0.6274365715826942
ETH,dom,13,1h,165,0.060473707356600716,0.04871352021611486,,,0.4112623751043147,0.28208744710860323,0.6045701403832338
ETH,dom,14,1h,144,0.0625524176014877,0.0027995520716639355,,,0.32937997271700814,0.19001071555450055,0.5351263895476989
ETH,dom,15,1h,144,0.018259742379499795,-0.02746223334709752,,,0.4060726602200195,0.2781518114171433,0.6740189030542371
ETH,dom,16,1h,144,0.03257745337357679,0.01610042365384201,,,0.4203220536371447,0.28257417784253724,0.7497955435858971
ETH,dom,17,1h,157,-0.0338717338707258,-0.0241065509552163,,,0.39142678131731673,0.26604874699623915,0.7005637348804216
ETH,dom,18,1h,168,-0.0759901478925119,0.011199519854998563,,,0.3652319861561739,0.20858438744347785,0.5697987314140593
ETH,dom,19,1h,168,-0.040017664721935624,-0.02787506729604594,,,0.30099733471803714,0.2226010258103539,0.5949681735252369
ETH,dom,20,1h,168,0.0042968891954800765,-0.005787034941023839,,,0.38615843923904963,0.3044879256946742,0.7007240217469073
ETH,dom,21,1h,168,-0.0037764555497264243,0.0,,,0.3329313732133942,0.1813132309981702,0.5563360314726324
ETH,dom,22,1h,168,-0.042675908998172786,-0.04905745915745885,,,0.3431151671041044,0.23665474970041567,0.6165381645610988
ETH,dom,23,1h,168,-0.02296330379685346,-0.028238712758388296,,,0.45122894101235916,0.2553073463039346,0.6767779813325674
ETH,dom,24,1h,168,-0.028156632563126362,-0.001687877662631676,,,0.3302144529426164,0.21485279104392352,0.5804804172372984
ETH,dom,25,1h,168,0.028612956882150393,0.0043189081800121265,,,0.3733771103403666,0.17245143463365253,0.5506057379237856
ETH,dom,26,1h,168,0.013622206704988078,0.04029779478794682,,,0.41523448155283643,0.27518375370479964,0.7443312399477697
ETH,dom,27,1h,168,-0.08089327444914113,0.010114708720265764,,,0.3699443014409462,0.20567400667473867,0.6557443243440564
ETH,dom,28,1h,168,0.013655677909968493,0.014916971712408689,,,0.365258587315848,0.25989415604393273,0.6154426045725294
ETH,dom,29,1h,144,-0.05085761374542368,0.005729772964402358,,,0.4328830632572475,0.28674633266948524,0.6769355297749209
ETH,dom,30,1h,144,-0.011510721317490523,0.027980682660011524,,,0.32450045521686044,0.22277386715496839,0.5545925862515141
ETH,dom,31,1h,96,-0.09558546865427554,-0.012763057036574432,,,0.42225960913061716,0.2409030570099724,0.6559460216505215
HYPE,dom,1,1h,168,0.012196582998535063,0.0206136308419147,,,0.7724793745298076,0.5820753047298788,1.5269684051484775
HYPE,dom,2,1h,168,0.050751893306486794,-0.03690161052357088,,,0.758517120574546,0.4894570587275937,1.3138131553605876
HYPE,dom,3,1h,168,0.06376642595896351,0.02435765376037624,,,0.7995403684843551,0.45373077727168254,1.3011761106667779
HYPE,dom,4,1h,168,-0.022168631001453405,-0.03250717996044483,,,0.7714689531103874,0.5388578224914509,1.1847452745187692
HYPE,dom,5,1h,168,0.010646880155753536,0.11163649284957611,,,0.8377331699537988,0.4903005335790245,1.228820884453571
HYPE,dom,6,1h,168,-0.08246141843988317,-0.1010071543293356,,,0.8374438223952341,0.5873702428590644,1.1288649285396692
HYPE,dom,7,1h,168,0.007791103435444514,-0.01964348881490774,,,0.6581964632400402,0.49305144401618484,1.1613584327853084
HYPE,dom,8,1h,168,0.05786812673660284,0.1553515940392658,,,0.659929797834065,0.41354231537090724,1.1683567329645466
HYPE,dom,9,1h,168,-0.014741525216155085,-0.06521888218797844,,,0.615062211896206,0.47004717477454605,1.1587728383046305
HYPE,dom,10,1h,168,-0.03629339799986341,-0.07376087466512415,,,0.6478675761709871,0.4822221134447968,1.1692380310064006
HYPE,dom,11,1h,168,0.10797158105679741,-0.008639447063596428,,,0.5974299584099725,0.4370335466344133,1.0920601485369947
HYPE,dom,12,1h,168,0.01705507513495818,0.06815715895275298,,,0.6462771233107817,0.4405977591777188,1.0281734321541056
HYPE,dom,13,1h,165,0.03349236689837945,-0.012759659061911677,,,0.6248510603567055,0.5140286999357535,1.1084047604365919
HYPE,dom,14,1h,144,0.173929560186416,0.037683038293279125,,,0.6297914742235883,0.45637509424063527,1.076312126030806
HYPE,dom,15,1h,144,0.005360703169116681,0.007651981640555139,,,0.6719692051512324,0.5654272796280335,1.2230358050574641
HYPE,dom,16,1h,144,0.028724514500199652,0.03788141353506802,,,0.707624254609604,0.5315272808907257,1.337213357845802
HYPE,dom,17,1h,154,0.033903116775466834,-0.0012342326775494072,,,0.8174196910430724,0.6735679725487276,1.3415219311594613
HYPE,dom,18,1h,168,-0.0713178201194203,-0.018981457513100874,,,0.7246605269401044,0.5390580976887549,1.2322689597843524
HYPE,dom,19,1h,168,-0.03788751035909699,-0.011536064761036302,,,0.6328406885341454,0.500137545167717,1.2532175156631795
HYPE,dom,20,1h,168,0.07180365160390847,0.07075477224417481,,,0.7104012701245569,0.5148687700798626,1.26905738400231
HYPE,dom,21,1h,168,-0.023082574142808364,-0.034018036879440716,,,0.6400210304298878,0.44422363982510316,1.1035787806869282
HYPE,dom,22,1h,168,-0.09026396168425486,-0.09929071988001859,,,0.6507571805919574,0.3916047708005743,1.1463288092600055
HYPE,dom,23,1h,168,-0.007959680657239607,-0.016945825073566567,,,0.7453942912557556,0.6387350907544831,1.319129383193799
HYPE,dom,24,1h,168,0.09819971263982422,0.0444126753488816,,,0.6661697775633342,0.487286266658743,1.2394775055841947
HYPE,dom,25,1h,168,-0.014082991213404722,0.023176802513458217,,,0.6406646659858994,0.40364507336976274,1.105772722239848
HYPE,dom,26,1h,168,0.1085035068434473,0.06931977964689251,,,0.7590902705099746,0.4579288026463679,1.2201954091603957
HYPE,dom,27,1h,168,0.011047081948234904,0.018199340825242327,,,0.7633551478903885,0.5585011813496688,1.3342834519670048
HYPE,dom,28,1h,168,0.1420542986863465,0.08150234667215761,,,0.7923969461560887,0.5396427442459661,1.3543222142870381
HYPE,dom,29,1h,144,-0.04644486538808964,-0.05013532517795238,,,0.8327221439475045,0.5611321532594082,1.3522415955941463
HYPE,dom,30,1h,144,0.06554388402496565,0.11065185329131033,,,0.7308203797484372,0.5554660890094987,1.2780916722934825
HYPE,dom,31,1h,96,0.032037753136264266,-0.04886233732677159,,,0.8433581129039028,0.6888152705020745,1.559472441347918
LIT,dom,1,1h,168,0.10646580577356482,-0.15826485666846635,,,1.189571860951888,0.7492527624219925,1.9082780725507213
LIT,dom,2,1h,168,0.15480640734493978,-0.06258659480807283,,,1.1734882626190068,0.7526530543852272,2.20364528722752
LIT,dom,3,1h,168,0.030978035758249284,-0.12542240354024292,,,1.3102220446820447,0.8539933906232144,2.017564773238546
LIT,dom,4,1h,168,-0.028891953224821774,-0.10751176001211893,,,1.1367496482272992,0.867205893379247,2.026852395786723
LIT,dom,5,1h,168,0.10282194039155226,-0.02902008497762676,,,1.4433317990740524,0.9523823417173283,2.2478078189843664
LIT,dom,6,1h,168,0.07278604381303626,-0.090640876963477,,,1.391486428715657,1.039519290026597,2.258561008423709
LIT,dom,7,1h,168,0.026649103477006622,-0.0091770188577589,,,1.0641250013061705,0.8008608783062698,2.1294995668438634
LIT,dom,8,1h,168,-0.07806621703919522,-0.11471566921853471,,,1.0871274994086277,0.8676692818280429,1.9486434421418144
LIT,dom,9,1h,168,0.0726231714500939,0.026028877735073674,,,0.9931727684410612,0.7077369439417946,1.882295555917906
LIT,dom,10,1h,168,0.05742808953020829,-0.06982197731962847,,,1.1062002333858378,0.811381961524571,2.0054440588332896
LIT,dom,11,1h,168,0.07251342288740827,-0.1184411372668226,,,0.9644166135896722,0.7482332178650131,1.8711606210159462
LIT,dom,12,1h,168,-0.04759508626255625,-0.11404272160996931,,,1.0014998799949684,0.6544404050901287,1.7471623176299018
LIT,dom,13,1h,165,-0.00450100974398619,0.04912220750927787,,,0.9923761083608792,0.6702589039295548,1.8109309623430851
LIT,dom,14,1h,144,0.06459541053826973,-0.07080312076727102,,,0.8846203387274976,0.6847020527499414,1.5524536148264692
LIT,dom,15,1h,144,-0.08074735892679477,-0.12165859308024274,,,0.9588156625936219,0.77104833729712,1.7729906030624711
LIT,dom,16,1h,144,0.020153415210729383,-0.005795401614494544,,,1.0347943641734914,0.780616599134043,1.9665893411861783
LIT,dom,17,1h,156,0.03858715327919223,0.046866202524198375,,,1.1673468992359368,0.8780008994860811,2.022361025959535
LIT,dom,18,1h,168,-0.12074208090644756,-0.02212629008541689,,,1.0401649849075016,0.744163698676148,1.8718988147260336
LIT,dom,19,1h,168,-0.04585229046583339,-0.04620690901911417,,,0.9418923287046853,0.6810619192224032,1.9652860448501388
LIT,dom,20,1h,168,0.0712311227919405,-0.15328199902501782,,,1.0426455139612574,0.7569950007476178,1.8073157382139193
LIT,dom,21,1h,168,0.11295563071238829,0.03945732993544393,,,1.0663895924444777,0.7708110902229393,1.7825536433266715
LIT,dom,22,1h,168,-0.21670955357956617,-0.11130953081517903,,,0.9338928598509697,0.7735164484158397,1.8049911077890755
LIT,dom,23,1h,168,-0.020902543621872223,-0.1084027422697198,,,1.0956901472826535,0.8205903873261144,1.8810354357293073
LIT,dom,24,1h,168,0.14867048191839013,0.0843982997194348,,,0.9717930620501608,0.6798320058523266,1.703786996545935
LIT,dom,25,1h,168,-0.07683687172928091,-0.11699631687785983,,,0.9484878637001569,0.6441925837904761,1.735011767159203
LIT,dom,26,1h,168,-0.0081808031780321,-0.05561299175785295,,,0.9294615010260225,0.6398076933219421,1.575374932816813
LIT,dom,27,1h,168,-0.0464063635426079,-0.005260084902863893,,,0.8660462168935104,0.5955472185413146,1.6483137210998122
LIT,dom,28,1h,168,0.1030215218743746,0.06617572900501356,,,0.9506149162362485,0.7332150559386519,1.6921764095533187
LIT,dom,29,1h,144,-0.022577360506438215,-0.1891494535403937,,,1.2778089640204813,0.790824755203462,1.8605643811095525
LIT,dom,30,1h,144,0.029926022056270637,-0.05467221454342197,,,1.0074449788419617,0.8496277872887092,1.9043323458415562
LIT,dom,31,1h,96,-0.09051412279235427,-0.24569832173955697,,,1.209845163107637,0.9346885377846892,1.8717300521011084
PUMP,dom,1,1h,168,0.043190646986168965,0.0,,,1.0130311536322216,0.8418932337354024,1.7172346002621204
PUMP,dom,2,1h,168,-0.09704745436013494,-0.08199774472517074,,,0.944144012924967,0.6993008512887533,1.6541602317944881
PUMP,dom,3,1h,168,0.06997803742931767,0.0,,,0.9080270984269719,0.606222392814959,1.5384623232051209
PUMP,dom,4,1h,168,0.04279890696342466,0.0,,,1.002770249268636,0.7151426548486994,1.7167434093030884
PUMP,dom,5,1h,168,-0.11906165179718704,-0.027129679869775103,,,1.0272952210556556,0.6917056833327551,1.6908739358728793
PUMP,dom,6,1h,168,0.03669269925460495,0.0498850404840101,,,0.9517258581433768,0.6906891786065905,1.6710941563046773
PUMP,dom,7,1h,168,0.07831377394293813,-0.05618685476477259,,,0.9189535130716757,0.7163092755545941,1.5830924776760158
PUMP,dom,8,1h,168,0.053510846281592694,0.023353573096673852,,,0.8247352383720803,0.6075803624218223,1.576342750502301
PUMP,dom,9,1h,168,0.04256443410276681,0.0,,,0.7294771841893748,0.5996921550559864,1.5526851504629098
PUMP,dom,10,1h,168,-0.044345410357431836,-0.13729825118443117,,,0.8266426388742597,0.5172759503823399,1.4680758100894225
PUMP,dom,11,1h,168,-0.009567716902848931,-0.14786800169863668,,,0.6937597582962451,0.5099460508202702,1.3063850266832095
PUMP,dom,12,1h,168,0.055426604772774266,0.0,,,0.8128531314695974,0.6581509758560089,1.4999333392826255
PUMP,dom,13,1h,165,0.04712758734436336,0.0,,,0.8736584781936716,0.6582040432534186,1.3763644992880848
PUMP,dom,14,1h,144,0.10345374188994944,0.06629108311324572,,,0.7779984738977104,0.5432144664415217,1.2077138547726851
PUMP,dom,15,1h,144,-0.003875167049768702,0.04913986616082999,,,0.7148775002731258,0.5490832487331843,1.2931706276183688
PUMP,dom,16,1h,144,0.04504135895357017,-0.054419575220227,,,0.8626453146700322,0.6195846326120302,1.4607043967820659
PUMP,dom,17,1h,157,-0.08939167983920533,0.0,,,0.8106943836791487,0.6060606060605989,1.399613899613897
PUMP,dom,18,1h,168,-0.1943149356431985,-0.05306278447587687,,,0.7654020630364465,0.545619934946795,1.2576300748703004
PUMP,dom,19,1h,168,0.05302297030320358,-0.05449694861635601,,,0.7090631301070902,0.535458505622044,1.1645054665649677
PUMP,dom,20,1h,168,0.07449948270922221,0.0532099560433541,,,0.7854411611890109,0.5650438946528391,1.4336836099906232
PUMP,dom,21,1h,168,0.0898116791551853,0.0,,,0.7861315477888395,0.5681819455613302,1.2440064717683081
PUMP,dom,22,1h,168,-0.19221293116836918,-0.19502238978714725,,,0.7117524702581102,0.5649281820023999,1.2138358619661922
PUMP,dom,23,1h,168,-0.08713283233027307,-0.025839793281656753,,,0.7737292775786349,0.5977452466476074,1.2122698418067666
PUMP,dom,24,1h,168,-0.023524825422600985,-0.08284712417637174,,,0.7265272320012587,0.5621426652852923,1.289119136043314
PUMP,dom,25,1h,168,-0.013371205090380759,-0.026723677177981076,,,0.7716898456927433,0.4850645729834291,1.3208191126279911
PUMP,dom,26,1h,168,0.13842170147413782,0.02763957987838017,,,0.795856555046089,0.5289367371444531,1.4577992463997484
PUMP,dom,27,1h,168,0.12427083032517587,0.05591313003483478,,,1.047138421375026,0.6980332010104617,1.824905123339658
PUMP,dom,28,1h,168,0.010477945330977447,-0.05878945563937421,,,0.9466017456293263,0.6547827781024751,1.8050910669236058
PUMP,dom,29,1h,144,-0.10471108288301217,-0.029205607476634476,,,0.9361703119395979,0.7634415395181116,1.905329630168775
PUMP,dom,30,1h,144,0.023422453175874092,0.0689710611697203,,,0.7360338383555151,0.5724105956576131,1.3767618547716856
PUMP,dom,31,1h,96,0.03602008641640681,-0.0524914041890312,,,0.8362742490833174,0.6685288640595921,1.604282530494129
SOL,dom,1,1h,168,-0.016727459464320082,0.004783720788703594,,,0.5325347963413241,0.3697944981135848,0.9359776036954881
SOL,dom,2,1h,168,0.00020977360810776825,0.011653774135067518,,,0.5062985212216372,0.29723504163901016,0.8866796400577119
SOL,dom,3,1h,168,-0.052492637745939805,-0.004847487851555865,,,0.5003867814502224,0.2889407456478976,0.813950438557026
SOL,dom,4,1h,168,-0.026285014707182593,-0.08593000020640784,,,0.5755612662090931,0.3875800269643903,0.888841933628779
