bucket_low,bucket_high,count
-115.15777056915364,-111.31917821684851,0
-111.31917821684851,-107.4805858645434,0
-107.4805858645434,-103.64199351223827,0
-103.64199351223827,-99.80340115993316,0
-99.80340115993316,-95.96480880762803,0
-95.96480880762803,-92.12621645532292,0
-92.12621645532292,-88.28762410301779,0
-88.28762410301779,-84.44903175071266,0
-84.44903175071266,-80.61043939840755,0
-80.61043939840755,-76.77184704610244,0
-76.77184704610244,-72.93325469379731,0
-72.93325469379731,-69.09466234149218,0
-69.09466234149218,-65.25606998918707,0
-65.25606998918707,-61.41747763688194,0
-61.41747763688194,-57.57888528457682,0
-57.57888528457682,-53.7402929322717,0
-53.7402929322717,-49.90170057996657,0
-49.90170057996657,-46.06310822766146,1
-46.06310822766146,-42.22451587535633,0
-42.22451587535633,-38.38592352305122,0
-38.38592352305122,-34.54733117074609,3
-34.54733117074609,-30.708738818440978,4
-30.708738818440978,-26.87014646613585,6
-26.87014646613585,-23.031554113830722,10
-23.031554113830722,-19.19296176152561,27
-19.19296176152561,-15.354369409220482,33
-15.354369409220482,-11.515777056915368,63
-11.515777056915368,-7.677184704610241,138
-7.677184704610241,-3.8385923523051275,196
-3.8385923523051275,0.0,254
0.0,3.8385923523051133,265
3.8385923523051133,7.677184704610241,170
7.677184704610241,11.515777056915368,110
11.515777056915368,15.354369409220496,62
15.354369409220496,19.19296176152561,38
19.19296176152561,23.031554113830722,27
23.031554113830722,26.870146466135836,15
26.870146466135836,30.708738818440978,9
30.708738818440978,34.54733117074609,9
34.54733117074609,38.385923523051204,6
38.385923523051204,42.224515875356346,5
42.224515875356346,46.06310822766146,5
46.06310822766146,49.90170057996657,1
49.90170057996657,53.740292932271686,2
53.740292932271686,57.57888528457683,0
57.57888528457683,61.41747763688194,4
61.41747763688194,65.25606998918705,0
65.25606998918705,69.0946623414922,1
69.0946623414922,72.93325469379731,1
72.93325469379731,76.77184704610242,1
76.77184704610242,80.61043939840754,0
80.61043939840754,84.44903175071268,0
84.44903175071268,88.28762410301779,0
88.28762410301779,92.1262164553229,0
92.1262164553229,95.96480880762802,0
95.96480880762802,99.80340115993316,0
99.80340115993316,103.64199351223827,1
103.64199351223827,107.48058586454339,0
107.48058586454339,111.31917821684853,0
111.31917821684853,115.15777056915364,1
