trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_init,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl,is_snapshot
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250101-155500-001-000-1,O-20250101-163000-001-000-5,BUY,FLAT,0.000000,0.302888,1735749000000000000,2025-01-01 16:30:00+00:00,1735759800000000000,2025-01-01 19:30:00+00:00,10800000000000.0,29660.86591281266,30171.469999999998,['3.62772042 USDT'],0.01721,151.03000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250101-163000-001-000-5,O-20250102-035000-001-000-9,SELL,FLAT,0.000000,0.194269,1735759800000000000,2025-01-01 19:30:00+00:00,1735789800000000000,2025-01-02 03:50:00+00:00,30000000000000.0,30171.47,28626.92,['4.51227958 USDT'],0.05119,295.55000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250102-083000-001-000-12,O-20250103-011500-001-000-23,SELL,FLAT,0.000000,0.504277,1735808700000000000,2025-01-02 09:05:00+00:00,1735894500000000000,2025-01-03 08:55:00+00:00,85800000000000.0,29745.584948788062,29757.9755307698,['6.00415680 USDT'],-0.00042,-12.26000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250103-011500-001-000-23,O-20250103-104500-001-000-26,BUY,FLAT,0.000000,0.036459,1735894500000000000,2025-01-03 08:55:00+00:00,1735901100000000000,2025-01-03 10:45:00+00:00,6600000000000.0,29572.59,29519.24,['0.86584320 USDT'],-0.0018,-2.82000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250103-124500-001-000-27,O-20250103-144500-001-000-33,BUY,FLAT,0.000000,0.340001,1735910700000000000,2025-01-03 13:25:00+00:00,1735949400000000000,2025-01-04 00:10:00+00:00,38700000000000.0,29411.71428022271,29937.79,['4.03577566 USDT'],0.01789,174.83000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250103-144500-001-000-33,O-20250104-204500-001-000-44,SELL,FLAT,0.000000,0.773956,1735949400000000000,2025-01-04 00:10:00+00:00,1736033700000000000,2025-01-04 23:35:00+00:00,84300000000000.0,30310.12711655408,30070.168547382422,['11.32656803 USDT'],0.00792,174.46000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250104-204500-001-000-44,O-20250105-104500-001-000-51,BUY,FLAT,0.000000,0.227588,1736033700000000000,2025-01-04 23:35:00+00:00,1736073900000000000,2025-01-05 10:45:00+00:00,40200000000000.0,29827.05,28895.969999999998,['5.30765631 USDT'],-0.03122,-217.21000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250105-141500-001-000-52,O-20250105-163500-001-000-58,BUY,FLAT,0.000000,0.345069,1736091900000000000,2025-01-05 15:45:00+00:00,1736131800000000000,2025-01-06 02:50:00+00:00,39900000000000.0,28979.69228403595,29607.41,['4.04331555 USDT'],0.02166,212.57000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250105-163500-001-000-58,O-20250106-061500-001-000-60,SELL,FLAT,0.000000,0.161562,1736131800000000000,2025-01-06 02:50:00+00:00,1736147100000000000,2025-01-06 07:05:00+00:00,15300000000000.0,29607.41,28431.57,['1.87537592 USDT'],0.03971,188.09000000 USDT,True
TESTER-001,SRGridStrategyV2-000,BTC/USDT.SIM,SIM-001,O-20250106-061500-001-000-60,O-20250106-061500-001-000-62,BUY,FLAT,0.000000,0.014299,1736147100000000000,2025-01-06 07:05:00+00:00,1736150400000000000,2025-01-06 08:00:00+00:00,3300000000000.0,28431.57,28949.32,['0.16409762 USDT'],0.01821,7.24000000 USDT,True
