,A,B,C,D,E
2026-03-31,1.0264434485297877,1.0702658579394544,1.0894037417371027,0.9838445467438588,0.2927082722564918
2026-04-01,1.0264434485297877,1.0683629024960144,1.0874667587295035,0.9838445467438588,0.2922052130881884
2026-04-02,1.0264434485297877,1.065891310034051,1.0849509706604568,0.9838445467438588,0.28315137063189505
2026-04-03,1.0264434485297877,1.066903871655523,1.0859816383314733,0.9838445467438588,0.28387409987610834
2026-04-04,1.0264434485297877,1.0675119569681872,1.0866005970789634,0.9838445467438588,0.28778313443168974
2026-04-05,1.0264434485297877,1.0697974512039825,1.0889269592194764,0.9838445467438588,0.2892153881607886
2026-04-06,1.0264434485297877,1.0696807663205108,1.088808187843453,0.9838445467438588,0.28673615742374337
2026-04-07,1.0264434485297877,1.0763988802753615,1.0956464312813228,0.9838445467438588,0.3101552972195153
2026-04-08,1.0264434485297877,1.0763988802753615,1.0956464312813228,0.9838445467438588,0.30236141681026524
2026-04-09,1.0264434485297877,1.0763744886902156,1.0956216035397595,0.9838445467438588,0.30807234234153164
2026-04-10,1.0264434485297877,1.0773846420164106,1.0966498198517363,0.9838445467438588,0.31438466166957435
2026-04-11,1.0264434485297877,1.0772733419500866,1.0965365295810905,0.9838445467438588,0.31607243833895216
2026-04-12,1.0264434485297877,1.0748861207757254,1.0941066214789017,0.9838445467438588,0.30383794821266796
2026-04-13,1.0264434485297877,1.114144219933575,1.1340667115806145,0.9838445467438588,0.3235267848602213
2026-04-14,1.0264434485297877,1.100134311360884,1.1198062858113869,0.9838445467438588,0.3155304112149365
2026-04-15,1.0264434485297877,1.1125137423159865,1.1324070786919795,0.9838445467438588,0.3218883466274238
2026-04-16,1.0264434485297877,1.1292594102345241,1.1494521830957247,0.9838445467438588,0.33130516290791445
2026-04-17,1.0264434485297877,1.1368696764397415,1.1571985317417899,0.9838445467438588,0.3332462528195333
2026-04-18,1.0264434485297877,1.1368696764397415,1.1571985317417899,0.9838445467438588,0.32044570824937624
2026-04-19,1.0264434485297877,1.124267171950485,1.144370676453304,0.9838445467438588,0.30393171379215234
2026-04-20,1.0264434485297877,1.1338605652563873,1.1541356133480738,0.9838445467438588,0.3102352362505972
2026-04-21,1.0264434485297877,1.134364080716157,1.1546481323841866,0.9838445467438588,0.31106940668687244
2026-04-22,1.0264434485297877,1.1432551706612823,1.1636982077299411,0.9838445467438588,0.31291951925393763
2026-04-23,1.0264434485297877,1.1414009592016003,1.161810840318223,0.9838445467438588,0.31530040623177985
2026-04-24,1.0264434485297877,1.141030345979802,1.161433600002119,0.9838445467438588,0.3167146166874439
2026-04-25,1.0264434485297877,1.141030345979802,1.161433600002119,0.9838445467438588,0.31551268374744174
2026-04-26,1.0264434485297877,1.1414644248981298,1.1618754408721494,0.9838445467438588,0.3183968445622923
2026-04-27,1.0264434485297877,1.1392874425238804,1.159659530940416,0.9838445467438588,0.31421676074478666
2026-04-28,1.0264434485297877,1.1371542016559346,1.1574881446756604,0.9838445467438588,0.31244513389402734
2026-04-29,1.0264434485297877,1.1346080014692013,1.1548964147890513,0.9838445467438588,0.31012481862265456
2026-04-30,1.0264434485297877,1.134681449294481,1.1549711759664623,0.9838445467438588,0.3115486172448176
2026-05-01,1.0264434485297877,1.138293395036406,1.1586477084625844,0.9838445467438588,0.3172091263338192
2026-05-02,1.0264434485297877,1.139966174518857,1.1603503996339084,0.9838445467438588,0.3195261212118937
2026-05-03,1.0264434485297877,1.1411970727809184,1.1616033081168242,0.9838445467438588,0.32099862075145313
2026-05-04,1.0264434485297877,1.1393981473255361,1.1597722153022103,0.9838445467438588,0.3239214371542321
2026-05-05,1.0264434485297877,1.1458759323678618,1.1663658324029789,0.9838445467438588,0.33718288178766787
2026-05-06,1.0264434485297877,1.1458759323678618,1.1663658324029789,0.9838445467438588,0.3418819912139559
2026-05-07,1.0264434485297877,1.1458759323678618,1.1663658324029789,0.9838445467438588,0.33811979705684625
2026-05-08,1.0264434485297877,1.1486554037391075,1.1691950046964088,0.9838445467438588,0.3503042798780008
2026-05-09,1.0264434485297877,1.1496141806617337,1.1701709259212634,0.9838445467438588,0.3483349495775919
2026-05-10,1.0264434485297877,1.1550338018474098,1.1756874576826708,0.9838445467438588,0.3562288466026379
2026-05-11,1.0264434485297877,1.1540448071534735,1.17468077834955,0.9838445467438588,0.3525576493962155
2026-05-12,1.0264434485297877,1.1485810737597364,1.16911934559073,0.9838445467438588,0.3422338828644166
2026-05-13,1.0264434485297877,1.1439571443585201,1.1644127337205623,0.9838445467438588,0.33293503321944223
2026-05-14,1.0264434485297877,1.1481175845094191,1.168647568489924,0.9838445467438588,0.34386440276029356
2026-05-15,1.0264434485297877,1.139844510248874,1.1602265598328236,0.9838445467438588,0.32928627500587804
2026-05-16,1.0264434485297877,1.1389771536428663,1.159343693650561,0.9838445467438588,0.3221445031673497
2026-05-17,1.0264434485297877,1.1328359576259355,1.1530926842682139,0.9838445467438588,0.3218838769083085
2026-05-18,1.0264434485297877,1.133024379314765,1.1532844752062434,0.9838445467438588,0.3262195970416142
2026-05-19,1.0264434485297877,1.1309653298960605,1.15118860703992,0.9838445467438588,0.32932078475557625
2026-05-20,1.0264434485297877,1.1338246294455034,1.154099034953511,0.9838445467438588,0.34485755921036343
2026-05-21,1.0264434485297877,1.1351079212288442,1.1554052738287783,0.9838445467438588,0.35150860327100997
2026-05-22,1.0264434485297877,1.1351079212288442,1.1554052738287783,0.9838445467438588,0.33134698946261754
2026-05-23,1.0264434485297877,1.1420936751542266,1.1625159430225225,0.9838445467438588,0.34111157458124963
2026-05-24,1.0264434485297877,1.1405912989650773,1.1609867021990254,0.9838445467438588,0.34360460249055547
2026-05-25,1.0264434485297877,1.1413001775955225,1.161708256592932,0.9838445467438588,0.3443124377621622
2026-05-26,1.0264434485297877,1.134735326033578,1.155026016098687,0.9838445467438588,0.3320821949415249
2026-05-27,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.32579198128966363
2026-05-28,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.3228081559059567
2026-05-29,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.3293778833548757
2026-05-30,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.33343026061045716
2026-05-31,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.3364684880694111
2026-06-01,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.3310584119653088
2026-06-02,1.0264434485297877,1.1275791980927061,1.147741926358457,0.9838445467438588,0.31910291706607
2026-06-03,1.0264434485297877,1.1173136750159873,1.1372928410515624,0.9838445467438588,0.32671159882836004
2026-06-04,1.0264434485297877,1.1086933555270166,1.128518377924864,0.9838445467438588,0.30393617864031014
2026-06-05,1.0264434485297877,1.0821474979458492,1.1014978424550872,0.9838445467438588,0.27673431401975535
2026-06-06,1.0216516395272646,1.0787301998077645,1.0937071048617646,0.9831033287241874,0.2706566127046115
2026-06-07,1.0304072829724047,1.1004120528412746,1.1180566760809076,0.9894012560913968,0.287878350954758
2026-06-08,1.0336904756682983,1.1004120528412746,1.1216522368938382,0.9893719734686878,0.29375168996946294
2026-06-09,1.0302091507649271,1.1004120528412746,1.120658653152341,0.9869163141116751,0.2864150972313467
2026-06-10,1.035763007581197,1.1004120528412746,1.1277448290179586,0.985996286198825,0.27824417340586177
2026-06-11,1.035763007581197,1.105919845254334,1.1333894276908776,0.985996286198825,0.30016786351275054
2026-06-12,1.035763007581197,1.109405952056775,1.1369621247634933,0.985996286198825,0.2951368302413223
2026-06-13,1.035763007581197,1.1111826680171044,1.13878297199224,0.985996286198825,0.3004469354583026
2026-06-14,1.035763007581197,1.113410331579991,1.141065967764006,0.985996286198825,0.3097525944216705
2026-06-15,1.035763007581197,1.112544201435571,1.140178324095342,0.985996286198825,0.3189690877140398
2026-06-16,1.035763007581197,1.112544201435571,1.140178324095342,0.985996286198825,0.3198602158733331
2026-06-17,1.035763007581197,1.112544201435571,1.140178324095342,0.985996286198825,0.31111042523018456
2026-06-18,1.035763007581197,1.112544201435571,1.140178324095342,0.985996286198825,0.3017294698571804
2026-06-19,1.035763007581197,1.112522459533219,1.1401560421529668,0.985996286198825,0.29913687662204963
2026-06-20,1.035763007581197,1.1127145164533645,1.1403528695123293,0.985996286198825,0.30317841886177166
2026-06-21,1.035763007581197,1.1110502225981942,1.1386472368047553,0.985996286198825,0.2967332112684039
2026-06-22,1.035763007581197,1.1138625780942948,1.1415294474820181,0.985996286198825,0.2982662646624056
2026-06-23,1.035763007581197,1.0950138363824982,1.1222125280207227,0.985996286198825,0.28808002949041345
2026-06-24,1.035763007581197,1.085745600460614,1.1127140814088052,0.985996286198825,0.2868418489639677
2026-06-25,1.035763007581197,1.0774244780799835,1.1041862733825738,0.985996286198825,0.28107757336873507
2026-06-26,1.035763007581197,1.0792896347676315,1.1060977580890274,0.985996286198825,0.2938498833753031
2026-06-27,1.035763007581197,1.0792896347676315,1.1060977580890274,0.985996286198825,0.2877827885863093
2026-06-28,1.035763007581197,1.0794493107834073,1.1062614002452946,0.985996286198825,0.2865852318177558
2026-06-29,1.035763007581197,1.0944424394398713,1.1216269383357496,0.985996286198825,0.2965147397755963
2026-06-30,1.035763007581197,1.0895186153890388,1.116580813024796,0.985996286198825,0.28707073544649325
2026-07-01,1.035763007581197,1.1071361844774545,1.1346359791673586,0.985996286198825,0.2945005528809347
2026-07-02,1.035763007581197,1.1160959687403973,1.143818312590153,0.985996286198825,0.3056891777450913
2026-07-03,1.035763007581197,1.122079580706649,1.1499505495429991,0.985996286198825,0.31627680557546456
2026-07-04,1.035763007581197,1.1233353331208566,1.1512374931819687,0.985996286198825,0.31753075140655496
2026-07-05,1.035763007581197,1.124594924624129,1.1525283712678844,0.985996286198825,0.3228747167259095
2026-07-06,1.035763007581197,1.124594924624129,1.1525283712678844,0.985996286198825,0.3242033027405542
2026-07-07,1.035763007581197,1.124594924624129,1.1525283712678844,0.985996286198825,0.3185372234623617
2026-07-08,1.035763007581197,1.1228079009888312,1.1506969603351922,0.985996286198825,0.3086101904103464
2026-07-09,1.035763007581197,1.1230309663154536,1.1509255663087292,0.985996286198825,0.3111752363965381
2026-07-10,1.035763007581197,1.1239812074825244,1.15189941020631,0.985996286198825,0.3188511007251845
2026-07-11,1.035763007581197,1.1233111411102288,1.151212700273877,0.985996286198825,0.31616960718243975
2026-07-12,1.035763007581197,1.1223388073476304,1.1502162150299917,0.985996286198825,0.3188704706847858
2026-07-13,1.035763007581197,1.1223388073476304,1.1502162150299917,0.985996286198825,0.3097070838877467
2026-07-14,1.035763007581197,1.1254905838814184,1.1534462775134242,0.985996286198825,0.3265277758333615
2026-07-15,1.035763007581197,1.1273444865605384,1.1553462286767016,0.985996286198825,0.3263858780312903
2026-07-16,1.035763007581197,1.1186935089203327,1.146480372223656,0.985996286198825,0.31669779356690225
2026-07-17,1.035763007581197,1.116238746693261,1.1439646369580336,0.985996286198825,0.3151712954396846
2026-07-18,1.035763007581197,1.1171255611449173,1.144873478704697,0.985996286198825,0.3162785188208027
2026-07-19,1.035763007581197,1.1168066404239188,1.1445466364158978,0.985996286198825,0.3209791593594937
2026-07-20,1.035763007581197,1.1195982677426835,1.1474076040553864,0.985996286198825,0.32309709430935435
2026-07-21,1.035763007581197,1.1294252592794207,1.1574786850306849,0.985996286198825,0.3287413606366929
2026-07-22,1.035763007581197,1.1284862654741146,1.15651636786442,0.985996286198825,0.3246137905217306
2026-07-23,1.035763007581197,1.1268814417780355,1.1548716824758278,0.985996286198825,0.31494746063369894
2026-07-24,1.035763007581197,1.1166467154660282,1.144382739134124,0.985996286198825,0.3102996281337135
2026-07-25,1.035763007581197,1.120011047018174,1.147830636220709,0.985996286198825,0.3109260265556007
2026-07-26,1.035763007581197,1.1317142553664952,1.159824536745209,0.985996286198825,0.32307357618050986
2026-07-27,1.035763007581197,1.120825893914614,1.1486657228335182,0.985996286198825,0.3140629589285519
2026-07-28,1.035763007581197,1.1258890643778001,1.1538546557369258,0.985996286198825,0.31456929215204676
2026-07-29,1.035763007581197,1.124176594601112,1.152099650481828,0.985996286198825,0.3099961917496464
2026-07-30,1.035763007581197,1.1292432285835015,1.1572921329336634,0.985996286198825,0.31655766693715864
2026-07-31,1.035763007581197,1.1183692071961733,1.1461480152747132,0.985996286198825,0.3075140663349874
2026-08-01,1.035763007581197,1.1160887379968891,1.143810902244565,0.985996286198825,0.30499762284833354
2026-08-02,1.035763007581197,1.1167378837582722,1.1444761719258527,0.985996286198825,0.30981869656037847
2026-08-03,1.035763007581197,1.1155118856555375,1.143219721655997,0.985996286198825,0.30964426016856217
2026-08-04,1.035763007581197,1.1180263022346615,1.145796593008671,0.985996286198825,0.31423770698165177
2026-08-05,1.035763007581197,1.1274579723064366,1.1554625332580388,0.985996286198825,0.31802674551100124
2026-08-06,1.035763007581197,1.128381840520066,1.1564093491329872,0.985996286198825,0.31872139665255683
2026-08-07,1.035763007581197,1.1307370233758214,1.1588230316077581,0.985996286198825,0.316762007158772
2026-08-08,1.035763007581197,1.1305182178897735,1.1585987912835867,0.985996286198825,0.32201256907610304
2026-08-09,1.035763007581197,1.1349240521403803,1.163114060614564,0.985996286198825,0.32605882265763014
2026-08-10,1.035763007581197,1.1349240521403803,1.163114060614564,0.985996286198825,0.3289550314409672
2026-08-11,1.035763007581197,1.1349240521403803,1.163114060614564,0.985996286198825,0.3277919114807051
2026-08-12,1.035763007581197,1.1349240521403803,1.163114060614564,0.985996286198825,0.3272675722381844
2026-08-13,1.035763007581197,1.1349240521403803,1.163114060614564,0.985996286198825,0.3275849412607833
