coin,time_ms,fundingRate,premium
BTC,1683849600048,-0.0006133368,-0.0009133368
BTC,1683878400388,-0.000745027,-0.001045027
BTC,1683907200253,-0.0008179771,-0.0011179771
BTC,1683936000278,-0.0004403551,-0.0007403551
BTC,1683964800255,-0.0001034319,-0.0004034319
BTC,1683993600054,-0.0001380334,-0.0004380334
BTC,1684022400087,-0.0002227042,-0.0005227042
BTC,1684051200271,-0.0002137192,-0.0005137192
BTC,1684080000380,-0.0001945397,-0.0004945397
BTC,1684108800374,-0.0000782041,-0.0003782041
BTC,1684137600045,-0.0001276332,-0.0004276332
BTC,1684166400409,-0.0001288077,-0.0004288077
BTC,1684195200447,-0.0000253654,-0.0003253654
BTC,1684224000126,-0.000129521,-0.000429521
BTC,1684252800731,-0.0000462775,-0.0003462775
BTC,1684281600067,-0.0000261481,-0.0003261481
BTC,1684310400279,0.0001,-0.0000442638
BTC,1684339200024,0.0001,-0.000076506
BTC,1684368000048,0.0001,-0.0000490768
BTC,1684396800038,-0.0000064613,-0.0003064613
BTC,1684425600052,-0.0000067035,-0.0003067035
BTC,1684454400026,0.0000892339,-0.0002107661
BTC,1684483200158,0.0001,-0.0001773526
BTC,1684512000396,0.000091624,-0.000208376
BTC,1684540800029,0.0000366019,-0.0002633981
BTC,1684569600111,0.000061012,-0.000238988
BTC,1684598400345,0.0000065076,-0.0002934924
BTC,1684627200095,-0.0002138913,-0.0005138913
BTC,1684656000013,-0.0001202087,-0.0004202087
BTC,1684684800088,-0.0001198537,-0.0004198537
BTC,1684713600066,-0.0001554343,-0.0004554343
BTC,1684742400290,-0.0002855006,-0.0005855006
BTC,1684771200159,-0.000269228,-0.000569228
BTC,1684800000022,-0.0001899086,-0.0004899086
BTC,1684830233040,-0.0001754061,-0.0004754061
BTC,1684857600079,-0.0001552822,-0.0004552822
BTC,1684886400035,-0.000110501,-0.000410501
BTC,1684915200002,-0.000180935,-0.000480935
BTC,1684944000001,-0.0001998793,-0.0004998793
BTC,1684972800233,-0.0001763761,-0.0004763761
BTC,1685001600374,-0.0000740973,-0.0003740973
BTC,1685030400209,-0.0000998004,-0.0003998004
BTC,1685059200136,-0.0000810263,-0.0003810263
BTC,1685088000044,-0.0001183066,-0.0004183066
BTC,1685116800180,-0.0001308069,-0.0004308069
BTC,1685145600015,-0.0000970696,-0.0003970696
BTC,1685174400106,-0.0000823054,-0.0003823054
BTC,1685203200044,-0.000097019,-0.000397019
BTC,1685232000362,-0.000207327,-0.000507327
BTC,1685260800081,-0.0003484458,-0.0006484458
BTC,1685289600156,-0.0001325304,-0.0004325304
BTC,1685318400082,-0.0000552924,-0.0003552924
BTC,1685347200068,0.0000441208,-0.0002558792
BTC,1685376000081,-0.000029903,-0.000329903
BTC,1685404800148,-0.0000151245,-0.0003151245
BTC,1685433600206,0.0001,-0.000139172
BTC,1685462400053,0.0001,-0.0001622872
BTC,1685491200047,0.0001,-0.0000900107
BTC,1685520000219,0.0001,0.0001968538
BTC,1685548800323,0.0001,0.0002841023
BTC,1685577600139,0.0001,0.0000950148
BTC,1685606400067,0.0001,-0.000173581
BTC,1685635200096,0.0000306061,-0.0002693939
BTC,1685664000428,-0.0000365626,-0.0003365626
BTC,1685692800113,-0.0000091338,-0.0003091338
BTC,1685721600038,0.000002613,-0.000297387
BTC,1685750400055,-0.0000530844,-0.0003530844
BTC,1685779200071,-0.0000151792,-0.0003151792
BTC,1685808000011,-0.0000686994,-0.0003686994
BTC,1685836800341,-0.0000733253,-0.0003733253
BTC,1685865600084,-0.0000206972,-0.0003206972
BTC,1685894400195,-0.0000071422,-0.0003071422
BTC,1685923200078,0.000028243,-0.000271757
BTC,1685952000375,-0.0000177927,-0.0003177927
BTC,1685980800060,-0.0000388377,-0.0003388377
BTC,1686009600279,-0.0001672619,-0.0004672619
BTC,1686038400072,0.0001,-0.0000679551
BTC,1686067200128,0.0001,0.0002956441
BTC,1686096000420,0.0001,0.0002099659
BTC,1686124800037,0.0001,-0.0000388114
BTC,1686153600026,0.0001,0.0000337373
BTC,1686182400254,0.0001,0.0002035847
BTC,1686186000054,0.0000125,0.0002346732
BTC,1686189600123,0.0000125,0.0001351186
BTC,1686193200373,0.0000125,0.0000703432
BTC,1686196800022,0.0000125,0.0001449241
BTC,1686200400074,0.0000125,0.0001564951
BTC,1686204000106,0.0000125,0.0001068963
BTC,1686207600059,0.0000125,0.000145395
BTC,1686211200002,0.0000125,0.0000679842
BTC,1686214800030,0.0000125,0.000059776
BTC,1686218400406,0.0000125,0.0000360061
BTC,1686222000055,0.0000125,0.0001087185
BTC,1686225600056,0.0000125,0.0000758897
BTC,1686229200091,0.0000125,0.0001322223
BTC,1686232800160,0.0000125,0.0002459472
BTC,1686236400429,0.0000125,0.0003356797
BTC,1686240000062,0.0000125,0.0002082509
BTC,1686243600054,0.0000125,0.0001350009
BTC,1686247200012,0.0000125,0.0001951581
BTC,1686250800086,0.0000125,0.0001921788
BTC,1686254400353,0.0000125,0.0001059388
BTC,1686258000321,0.0000125,0.0001393652
BTC,1686261600024,0.0000125,0.0001282968
BTC,1686265200342,0.0000125,0.0001244089
BTC,1686268800088,0.0000125,0.0001167327
BTC,1686272400255,0.0000125,0.0001466518
BTC,1686276000108,0.0000125,0.0001633044
BTC,1686279600015,0.0000125,0.0001952516
BTC,1686283200356,0.0000125,0.0001812754
BTC,1686286800040,0.0000125,0.0001659914
BTC,1686290400089,0.0000125,0.0001419847
BTC,1686294000204,0.0000125,0.0001653401
BTC,1686297600150,0.0000125,0.0001157266
BTC,1686301200228,0.0000125,0.0002298964
BTC,1686304800075,0.0000125,0.0002179756
BTC,1686308400086,0.0000125,0.0002255141
BTC,1686312000041,0.0000125,0.0002470782
BTC,1686315600073,0.0000125,0.0001078511
BTC,1686319200034,0.0000125,0.000026113
BTC,1686322800258,0.0000125,0.0000089284
BTC,1686326400196,0.0000125,0.0000197291
BTC,1686330000108,0.0000125,0.0001045532
BTC,1686333600398,0.0000125,0.0001668277
BTC,1686337200050,0.0000125,0.0001776588
BTC,1686340800107,0.0000125,0.0002068264
BTC,1686344400045,0.0000125,0.0001728121
BTC,1686348000137,0.0000125,0.0000023718
BTC,1686351600007,0.0000125,0.0000044144
BTC,1686355200089,0.0000125,-0.0000361169
BTC,1686358800046,0.0000125,0.0000100023
BTC,1686362400029,0.0000125,0.000082497
BTC,1686366000021,0.0000125,0.000078068
BTC,1686369600061,0.0000125,0.0001037796
BTC,1686373200110,0.0000155544,0.0004244353
BTC,1686376800102,0.0000433425,0.0006467397
BTC,1686380400262,0.0000479961,0.0006839692
BTC,1686384000047,0.0000494176,0.0006953407
BTC,1686387600062,0.0000373625,0.0005989004
BTC,1686391200106,0.0000239268,0.0004914142
BTC,1686394800009,0.0000211591,0.0004692725
BTC,1686398400056,0.0000191185,0.0004529476
BTC,1686402000157,0.00003605,0.0005883996
BTC,1686405600091,0.0000331765,0.0005654122
BTC,1686409200086,0.0000387226,0.0006097808
BTC,1686412800155,0.0000367592,0.0005940737
BTC,1686416400157,0.0000331005,0.0005648039
BTC,1686420000161,0.0000957744,0.0010661952
BTC,1686423600337,0.000086884,0.0009950717
BTC,1686427200442,0.0000471132,0.0006769056
BTC,1686430800309,0.0000497588,0.0006980705
BTC,1686434400292,0.0000301659,0.0005413272
BTC,1686438000089,0.0000280106,0.0005240849
BTC,1686441600098,0.0000213738,0.0004709901
BTC,1686445200065,0.0000256264,0.0005050115
BTC,1686448800067,0.0000125,0.0003405323
BTC,1686452400083,0.0000125,0.0003369966
BTC,1686456000382,0.0000150071,0.0004200569
BTC,1686459600342,0.000015543,0.0004243438
BTC,1686463200216,0.000015,0.00042
BTC,1686466800178,0.0000228116,0.0004824929
BTC,1686470400036,0.0000125,0.0003503503
BTC,1686474000438,0.0000130317,0.0004042534
BTC,1686477600111,0.0000125,0.0003337022
BTC,1686481200054,0.0000125,0.0003565602
BTC,1686484800423,0.0000145404,0.0004163229
BTC,1686488400320,0.0000142098,0.0004136782
BTC,1686492000006,0.0000170486,0.0004363885
BTC,1686495600354,0.0000140736,0.0004125885
BTC,1686499200003,0.000015952,0.000427616
BTC,1686502800001,0.000043373,0.0006469844
BTC,1686506400003,0.0000612039,0.0007896311
BTC,1686510000059,0.0000401676,0.0006213404
BTC,1686513600204,0.0000431598,0.0006452783
BTC,1686517200014,0.0000399832,0.0006198658
BTC,1686520800072,0.000036179,0.0005894319
BTC,1686524400083,0.0000374343,0.0005994745
BTC,1686528000110,0.0000304198,0.0005433581
BTC,1686531600059,0.0000295083,0.0005360665
BTC,1686535200075,0.000037596,0.0006007682
BTC,1686538800432,0.0000555929,0.0007447432
BTC,1686542400031,0.0000234327,0.0004874614
BTC,1686546000201,0.0000215581,0.000472465
BTC,1686549600188,0.000012771,0.0004021677
BTC,1686553200016,0.0000127441,0.000401953
BTC,1686556800170,0.0000125,0.000378041
BTC,1686560400004,0.0000196143,0.0004569146
BTC,1686564000034,0.0000352364,0.0005818909
BTC,1686567600043,0.000031628,0.0005530242
BTC,1686571200074,0.0000226479,0.0004811829
BTC,1686574800419,0.0000192607,0.0004540857
BTC,1686578400033,0.0000442954,0.000654363
BTC,1686582000276,0.0000407683,0.0006261462
BTC,1686585600061,0.0000275502,0.0005204015
BTC,1686589200011,0.0000170983,0.0004367864
BTC,1686592800257,0.0000593687,0.0007749494
BTC,1686596400051,0.0000531883,0.0007255061
BTC,1686600000302,0.0000376172,0.0006009378
BTC,1686603600061,0.0000398741,0.0006189929
BTC,1686607200045,0.0000319933,0.0005559463
BTC,1686610800043,0.0000326848,0.0005614787
BTC,1686614400002,0.000026159,0.0005092723
BTC,1686618000232,0.0000482651,0.0006861209
BTC,1686621600075,0.000045417,0.0006633357
BTC,1686625200235,0.0000451174,0.0006609393
BTC,1686628800063,0.0000306513,0.0005452103
BTC,1686632400076,0.0000254875,0.0005039004
BTC,1686636000327,0.000024804,0.0004984323
BTC,1686639600364,0.0000215002,0.0004720015
BTC,1686643200051,0.0000172283,0.0004378265
BTC,1686646800206,0.0000404185,0.0006233479
BTC,1686650400024,0.0000370868,0.0005966941
BTC,1686654000130,0.0000266713,0.0005133706
BTC,1686657600055,0.0000362582,0.0005900658
BTC,1686661200038,0.0000631709,0.0008053673
BTC,1686664800288,0.0000623099,0.0007984788
BTC,1686668400345,0.0000521951,0.0007175604
BTC,1686672000459,0.0000585779,0.0007686229
BTC,1686675600086,0.000035946,0.0005875684
BTC,1686679200427,0.0000281125,0.0005248999
BTC,1686682800084,0.0000385012,0.0006080094
BTC,1686686400071,0.0000176186,0.000440949
BTC,1686690000155,0.000032638,0.0005611039
BTC,1686693600143,0.0000177374,0.0004418989
BTC,1686697200103,0.0000148808,0.0004190464
BTC,1686700800130,0.0000125,0.0003834166
BTC,1686704400103,0.0000206488,0.0004651906
BTC,1686708000172,0.0000183983,0.0004471866
BTC,1686711600120,0.0000206011,0.0004648091
BTC,1686715200042,0.0000174623,0.000439698
BTC,1686718800158,0.0000130959,0.0004047675
BTC,1686722400156,0.0000215656,0.0004725252
BTC,1686726000038,0.0000193682,0.0004549459
BTC,1686729600419,0.0000161293,0.0004290348
BTC,1686733200416,0.0000137326,0.0004098611
BTC,1686736800013,0.0000125,0.0003975113
BTC,1686740400133,0.0000160624,0.0004284991
BTC,1686744000195,0.0000141347,0.0004130775
BTC,1686747600070,0.000024576,0.0004966077
BTC,1686751200144,0.0000221617,0.0004772933
BTC,1686754800068,0.0000158195,0.0004265563
BTC,1686758400298,0.0000125,0.0003977523
BTC,1686762000012,0.0000186854,0.0004494828
BTC,1686765600338,0.0000435078,0.0006480624
BTC,1686769200261,0.0000779958,0.0009239662
BTC,1686772800061,0.0000426409,0.0006411272
BTC,1686776400121,0.0001230775,0.0012846203
BTC,1686780000206,0.000054366,0.0007349282
BTC,1686783600104,0.0000240445,0.0004923556
BTC,1686787200065,0.000018929,0.0004514321
BTC,1686790800191,0.0000204005,0.0004632039
BTC,1686794400166,0.0000172507,0.0004380059
BTC,1686798000003,0.0000279991,0.0005239932
BTC,1686801600143,0.0000246234,0.0004969876
BTC,1686805200129,0.0000222157,0.0004777252
BTC,1686808800070,0.0000245906,0.0004967248
BTC,1686812400043,0.0000400759,0.0006206074
BTC,1686816000059,0.0000368614,0.0005948911
BTC,1686819600001,0.0000125,0.0003502083
BTC,1686823200114,0.0000129103,0.0004032825
BTC,1686826800150,0.0000251208,0.0005009665
BTC,1686830400113,0.0000378277,0.0006026212
BTC,1686834000060,0.0000486641,0.0006893129
BTC,1686837600169,0.0000363444,0.0005907555
BTC,1686841200037,0.0000350384,0.0005803076
BTC,1686844800082,0.0000640361,0.0008122885
BTC,1686848400181,0.0000564038,0.0007512305
BTC,1686852000061,0.0000187067,0.0004496533
BTC,1686855600138,0.0000228433,0.0004827463
BTC,1686859200087,0.0000224216,0.0004793725
BTC,1686862800184,0.0000188969,0.0004511751
BTC,1686866400161,0.0000213272,0.0004706178
BTC,1686870000091,0.0000125,0.0001843692
BTC,1686873600016,0.000021106,0.0004688483
BTC,1686877200117,0.0000891677,0.0010133414
BTC,1686880800014,0.0000868533,0.0009948265
BTC,1686884400154,0.0000125,0.0000133783
BTC,1686888000030,0.0000125,0.0000651067
BTC,1686891600216,0.0000125,0.0000240625
BTC,1686895200209,0.0000125,0.0000118307
BTC,1686898800108,0.0000125,-0.0000562754
BTC,1686902400181,0.0000125,-0.0000351687
BTC,1686906000086,0.0000125,-0.0000267823
BTC,1686909600118,0.0000125,-0.0000259618
BTC,1686913200496,0.0000125,-0.0000514407
BTC,1686916800005,0.0000125,-0.0000164076
BTC,1686920400472,0.0000125,-0.0000655733
BTC,1686924000155,0.0000125,0.0000127053
BTC,1686927600164,0.0000125,0.000380594
BTC,1686931200039,0.0000125,0.0003443487
BTC,1686934800109,0.0000125,0.0001492616
BTC,1686938400049,0.0000125,0.0002326369
BTC,1686942000574,0.0000125,0.0003050095
BTC,1686945600020,0.0000125,0.0001926057
BTC,1686949200129,0.0000337451,0.0002699606
BTC,1686952800105,0.0000394556,0.000315645
BTC,1686956400106,0.0000256626,0.0002053011
BTC,1686960000166,0.0000326933,0.0002615461
BTC,1686963600148,0.0000223019,0.0001784149
BTC,1686967200128,0.0000115618,0.0000924943
BTC,1686970800070,-0.0000257047,-0.0002056375
BTC,1686974400073,-0.0000257438,-0.0002059502
BTC,1686978000241,-0.0000132561,-0.0001060488
BTC,1686981600074,0.0000221042,0.0001768337
BTC,1686985200099,0.0000118262,0.0000946099
BTC,1686988800026,-0.0000009433,-0.0000075467
BTC,1686992400194,-0.0000010145,-0.0000081157
BTC,1686996000010,-0.000005933,-0.0000474641
BTC,1686999600155,-0.000007851,-0.0000628079
BTC,1687003200180,0.0000008992,0.0000071933
BTC,1687006800083,0.000009834,0.0000786721
BTC,1687010400161,-0.0000080466,-0.0000643729
BTC,1687014000213,-0.0000051428,-0.0000411422
BTC,1687017600022,0.0000055097,0.0000440772
BTC,1687021200141,-0.0000035747,-0.0000285979
BTC,1687024800129,-0.0000039357,-0.0000314857
BTC,1687028400006,-0.000001487,-0.0000118963
BTC,1687032000027,-0.0000155527,-0.0001244213
BTC,1687035600085,-0.0000071843,-0.0000574746
BTC,1687039200122,-0.0000054747,-0.0000437973
BTC,1687042800314,-0.0000179934,-0.0001439472
BTC,1687046400182,-0.0000125218,-0.0001001745
BTC,1687050000315,0.0000020725,0.0000165802
BTC,1687053600176,0.0000002531,0.000002025
BTC,1687057200073,-0.0000056505,-0.0000452043
BTC,1687060800018,-0.0000020123,-0.0000160986
BTC,1687064400034,0.0000015255,0.0000122037
BTC,1687068000006,-0.0000062605,-0.0000500843
BTC,1687071600009,-0.0000044056,-0.0000352451
BTC,1687075200002,-0.0000087601,-0.000070081
BTC,1687078800081,-0.0000077664,-0.0000621309
BTC,1687082400070,-0.0000039398,-0.0000315184
BTC,1687086000093,-0.0000081065,-0.0000648519
BTC,1687089600171,-0.0000029641,-0.0000237129
BTC,1687093200011,-0.0000070732,-0.0000565856
BTC,1687096800116,-0.0000039312,-0.0000314499
BTC,1687100400096,-0.0000048837,-0.0000390693
BTC,1687104000155,-0.000002528,-0.0000202243
BTC,1687107600072,-0.0000055641,-0.0000445126
BTC,1687111200129,-0.0000048757,-0.0000390053
BTC,1687114800004,-0.0000095036,-0.0000760288
BTC,1687118400075,0.0000014399,0.0000115194
BTC,1687122000206,0.0000110881,0.0000887049
BTC,1687125600063,-0.0000056563,-0.0000452503
BTC,1687129200137,0.000002253,0.0000180242
BTC,1687132800040,0.0000147926,0.0001183409
BTC,1687136400182,0.0000063613,0.0000508902
BTC,1687140000192,0.0000012722,0.0000101776
BTC,1687143600031,-0.0000058744,-0.0000469952
BTC,1687147200204,-0.0000017203,-0.0000137625
BTC,1687150800115,-0.0000010466,-0.0000083725
BTC,1687154400108,-0.000005807,-0.0000464559
BTC,1687158000048,-0.0000096581,-0.0000772647
BTC,1687161600117,-0.0000121357,-0.0000970858
BTC,1687165200180,-0.0000101856,-0.0000814851
BTC,1687168800057,-0.0000081396,-0.0000651165
BTC,1687172400151,-0.0000097856,-0.0000782846
BTC,1687176000100,-0.0000099358,-0.0000794865
BTC,1687179600149,-0.0000024063,-0.0000192501
BTC,1687183200085,-0.0000066966,-0.0000535727
BTC,1687186800094,-0.000002541,-0.0000203276
BTC,1687190400167,-0.0000119137,-0.0000953097
BTC,1687194000197,-0.0000085423,-0.0000683381
BTC,1687197600087,0.0000101576,0.0000812607
BTC,1687201200124,0.0000403705,0.0003229641
BTC,1687204800202,0.0000130944,0.0001047553
BTC,1687208400028,0.0000072679,0.0000581429
BTC,1687212000136,-0.0000086568,-0.0000692547
BTC,1687215600183,-0.000012223,-0.000097784
BTC,1687219200095,-0.000017595,-0.00014076
BTC,1687222800146,0.0000097498,0.0000779983
BTC,1687226400150,0.0000315664,0.0002525309
BTC,1687230000213,0.0000178501,0.0001428005
BTC,1687233600075,0.0000018856,0.000015085
BTC,1687237200082,0.0000022919,0.0000183356
BTC,1687240800171,0.000012059,0.000096472
BTC,1687244400077,-0.0000031364,-0.0000250913
BTC,1687248000101,-0.0000132405,-0.0001059242
BTC,1687251600076,0.0000075566,0.0000604526
BTC,1687255200051,0.0000100906,0.0000807251
BTC,1687258800042,0.000005833,0.0000466639
BTC,1687262400013,0.000005521,0.0000441683
BTC,1687266000229,0.0000196163,0.0001569306
BTC,1687269600145,0.0000085515,0.0000684121
BTC,1687273200190,0.0000267963,0.0002143705
BTC,1687276800047,0.0000203463,0.0001627701
BTC,1687280400132,0.0000353658,0.0002829268
BTC,1687284000070,0.00007878,0.0006302399
BTC,1687287600209,0.0000718293,0.0005746345
BTC,1687291200245,0.0000566143,0.0004529145
BTC,1687294800113,0.0000620703,0.0004965623
BTC,1687298400151,0.0000586241,0.0004689925
BTC,1687302000177,0.0000444834,0.0003558672
BTC,1687305600122,0.0000374648,0.0002997182
BTC,1687309200106,0.0000371709,0.0002973672
BTC,1687312800144,0.0001359822,0.0010878574
BTC,1687316400023,0.0000422163,0.0003377307
BTC,1687320000025,0.0000457759,0.000366207
BTC,1687323600054,0.0000524054,0.0004192429
BTC,1687327200072,0.0000451102,0.0003608814
BTC,1687330800064,0.0000383574,0.000306859
BTC,1687334400010,0.0000197688,0.0001581502
BTC,1687338000167,0.0000288429,0.0002307434
BTC,1687341600146,0.0000257815,0.000206252
BTC,1687345200035,0.0000330657,0.0002645259
BTC,1687348800807,0.0000285135,0.0002281082
BTC,1687352400137,0.000033419,0.0002673519
BTC,1687356000049,0.000038812,0.0003104959
BTC,1687359600006,0.0000482366,0.0003858932
BTC,1687363200103,0.0000631787,0.0005054292
BTC,1687366800070,0.000131792,0.0010543364
BTC,1687370400158,0.0001171214,0.000936971
BTC,1687374000202,0.0000725312,0.0005802494
BTC,1687377600059,0.000068921,0.0005513683
BTC,1687381200102,0.0000510611,0.0004084891
BTC,1687384800115,0.000059433,0.0004754643
BTC,1687388400023,0.0000494863,0.0003958903
BTC,1687392000381,0.0000363655,0.0002909237
BTC,1687395600016,0.0000492274,0.0003938192
BTC,1687399200059,0.000045147,0.0003611758
BTC,1687402800314,0.0000361946,0.0002895565
BTC,1687406400150,0.0000299035,0.0002392276
BTC,1687410000019,0.0000275903,0.0002207227
BTC,1687413600098,0.0000202867,0.0001622932
BTC,1687417200136,0.0000387691,0.0003101525
BTC,1687420800068,0.0000355426,0.000284341
BTC,1687424400025,0.0000267482,0.0002139852
BTC,1687428000469,0.0000146294,0.0001170351
BTC,1687431600851,0.0000082535,0.0000660283
BTC,1687435200054,0.0000194968,0.0001559745
BTC,1687438800195,0.0000099601,0.000079681
BTC,1687442400077,0.0000187303,0.0001498424
BTC,1687446000183,0.0000418977,0.0003351815
BTC,1687449600093,0.0000254655,0.0002037237
BTC,1687453200464,0.000011359,0.0000908718
BTC,1687456800158,0.0000136881,0.0001095049
BTC,1687460400028,0.0000243336,0.0001946687
BTC,1687464000216,0.0000229203,0.0001833621
BTC,1687467600041,-0.0000014876,-0.0000119011
BTC,1687471200171,-0.0000289581,-0.0002316649
BTC,1687474800089,0.0000036916,0.0000295329
BTC,1687478400068,0.0000051876,0.0000415011
BTC,1687482000164,-0.000000644,-0.0000051521
BTC,1687485600171,-0.0000050911,-0.0000407288
BTC,1687489200087,-0.0000015034,-0.0000120269
BTC,1687492800173,0.0000034093,0.0000272746
BTC,1687496400074,-0.0000030375,-0.0000243001
BTC,1687500000108,-0.0000097427,-0.0000779418
BTC,1687503600164,-0.0000032867,-0.0000262935
BTC,1687507200067,0.0000015131,0.0000121051
BTC,1687510800158,-0.0000031796,-0.0000254367
BTC,1687514400002,-0.0000106756,-0.0000854046
BTC,1687518000046,-0.0000024168,-0.0000193343
BTC,1687521600308,-0.0000076639,-0.0000613109
BTC,1687525200100,-0.0000018692,-0.0000149537
BTC,1687528800048,-0.0000069119,-0.0000552949
BTC,1687532400452,0.0000122625,0.0000981003
BTC,1687536000030,0.0000749636,0.0005997084
BTC,1687539600143,0.000037114,0.0002969117
BTC,1687543200101,0.0000523359,0.0004186873
BTC,1687546800082,0.0000525741,0.0004205925
BTC,1687550400003,0.0000539994,0.0004319949
BTC,1687554000058,0.0000381074,0.0003048593
BTC,1687557600989,0.0000319346,0.0002554767
BTC,1687561200014,0.0000341282,0.0002730259
BTC,1687564800118,0.0000260105,0.000208084
BTC,1687568400118,0.0000302323,0.0002418586
BTC,1687572000013,0.0000440634,0.0003525069
BTC,1687575600139,0.0000429073,0.0003432586
BTC,1687579200142,0.0000288888,0.0002311107
BTC,1687582800017,0.0000365016,0.0002920129
BTC,1687586400065,0.0000289789,0.0002318316
BTC,1687590000097,0.0000368217,0.0002945735
BTC,1687593600170,0.0000386167,0.0003089336
BTC,1687597200042,0.0000489206,0.000391365
BTC,1687600800188,0.000049069,0.0003925523
BTC,1687604400177,0.0000402546,0.000322037
BTC,1687608000182,0.0000411558,0.0003292467
BTC,1687611600056,0.0000427268,0.0003418145
BTC,1687615200140,0.0000311228,0.0002489822
BTC,1687618800270,0.0000296942,0.0002375535
BTC,1687622400011,0.0000436689,0.0003493512
BTC,1687626000119,0.0000339171,0.0002713371
BTC,1687629600098,0.0000391963,0.0003135705
BTC,1687633200118,0.0000300648,0.0002405187
BTC,1687636800106,0.0000241431,0.0001931445
BTC,1687640400164,0.0000314092,0.0002512734
BTC,1687644000166,0.0000250051,0.000200041
BTC,1687647600203,0.000025165,0.0002013197
BTC,1687651200049,0.000023574,0.0001885924
BTC,1687654800150,0.0000338568,0.0002708547
BTC,1687658400006,0.0000323075,0.0002584599
BTC,1687662000143,0.0000237759,0.0001902075
BTC,1687665600025,0.0000266796,0.0002134367
BTC,1687669200089,0.000047891,0.0003831277
BTC,1687672800028,0.0000315041,0.0002520325
BTC,1687676400121,0.0000338987,0.0002711894
BTC,1687680000061,0.0000177533,0.0001420265
BTC,1687683600152,0.0000144762,0.0001158093
BTC,1687687200201,0.0000197945,0.0001583562
BTC,1687690800134,0.000014425,0.0001154002
BTC,1687694400095,0.0000276612,0.0002212895
BTC,1687698000066,0.0000256722,0.0002053774
BTC,1687701600284,0.0000343767,0.0002750137
BTC,1687705200044,0.0000318112,0.0002544897
BTC,1687708800047,0.0000145814,0.0001166512
BTC,1687712400163,0.0000213107,0.0001704853
BTC,1687716000153,0.0000231968,0.0001855741
BTC,1687719600045,0.0000293273,0.0002346182
BTC,1687723200276,0.0000327421,0.0002619365
BTC,1687726800173,0.000036431,0.0002914482
BTC,1687730400042,0.0000324265,0.0002594118
BTC,1687734000378,0.0000258348,0.0002066786
BTC,1687737600147,0.0000277737,0.0002221899
BTC,1687741200115,0.0000398218,0.0003185748
BTC,1687744800029,0.0000566199,0.0004529594
BTC,1687748400161,0.0000294027,0.0002352218
BTC,1687752000021,0.0000243269,0.0001946152
BTC,1687755600193,0.0000153088,0.0001224705
BTC,1687759200139,0.0000250215,0.000200172
BTC,1687762800102,0.0000296526,0.0002372207
BTC,1687766400077,0.0000439672,0.0003517372
BTC,1687770000117,0.0000381436,0.0003051487
BTC,1687773600047,0.0000255772,0.0002046175
BTC,1687777200013,0.0000198397,0.0001587173
BTC,1687780800056,0.0000083939,0.0000671514
BTC,1687784400110,0.0000068446,0.0000547568
BTC,1687788000104,0.000015404,0.0001232324
BTC,1687791600160,0.0000368566,0.0002948531
BTC,1687795200080,0.0000290457,0.0002323658
BTC,1687798800279,0.0000364199,0.0002913596
BTC,1687802400011,0.0000414731,0.0003317849
BTC,1687806000098,0.0000226806,0.0001814448
BTC,1687809600033,0.0000189059,0.0001512472
BTC,1687813200084,0.0000180763,0.0001446102
BTC,1687816800010,0.0000228854,0.0001830832
BTC,1687820400151,0.0000250498,0.0002003986
BTC,1687824000015,0.0000195499,0.0001563988
BTC,1687827600409,0.0000243863,0.0001950902
BTC,1687831200017,0.0000215571,0.0001724566
BTC,1687834800137,0.0000214438,0.00017155
BTC,1687838400129,0.0000368196,0.0002945568
BTC,1687842000028,0.0000330287,0.0002642294
BTC,1687845600198,0.0000348198,0.0002785585
BTC,1687849200075,0.0000410502,0.0003284017
BTC,1687852800169,0.0000377986,0.0003023886
BTC,1687856400198,0.0000493973,0.0003951787
BTC,1687860000025,0.0000425224,0.0003401795
BTC,1687863600097,0.0000508102,0.0004064814
BTC,1687867200407,0.0000397934,0.0003183469
BTC,1687870800012,0.0000436958,0.0003495662
BTC,1687874400190,0.000077424,0.0006193922
BTC,1687878000207,0.0000891851,0.000713481
BTC,1687881600011,0.0000606811,0.0004854487
BTC,1687885200150,0.0000420234,0.0003361872
BTC,1687888800168,0.0000367473,0.0002939784
BTC,1687892400093,0.000030219,0.0002417522
BTC,1687896000161,0.0000331555,0.0002652443
BTC,1687899600024,0.0000360089,0.0002880716
BTC,1687903200153,0.0000583966,0.000467173
BTC,1687906800106,0.0000416191,0.0003329528
BTC,1687910400001,0.0000346273,0.0002770186
BTC,1687914000299,0.0000397236,0.0003177886
BTC,1687917600161,0.0000192546,0.0001540371
BTC,1687921200174,0.0000186266,0.0001490125
BTC,1687924800069,0.0000158059,0.0001264469
BTC,1687928400200,0.0000132486,0.0001059891
BTC,1687932000106,0.0000063018,0.000050414
BTC,1687935600169,0.0000096676,0.000077341
BTC,1687939200099,0.0000109746,0.0000877965
BTC,1687942800053,0.0000061842,0.0000494739
BTC,1687946400178,0.0000028857,0.0000230855
BTC,1687950000027,-0.000009759,-0.0000780717
BTC,1687953600051,-0.0000079744,-0.000063795
BTC,1687957200042,0.0000171436,0.0001371488
BTC,1687960800156,0.0000196301,0.0001570409
BTC,1687964400099,0.0000101639,0.0000813112
BTC,1687968000103,0.000005078,0.0000406244
BTC,1687971600089,0.000009984,0.0000798724
BTC,1687975200088,0.0000112424,0.0000899393
