coin,tf,signal,group,n,mean_next,stdev_next,p50_next,p90_next,p99_next,p99.9_next,mw_p,p99_ci_lo,p99_ci_hi
AAVE,5m,prev_ret_gt_2s,yes,133,0.018575784492397985,0.23707806667067266,0.004475925117763957,0.3582599220279103,0.5235166764507234,0.6887818589009231,0.5279661573869985,0.4261035514781719,0.7101563799700505
AAVE,5m,prev_ret_gt_2s,no,4884,-0.0030714685380888412,0.1759685017007333,-0.002243498342291428,0.19376660292882203,0.47107978806620376,0.7873435938717295,,,
AAVE,5m,prev_ret_lt_m2s,yes,140,0.01324733780921913,0.2759444386498695,8.491719246661589e-05,0.3631782052173739,0.7209380015339564,0.8962562553533863,0.5784678085068007,0.5498264819417474,0.9234106389879759
AAVE,5m,prev_ret_lt_m2s,no,4877,-0.0029495797202845286,0.17425667421142543,-0.0022096761719492264,0.1936858404654586,0.4564415243863606,0.7502071452912729,,,
AAVE,5m,prev_ret_gt_3s,yes,40,0.04185060519063172,0.23982357571229912,-0.020815463315970728,0.3321325296939471,0.6168872287001025,0.7008294648430554,0.5077347440953031,0.3539996685603096,0.7101563799700505
AAVE,5m,prev_ret_gt_3s,no,4977,-0.0028540279706976567,0.1772643679883057,-0.0021824292620209462,0.19573111177062083,0.4714101074703974,0.7776185102446151,,,
AAVE,5m,prev_ret_lt_m3s,yes,28,0.04708603994883487,0.3293347811191915,0.061450927997053206,0.4522959418390295,0.8657373112065195,0.91764330620983,0.623906217785561,0.37490427368009893,0.9234106389879759
AAVE,5m,prev_ret_lt_m3s,no,4989,-0.002775883367629654,0.17666827412355265,-0.002226179875342016,0.19644786265388345,0.46538215032564906,0.7470233706489097,,,
AAVE,5m,range_top10,yes,502,-0.012710568158024052,0.2571564975794643,-0.012283090951881181,0.3068550977816888,0.6759130100853341,0.825537644736697,0.15336785212865162,0.5482281900524244,0.7101563799700505
AAVE,5m,range_top10,no,4515,-0.0013620748144427227,0.16673550839347667,-0.0011327594019117093,0.18349048765101011,0.43386050361922623,0.7604975597603343,,,
AAVE,5m,range_top1,yes,51,0.04645891985284464,0.2726435992838947,0.06224678118618154,0.37490427368009893,0.7099810506244641,0.7101388470354919,0.22478237796555234,0.4678596506313859,0.7101563799700505
AAVE,5m,range_top1,no,4966,-0.0030003781544567145,0.17659719853345981,-0.00222653929243255,0.19548576391740236,0.46112531425403075,0.7787687889531495,,,
AAVE,5m,vol_top1,yes,51,-0.024389713631337726,0.26870425576338675,-0.02170068248645851,0.3091827269916525,0.6470195179633653,0.7038426937693824,0.42277713300335906,0.3713801139513917,0.7101563799700505
AAVE,5m,vol_top1,no,4966,-0.0022727743873013984,0.17671430282482928,-0.0021823102000662065,0.19666559918823934,0.47053207798575497,0.7787687889531495,,,
AAVE,5m,up5_consec,yes,114,0.012331699905031034,0.1989771418452748,0.001125787621436558,0.2272508300627308,0.5346187975819996,0.9041609226240757,0.49781069189418525,0.31166145608176565,0.9489561482369346
AAVE,5m,up5_consec,no,4903,-0.0028423999167265968,0.1773495885795368,-0.002226179875342016,0.19658451308156358,0.47099016752214207,0.7494680547493008,,,
AAVE,5m,dn5_consec,yes,128,0.0035607351767336613,0.23466326981842558,0.01349510901975659,0.2632006989002966,0.5458636643803056,0.5653156989103112,0.30669542602147526,0.43164608838413887,0.5660939517330599
