trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,price,expire_time_ns,is_post_only,display_qty,trigger_instrument_id
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-001,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-c8c99e566a70b473-1620,MARKET,SELL,2.095133,GTC,False,False,2.095133,TAKER,21478.350000000002,0.0,['27.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b4f93593-c8b8-4f92-adc6-07170a4a42c0,2022-08-23 20:00:00+00:00,2022-08-23 20:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-002,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-c8c99e566a70b473-1621,MARKET,SELL,2.095133,GTC,False,False,2.095133,TAKER,21478.350000000002,0.0,['27.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,52fad183-73f1-4bb9-982f-c7494bc14357,2022-08-23 20:00:00+00:00,2022-08-23 20:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-003,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-ecf22271ea6b9ea3-3282,MARKET,BUY,4.190266,GTC,True,False,4.190266,TAKER,21303.070000000003,0.0,['53.56000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,755b66aa-bdff-41d5-a3be-035e91d9a536,2022-09-10 03:00:00+00:00,2022-09-10 03:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-012,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-8395283717ef8ff8-3403,MARKET,BUY,2.082948,GTC,False,False,2.082948,TAKER,21604.0,0.0,['27.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,cdc06f4e-f053-407a-8e76-f00768a1b324,2022-09-11 09:00:00+00:00,2022-09-11 09:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-013,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-8395283717ef8ff8-3404,MARKET,BUY,2.082948,GTC,False,False,2.082948,TAKER,21604.0,0.0,['27.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9274dadf-2758-433e-93ca-31b12038818a,2022-09-11 09:00:00+00:00,2022-09-11 09:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-014,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-4ac74b0da2ee665f-3913,MARKET,SELL,4.165896,GTC,True,False,4.165896,TAKER,19535.54,0.0,['48.83000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7282c9b7-8237-42ed-aa20-ae33e001e94e,2022-09-16 16:00:00+00:00,2022-09-16 16:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-015,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-b9ecc68f38cb89de-3932,LIMIT,SELL,0.252961,GTC,False,False,0.252961,MAKER,19765.91,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ae3b6fdb-31ec-4464-8940-ce61b5aa9d66,2022-09-16 16:00:00+00:00,2022-09-16 21:00:00+00:00,19765.91,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-016,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-edfa77d7b1aa7845-3945,LIMIT,SELL,0.250047,GTC,False,False,0.250047,MAKER,19996.27,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9b5d2a4c-94b6-4a69-acae-c91c09c17618,2022-09-16 16:00:00+00:00,2022-09-17 00:00:00+00:00,19996.27,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-023,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-4c61885ea9657d02-4008,MARKET,BUY,0.503008,GTC,True,False,0.503008,TAKER,19963.34,0.0,['6.03000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e81ceaa5-31fb-4d23-8c47-c7074b53b450,2022-09-17 15:00:00+00:00,2022-09-17 15:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-024,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-4c61885ea9657d02-4009,MARKET,SELL,2.254132,GTC,False,False,2.254132,TAKER,19963.34,0.0,['27.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,fdd2131d-2934-4f70-8e27-f9fbd9e6599e,2022-09-17 15:00:00+00:00,2022-09-17 15:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-025,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-ec6c238dc279843e-5241,MARKET,BUY,2.254132,GTC,True,False,2.254132,TAKER,19436.289999999997,0.0,['26.29000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e6176eae-e2b5-4b8f-a16d-9afe00827854,2022-09-30 11:00:00+00:00,2022-09-30 11:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-026,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-70d81e27deb16177-5245,LIMIT,BUY,0.260006,GTC,False,False,0.260006,MAKER,19230.36,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6e68a04a-84ab-46b0-80ad-44d2d24fe027,2022-09-30 11:00:00+00:00,2022-09-30 12:00:00+00:00,19230.36,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-027,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-c691716e5471e166-5488,LIMIT,BUY,0.262820,GTC,False,False,0.262820,MAKER,19024.43,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f5778f08-7914-4ad8-911c-19c13fb9f5ff,2022-09-30 11:00:00+00:00,2022-10-02 23:00:00+00:00,19024.43,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-034,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-624f6435a01627d7-5253,LIMIT,SELL,0.252419,GTC,False,False,0.252419,MAKER,19642.22,0.0,['0.99000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6b82cb57-4b4f-4ae8-abb4-ee94ae370ab0,2022-09-30 11:00:00+00:00,2022-09-30 14:00:00+00:00,19642.22,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-035,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-624f6435a01627d7-5257,LIMIT,SELL,0.242451,GTC,False,False,0.242451,MAKER,19848.15,0.0,['0.96000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e13a852c-1d53-4acd-9e3b-4f32536dd5f3,2022-09-30 11:00:00+00:00,2022-09-30 14:00:00+00:00,19848.15,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-036,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-2fd47d6d36834223-5261,LIMIT,SELL,0.220540,GTC,False,False,0.220540,MAKER,20054.08,0.0,['0.88000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,f05aef52-6ae1-4ea3-b644-a3045c0b1b02,2022-09-30 11:00:00+00:00,2022-09-30 15:00:00+00:00,20054.08,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-042,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-624f6435a01627d7-5254,LIMIT,SELL,0.254554,GTC,False,False,0.254554,MAKER,19642.22,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,7398d733-0cc4-4df3-91d9-c139feeedc1b,2022-09-30 12:00:00+00:00,2022-09-30 14:00:00+00:00,19642.22,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-043,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-624f6435a01627d7-5258,LIMIT,SELL,0.251913,GTC,False,False,0.251913,MAKER,19848.15,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,07603ee2-4005-4027-93b6-45c0d1402451,2022-09-30 12:00:00+00:00,2022-09-30 14:00:00+00:00,19848.15,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-044,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-2fd47d6d36834223-5262,LIMIT,SELL,0.249326,GTC,False,False,0.249326,MAKER,20054.08,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,947d6879-8195-4ab7-8e3f-cfc6b6f33f65,2022-09-30 12:00:00+00:00,2022-09-30 15:00:00+00:00,20054.08,,False,,
