signal,tf,coin,bucket,n,ret_next1_mean,ret_next1_median,ret_next1_win,ret_next5_mean,ret_next5_median,ret_next5_win,h1_next1_mean,h1_next1_median,h1_next1_win,h2_next1_mean,h2_next1_median,h2_next1_win
move_vol,1d,ALL,flat|>99,13,-0.5831878996578392,-0.4875373270766037,0.3076923076923077,-3.045815455945712,-4.418307026631729,0.38461538461538464,-0.5831878996578392,-0.4875373270766037,0.3076923076923077,,,
move_vol,1d,ALL,down|>99,322,0.35641556403923713,0.27804953400958343,0.5295950155763239,1.5582569335190724,0.2274197368409503,0.5094339622641509,0.5196379172021881,0.27804953400958343,0.5261044176706827,-0.20806174064930122,0.22749269383439685,0.5416666666666666
move_vol,1d,ALL,up|>99,290,0.08873274106642971,-0.22090060322636496,0.46206896551724136,0.9136415724462044,0.2045976030117913,0.5103448275862069,0.022465394885905158,-0.30208946775438505,0.4353448275862069,0.35380212578852815,0.35902593671146565,0.5689655172413793
move_vol,1d,ALL,down|50-90,1872,-0.03352851557715793,-0.08596807792005667,0.48663101604278075,0.5059927151286056,-0.17554125219426675,0.4868208714362561,0.08959239456136024,0.09134505594885489,0.5222088835534213,-0.13242891880318067,-0.1962939698492483,0.45805207328833175
move_vol,1d,ALL,down|<50,2550,0.22471853561587254,0.14374700527073347,0.5178501373087485,0.7810116205588524,0.08466584652602194,0.505507474429583,0.42753806949415774,0.2942756781234124,0.5440199335548173,0.04316112387650064,-0.05680517520580963,0.4944237918215613
move_vol,1d,ALL,up|<50,2535,0.1967918562945309,-0.1509312003735941,0.47908445146014206,1.1235983592289673,-0.007024938531785541,0.4994054696789536,0.47999395006075446,0.009290789235161245,0.5007598784194529,-0.1091966128321934,-0.35013287583672836,0.45566502463054187
move_vol,1d,ALL,down|90-99,472,-0.05901144284484751,-0.09387753068703653,0.4788135593220339,0.9215934386189163,-0.5337502695708318,0.47109207708779444,-0.07364380509001464,0.045481420839599274,0.5019305019305019,-0.04121903992701501,-0.22632968691058686,0.4507042253521127
move_vol,1d,ALL,up|90-99,483,-0.0763514515305735,-0.05087881591119281,0.49480249480249483,-0.2826829581120422,-0.512482080083021,0.4665271966527197,-0.34878210298036816,-0.21087160262417415,0.45228215767634855,0.19721432763359528,0.24634923074000614,0.5375
move_vol,1d,ALL,up|50-90,1718,0.19664459131183828,-0.1360174102285061,0.47168709865732633,0.11349205882343145,-0.5282873883392547,0.4627565982404692,0.27026164022892285,-0.28115942028986707,0.45314505776636715,0.13524450447414144,-0.06462757326175517,0.487152034261242
move_vol,1h,ALL,flat|>99,31,-0.12401959850333358,-0.021674342996480522,0.4838709677419355,0.08917754130054574,0.021674342996491625,0.5806451612903226,-0.30111766558789854,-0.0241065509552163,0.47619047619047616,0.24788634237425278,0.003849929395755014,0.5
move_vol,1h,ALL,up|>99,960,-0.005769418629922749,-0.003078770339126624,0.49422875131164745,-0.12420367227477612,-0.07656130372961645,0.4564533053515215,-0.01891295199831937,-0.01814511556169629,0.48066298342541436,0.011637748733587899,0.007668353011902607,0.5121951219512195
move_vol,1h,ALL,down|>99,1013,-0.02301038228496436,-0.015257205239799232,0.4772727272727273,-0.03212748236336206,0.042004471953593914,0.5296442687747036,-0.037612719887660566,-0.007744533650000385,0.4855195911413969,-0.002841977172534566,-0.021542438604049696,0.46588235294117647
move_vol,1h,ALL,up|<50,14427,-0.0033997605326528293,-0.038345204713990944,0.47303479828088174,0.022524707182190594,-0.0727018221615916,0.4760616153205662,0.004889202763060001,-0.0391065911246935,0.47396416573348266,-0.011531641030396922,-0.037839858167987295,0.47212304312002196
move_vol,1h,ALL,down|50-90,11283,-0.0056277667687217115,0.0,0.49951245456963034,-0.02906775365021559,-0.02267157106890516,0.49032830523513754,-0.014213976322098964,-0.0010962988949203556,0.49391641685769705,0.0030518044215104433,0.008585349422107758,0.5051693404634581
move_vol,1h,ALL,up|50-90,11092,-0.014856975402863404,-0.022808357401649104,0.4772809231878832,-0.07400405144074587,-0.09329607454157118,0.4647950893663116,-0.003310170980181179,-0.028234629773427056,0.4741458066873744,-0.02610375607653128,-0.017732742241927113,0.4803345791066026
move_vol,1h,ALL,down|<50,15034,0.017793433761194733,0.015064812736975686,0.508048423573234,0.03172619311716785,0.0073448402497344745,0.5013642110867106,-0.011380357127966399,0.003180863922636057,0.5008605851979346,0.04724800435146797,0.024418831803085794,0.5153054404491378
move_vol,1h,ALL,down|90-99,2956,0.010952272480358717,0.009769568837214582,0.5111637347767253,-0.00634874436041529,0.010214692456944618,0.5027063599458728,-0.0230768819110405,0.0,0.4982841455044612,0.044027974914160356,0.02384048547898754,0.52368245496998
move_vol,1h,ALL,up|90-99,2938,-0.022661597529744403,-0.019336749492404604,0.4790602655771195,-0.01802489082310707,-0.034870543108700414,0.4804088586030664,-0.04068575924981184,-0.029324496467092453,0.47394366197183097,-0.005789936592041209,-0.014047410008777295,0.4838497033618985
move_vol,1h,ALL,flat|<50,99,-0.14544089486940578,-0.057259193281578025,0.47474747474747475,0.13201862214896048,0.05947926859686259,0.5151515151515151,-0.1541288963260454,0.03247478863022124,0.5185185185185185,-0.1350152931214383,-0.12191690893744722,0.4222222222222222
move_vol,1h,ALL,flat|50-90,145,0.026214604097679433,0.0,0.4896551724137931,0.1357793531396782,0.17803598200900606,0.5586206896551724,-0.11191555227393166,-0.07557774215169455,0.3870967741935484,0.12939616668852144,0.06064281382656134,0.5662650602409639
move_vol,1h,ALL,flat|90-99,48,-0.09714651223446484,-0.07447208202805422,0.4375,-0.19616957653307798,-0.09415160207272844,0.3958333333333333,-0.09895439958098777,-0.024862729968866404,0.5,-0.095009918097665,-0.11044486275132992,0.36363636363636365
move_vol,1d,ALL,flat|<50,4,-2.785969089476689,-2.433415698277547,0.0,-4.170714809872941,-0.975504475140937,0.25,-0.015047776690990666,-0.015047776690990666,0.0,-3.7096095270719225,-4.107909258123854,0.0
move_vol,1d,ALL,flat|50-90,3,1.0235784355278759,0.6959610261825233,0.6666666666666666,-0.9113459217425754,-4.1493676354124265,0.3333333333333333,,,,1.0235784355278759,0.6959610261825233,0.6666666666666666
obv,1d,ALL,obv_up/price_dn(bull_div),932,-0.026371639208459058,-0.13934827881907363,0.46509129967776586,0.4512570295289703,0.11146780809700996,0.5080558539205156,-0.04964818455582317,-0.12099053086211398,0.46860986547085204,-0.004966816064284962,-0.14817037717802517,0.4618556701030928
obv,1d,ALL,obv_up/price_up,3724,0.23714061515562235,-0.12785168449483963,0.4857450242065627,0.963335426612843,-0.3671649619721995,0.4756991582948683,0.47721713889585266,0.04812670887828219,0.5075604838709677,-0.037549017543695336,-0.2849804967656244,0.46078431372549017
obv,1d,ALL,obv_dn/price_dn,4261,0.14618598955088083,0.06964776288806984,0.5092788348602302,0.7009223800263376,0.24017777950974262,0.5148444863336475,0.27047388377242004,0.18137646432374588,0.5275631117980423,0.0420224305336064,-0.03625699340780719,0.4939550949913644
obv,1d,ALL,obv_dn/price_up(bear_div),1237,-0.10375471327082206,-0.14951162466665946,0.465210355987055,-0.14646552048760336,-1.0032325507798256,0.44093851132686085,-0.07486012667444844,-0.3133895081739002,0.4521604938271605,-0.1355977270709073,-0.08889922911794468,0.47959183673469385
obv,1h,ALL,obv_dn/price_dn,24913,0.002041527031063573,0.008815416100971252,0.5053797976553718,-0.004828273408024468,0.0,0.49933689667644576,-0.014446096280311738,0.0,0.49665473782480163,0.01962340110144837,0.021777286343072078,0.5146839223494276
obv,1h,ALL,obv_dn/price_up(bear_div),6697,0.004511066279905561,-0.018965071765653096,0.4829749103942652,0.027422247322515286,-0.028538545034245688,0.4902869097429767,-0.008467311098537442,-0.01917913310318653,0.48394986242739224,0.016905890339726604,-0.0189143181388296,0.482043795620438
obv,1h,ALL,obv_up/price_up,22344,-0.0041512005359375425,-0.0325186896163121,0.47193375111906893,-0.015014035123499872,-0.08685032664456083,0.4683413935160308,-0.003524549908108249,-0.03798159997770445,0.4718180143672868,-0.004743795250880097,-0.027823289725720235,0.47204319804912037
obv,1h,ALL,obv_up/price_dn(bull_div),5964,-0.012571504758175095,0.005458033593586098,0.502180476350218,-0.03199820670111194,-0.02795999569845664,0.48832129053940515,-0.01395206207807156,-0.0072538812986466805,0.49212328767123287,-0.011246314957354028,0.015226873895002324,0.5118343195266272
vwap_dist,1d,ALL,z<-1,2761,0.23831234383163175,0.18679549114333227,0.5251902863356288,0.8549206025714511,0.543529634180917,0.5354674427064388,0.19242711017844177,0.2610181039728654,0.5437956204379562,0.26855300293199036,0.12183759764925473,0.5129284425736621
vwap_dist,1d,ALL,-1..-0.5,1256,0.06807465509013663,-0.043325209856481806,0.4956175298804781,0.04590487703302497,-0.3228260495331703,0.4744,0.2901280207712572,0.055341170839695586,0.5080789946140036,-0.10912265821127341,-0.10207058259958934,0.48567335243553006
vwap_dist,1d,ALL,-0.5..0.5,2437,-0.12965871982019422,-0.18456265242897674,0.458281956432388,-0.15696700927454105,-0.8217316751615356,0.44591246903385634,0.03562373973398042,-0.1333985362408252,0.4713804713804714,-0.2873740306236958,-0.27202443447551516,0.4457831325301205
vwap_dist,1d,ALL,0.5..1,1023,-0.019172618555910008,-0.33420027864986546,0.4588235294117647,0.03711993882264296,-0.5816200056653564,0.47041420118343197,-0.004408759234161072,-0.28440130368819205,0.4619771863117871,-0.03489284123453332,-0.36558872311438506,0.45546558704453444
vwap_dist,1d,ALL,>1,2329,0.3722365987090877,-0.0684787189212055,0.4924795874516545,1.8720456487761412,0.026271715214609692,0.5028126352228472,0.6990331890781628,0.06730631505974527,0.5130368098159509,-0.04432523300281271,-0.23220835422330666,0.4662756598240469
vwap_dist,1h,ALL,z<-1,16638,0.007604403202447362,0.029699189636400725,0.5206467512171665,-0.01896440432712637,0.023775429997974218,0.5057139420185252,-0.014669992826770738,0.016581671166215894,0.5099698585671226,0.031588792186099265,0.04334529342355786,0.5321433029584322
vwap_dist,1h,ALL,-1..-0.5,7242,0.005193861024259318,0.0,0.4987569060773481,-0.02980321272345581,-0.04454188994375552,0.4817477876106195,-0.005315725128011538,-0.007100466788162452,0.4914881933003844,0.015831969075001527,0.01063243173160533,0.5061145080600333
vwap_dist,1h,ALL,-0.5..0.5,14084,-0.0021525790371757316,-0.017143285725007562,0.4810684094622434,-0.0010750365978318631,-0.04327505625758565,0.4848808253290644,-0.012451454387800254,-0.027729910767992916,0.4750214102198116,0.008051624145751071,-0.010068972461352299,0.4870598218073823
vwap_dist,1h,ALL,>1,14709,-0.002944216703066538,-0.03874531647490298,0.46926842534675006,0.036302554557364315,-0.07749586985580925,0.4704842219804135,0.012708222805462032,-0.03314020592639633,0.4772305496074233,-0.017178325330515932,-0.04546832373447662,0.4620277813838764
vwap_dist,1h,ALL,0.5..1,6897,-0.014567863972086524,-0.03267380980596091,0.4724477958236659,-0.016175613174463144,-0.06200735680506053,0.4791817786159872,-0.021854078395212584,-0.051247945245419535,0.46184371184371187,-0.007974041195798975,-0.018380663697198374,0.48204419889502764
ud_vol_ratio,1d,ALL,0.8-1.25,2452,0.015453990128598936,-0.13236208237949465,0.47630718954248363,0.42379057817264015,-0.2535746780665482,0.48441345365053323,0.09755056900415789,-0.07376646084913396,0.4868309260832625,-0.060570929884408875,-0.22883832279111394,0.46656176239181746
ud_vol_ratio,1d,ALL,1.25-2,1862,0.19201492675378437,-0.07492539208837634,0.4900484131253362,0.6544000789162355,-0.3678421210076166,0.48097826086956524,0.3468846517585058,-0.02546590694517681,0.4957081545064378,0.03630987421397811,-0.09783085382721879,0.4843581445523193
ud_vol_ratio,1d,ALL,>2,1579,0.2838071825285732,-0.16876280789167586,0.4806594800253646,1.5792126742319292,-0.10379812173099134,0.49044585987261147,0.5611371805497227,0.024754517699476786,0.5060109289617486,-0.09951147032543245,-0.39065662404828005,0.44561933534743203
ud_vol_ratio,1d,ALL,0.5-0.8,2228,0.03116338057988578,-0.03435470006262209,0.49236298292902064,0.2887728891705002,-0.31032229965156644,0.48356596127870327,0.21508286544788272,0.1412591860026957,0.5165692007797271,-0.12608777898225168,-0.12165830989596116,0.4716666666666667
ud_vol_ratio,1d,ALL,<0.5,2033,0.2162839637167378,0.13467806296426632,0.5172244094488189,0.693205831127452,0.22717504758396068,0.5160493827160494,0.23623024175991125,0.14816529690935276,0.5211558307533539,0.19810151458801242,0.12183759764925473,0.5136406396989652
ud_vol_ratio,1h,ALL,<0.5,14477,0.009672730043616563,0.020880480129892298,0.5125051817051265,-0.007335863324515263,0.009517766497468827,0.5025233321811269,-0.004309307967432193,0.008622782180800481,0.5040586540979314,0.025295141735891345,0.029965550650046247,0.5219426565242832
ud_vol_ratio,1h,ALL,0.8-1.25,12122,0.002485251511280297,-0.003299350028040937,0.4936875979866326,0.013714453012345106,-0.030403816203328216,0.488934764657308,-0.01252401793111234,-0.007553603608467796,0.49185946872322195,0.016422089066398225,0.0,0.4953851050286442
ud_vol_ratio,1h,ALL,>2,11812,-0.006144104139851917,-0.03586060083766163,0.47162940379403795,-0.05326058215523563,-0.11181821946740778,0.4585204643674265,-0.0017847353599386106,-0.04234880958529086,0.46981943250214964,-0.010373993920461932,-0.029146021568049463,0.4733856165526448
ud_vol_ratio,1h,ALL,1.25-2,10437,-0.009709042167833365,-0.02194473385818685,0.47767343809888846,0.0030141113395584724,-0.0536585365853659,0.4806751702311307,-0.007631358203716633,-0.032167139589872606,0.47287735849056606,-0.011685716814322886,-0.014675011143600036,0.4822363500373972
ud_vol_ratio,1h,ALL,0.5-0.8,11045,-0.007757770065102413,-0.011721780950135763,0.48822890257153206,0.004482985708549954,-0.0177848414493309,0.4934723481414325,-0.025474305044532023,-0.022557364817238357,0.4827586206896552,0.009881931369060423,-0.0022177425666181083,0.4936754607878569
vol_adj_ret,1d,ALL,down_q5,994,0.24147395197591826,0.1984715531359149,0.53420523138833,1.267146025169024,0.25816839241594725,0.5226586102719033,0.28449999717790486,0.19933450527374053,0.536723163841808,-0.10786595631544052,0.12183759764925473,0.5137614678899083
vol_adj_ret,1d,ALL,down_q3,1052,0.09541104207410128,0.043801180727465194,0.5090390104662227,0.6710460171150118,0.13956274503804655,0.5104961832061069,0.33184457324961125,0.3496833819774059,0.551980198019802,-0.05222287847443966,-0.12086277426552883,0.482225656877898
vol_adj_ret,1d,ALL,up_q3,996,0.2026034518164479,-0.1408946812257894,0.4793969849246231,0.0933257550158391,-0.49075050321096825,0.4682139253279516,0.46317551126493745,-0.1115927218052204,0.491183879093199,0.029614977567199777,-0.14942973030648843,0.47157190635451507
