tag,extra,data,return_pct,max_dd_pct,n_fills,n_regime_flips,n_cap_enforcements,n_liquidations,commissions,profit_factor,final_equity
atr25_lv2_min1000,--atr-mult 2.5 --max-levels 2 --min-order 1000,real_btc_1h.csv,-2.8735,-4.4027,763,879,0,0,1518.53,0.7695,97126.52
atr30_lv2_min1000,--atr-mult 3.0 --max-levels 2 --min-order 1000,real_btc_1h.csv,-2.5545,-3.4161,616,879,0,0,1232.85,0.7401,97445.5
atr20_lv2_min1000,--atr-mult 2.0 --max-levels 2 --min-order 1000,real_btc_1h.csv,-2.9049,-4.2977,1002,879,0,0,2023.33,0.8251,97095.06
atr25_lv3_min1000,--atr-mult 2.5 --max-levels 3 --min-order 1000,real_btc_1h.csv,-3.4532,-4.8463,838,879,0,0,1628.68,0.7339,96546.84
atr25_lv2_trend50200,--atr-mult 2.5 --max-levels 2 --min-order 1000 --trend-fast 50 --trend-slow 200 --trend-enter 1.0 --trend-exit 0.5,real_btc_1h.csv,-3.8469,-5.5858,703,376,0,0,1332.24,0.8192,96153.05
atr25_lv2_trend50_100,--atr-mult 2.5 --max-levels 2 --min-order 1000 --trend-fast 50 --trend-slow 100 --trend-enter 1.0 --trend-exit 0.5,real_btc_1h.csv,0.4122,-7.2617,1083,402,0,0,1898.23,1.0105,100412.24
