timestamp,gpu_busy_pct,cpu_pct,disk_write_kbps,memory_mb
2026-06-15T20:35:27-05:00,0,0,0,0
2026-06-15T20:35:28-05:00,0,0,0,0
2026-06-15T20:35:29-05:00,0,0,0,0
2026-06-15T20:35:30-05:00,0,0,0,0
2026-06-15T20:35:31-05:00,0,0,0,0
2026-06-15T20:35:32-05:00,0,0,0,0
2026-06-15T20:35:33-05:00,0,0,0,0
2026-06-15T20:35:34-05:00,0,0,0,0
2026-06-15T20:35:35-05:00,0,0,0,0
2026-06-15T20:35:36-05:00,0,0,0,0
2026-06-15T20:35:37-05:00,0,0,0,0
2026-06-15T20:35:38-05:00,0,0,0,0
2026-06-15T20:35:39-05:00,0,0,0,0
2026-06-15T20:35:40-05:00,6,0,0,0
2026-06-15T20:35:41-05:00,10,0,0,0
2026-06-15T20:35:42-05:00,12,0,0,0
2026-06-15T20:35:43-05:00,16,0,0,0
2026-06-15T20:35:45-05:00,21,0,0,0
2026-06-15T20:35:46-05:00,19,0,0,0
2026-06-15T20:35:47-05:00,19,0,0,0
2026-06-15T20:35:48-05:00,18,0,0,0
2026-06-15T20:35:49-05:00,19,0,0,0
2026-06-15T20:35:50-05:00,19,0,0,0
2026-06-15T20:35:51-05:00,19,0,0,0
2026-06-15T20:35:52-05:00,19,0,0,0
2026-06-15T20:35:53-05:00,19,0,0,0
2026-06-15T20:35:54-05:00,19,0,0,0
2026-06-15T20:35:55-05:00,19,0,0,0
2026-06-15T20:35:56-05:00,19,0,0,0
2026-06-15T20:35:57-05:00,24,0,0,0
2026-06-15T20:35:58-05:00,31,0,0,0
2026-06-15T20:35:59-05:00,35,0,0,0
2026-06-15T20:36:00-05:00,36,0,0,0
2026-06-15T20:36:01-05:00,37,0,0,0
2026-06-15T20:36:02-05:00,36,0,0,0
2026-06-15T20:36:03-05:00,37,0,0,0
2026-06-15T20:36:04-05:00,36,0,0,0
2026-06-15T20:36:05-05:00,36,0,0,0
2026-06-15T20:36:06-05:00,36,0,0,0
2026-06-15T20:36:07-05:00,34,0,0,0
2026-06-15T20:36:08-05:00,36,0,0,0
2026-06-15T20:36:09-05:00,35,0,0,0
2026-06-15T20:36:10-05:00,36,0,0,0
2026-06-15T20:36:11-05:00,36,0,0,0
2026-06-15T20:36:12-05:00,34,0,0,0
2026-06-15T20:36:13-05:00,24,0,0,0
2026-06-15T20:36:14-05:00,21,0,0,0
2026-06-15T20:36:15-05:00,19,0,0,0
2026-06-15T20:36:16-05:00,19,0,0,0
2026-06-15T20:36:17-05:00,18,0,0,0
2026-06-15T20:36:18-05:00,18,0,0,0
2026-06-15T20:36:19-05:00,18,0,0,0
