entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,64849.9,-2393.85,7606.15,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,64849.9,-76.06,7530.09,1
12,17,2024-08-02 00:00:00+00:00,2024-08-02 10:00:00+00:00,S,64629.5,64605.6342,-47.49,7482.6,5
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,63374.6,-74.83,7407.77,1
20,24,2024-08-02 16:00:00+00:00,2024-08-03 00:00:00+00:00,S,63064.5,61288.5,2012.07,9419.84,4
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61288.5,-94.2,9325.65,1
33,36,2024-08-03 18:00:00+00:00,2024-08-04 00:00:00+00:00,S,60216.3,60713.3,-862.96,8462.69,3
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,60713.3,-84.63,8378.06,1
39,41,2024-08-04 06:00:00+00:00,2024-08-04 10:00:00+00:00,S,60340.4,60870.0,-819.11,7558.95,2
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,60870.0,-75.59,7483.36,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,54396.9,4732.9,12216.26,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,54396.9,-122.16,12094.1,1
53,55,2024-08-05 10:00:00+00:00,2024-08-05 14:00:00+00:00,S,51302.1,54282.8,-7147.72,4946.37,2
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,54282.8,-49.46,4896.91,1
60,66,2024-08-06 00:00:00+00:00,2024-08-06 12:00:00+00:00,S,55696.7,55452.9682,165.32,5062.23,6
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,56471.3,-50.62,5011.61,1
72,84,2024-08-07 00:00:00+00:00,2024-08-08 00:00:00+00:00,S,56934.9,55467.9883,1241.11,6252.72,12
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,57295.1,-62.53,6190.19,1
96,103,2024-08-09 00:00:00+00:00,2024-08-09 14:00:00+00:00,S,61367.0,60802.9495,507.07,6697.26,7
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,60814.9,-66.97,6630.28,1
120,127,2024-08-11 00:00:00+00:00,2024-08-11 14:00:00+00:00,S,61089.5,60694.4179,362.5,6992.78,7
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58562.1,-69.93,6922.85,1
141,150,2024-08-12 18:00:00+00:00,2024-08-13 12:00:00+00:00,S,59015.6,58968.0177,-13.41,6909.44,9
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,61132.5,-69.09,6840.35,1
156,161,2024-08-14 00:00:00+00:00,2024-08-14 10:00:00+00:00,S,60500.0,61255.6,-922.71,5917.63,5
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,61255.6,-59.18,5858.46,1
164,168,2024-08-14 16:00:00+00:00,2024-08-15 00:00:00+00:00,S,59131.2,59016.7243,54.83,5913.29,4
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,58165.3,-59.13,5854.16,1
178,180,2024-08-15 20:00:00+00:00,2024-08-16 00:00:00+00:00,S,57607.8,57522.1,28.55,5882.7,2
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,57522.1,-58.83,5823.88,1
192,198,2024-08-17 00:00:00+00:00,2024-08-17 12:00:00+00:00,S,59215.0,59308.0,-149.71,5674.17,6
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59308.0,-56.74,5617.43,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,59306.7,49.8,5667.24,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59306.7,-56.67,5610.56,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58525.0,-170.03,5440.53,1
216,217,2024-08-19 00:00:00+00:00,2024-08-19 02:00:00+00:00,L,58525.0,58525.0,-54.41,5386.12,1
222,223,2024-08-19 12:00:00+00:00,2024-08-19 14:00:00+00:00,S,58177.7,58511.7,-363.08,5023.04,1
223,224,2024-08-19 14:00:00+00:00,2024-08-19 16:00:00+00:00,L,58511.7,58511.7,-50.23,4972.81,1
228,235,2024-08-20 00:00:00+00:00,2024-08-20 14:00:00+00:00,S,60425.0,58804.4,1283.98,6256.79,7
235,236,2024-08-20 14:00:00+00:00,2024-08-20 16:00:00+00:00,L,58804.4,58804.4,-62.57,6194.23,1
236,240,2024-08-20 16:00:00+00:00,2024-08-21 00:00:00+00:00,S,59005.0,59250.0,-319.14,5875.09,4
240,241,2024-08-21 00:00:00+00:00,2024-08-21 02:00:00+00:00,L,59250.0,59250.0,-58.75,5816.34,1
252,253,2024-08-22 00:00:00+00:00,2024-08-22 02:00:00+00:00,S,60936.6,60523.6,336.04,6152.38,1
253,254,2024-08-22 02:00:00+00:00,2024-08-22 04:00:00+00:00,L,60523.6,60523.6,-61.52,6090.85,1
260,270,2024-08-22 16:00:00+00:00,2024-08-23 12:00:00+00:00,S,60133.6,61089.6,-1029.23,5061.63,10
270,271,2024-08-23 12:00:00+00:00,2024-08-23 14:00:00+00:00,L,61089.6,61089.6,-50.62,5011.01,1
271,272,2024-08-23 14:00:00+00:00,2024-08-23 16:00:00+00:00,S,61504.0,62975.0,-1248.6,3762.41,1
272,273,2024-08-23 16:00:00+00:00,2024-08-23 18:00:00+00:00,L,62975.0,62975.0,-37.62,3724.79,1
276,282,2024-08-24 00:00:00+00:00,2024-08-24 12:00:00+00:00,S,63800.2,64192.0,-265.99,3458.8,6
282,283,2024-08-24 12:00:00+00:00,2024-08-24 14:00:00+00:00,L,64192.0,63946.3,-166.98,3291.82,1
283,285,2024-08-24 14:00:00+00:00,2024-08-24 18:00:00+00:00,S,63946.3,64186.3,-156.47,3135.36,2
285,286,2024-08-24 18:00:00+00:00,2024-08-24 20:00:00+00:00,L,64186.3,64186.3,-31.35,3104.0,1
286,296,2024-08-24 20:00:00+00:00,2024-08-25 16:00:00+00:00,S,63593.4,64114.5,-285.39,2818.61,10
296,297,2024-08-25 16:00:00+00:00,2024-08-25 18:00:00+00:00,L,64114.5,64114.5,-28.19,2790.43,1
307,312,2024-08-26 14:00:00+00:00,2024-08-27 00:00:00+00:00,S,63504.2,62970.6,206.56,2996.99,5
312,313,2024-08-27 00:00:00+00:00,2024-08-27 02:00:00+00:00,L,62970.6,62970.6,-29.97,2967.02,1
317,321,2024-08-27 10:00:00+00:00,2024-08-27 18:00:00+00:00,S,62393.8,61984.449,164.99,3132.01,4
324,325,2024-08-28 00:00:00+00:00,2024-08-28 02:00:00+00:00,L,59345.7,59345.7,-31.32,3100.69,1
332,336,2024-08-28 16:00:00+00:00,2024-08-29 00:00:00+00:00,S,58606.8,58969.1,-222.69,2878.0,4
336,337,2024-08-29 00:00:00+00:00,2024-08-29 02:00:00+00:00,L,58969.1,58969.1,-28.78,2849.22,1
338,339,2024-08-29 04:00:00+00:00,2024-08-29 06:00:00+00:00,S,59409.9,59550.0,-95.68,2753.54,1
339,340,2024-08-29 06:00:00+00:00,2024-08-29 08:00:00+00:00,L,59550.0,59550.0,-27.54,2726.0,1
346,348,2024-08-29 20:00:00+00:00,2024-08-30 00:00:00+00:00,S,59449.5,59186.0,93.57,2819.57,2
348,349,2024-08-30 00:00:00+00:00,2024-08-30 02:00:00+00:00,L,59186.0,59186.0,-28.2,2791.37,1
360,365,2024-08-31 00:00:00+00:00,2024-08-31 10:00:00+00:00,S,59246.4,59120.0281,31.63,2823.0,5
372,373,2024-09-01 00:00:00+00:00,2024-09-01 02:00:00+00:00,L,58803.9,58803.9,-28.23,2794.77,1
380,381,2024-09-01 16:00:00+00:00,2024-09-01 18:00:00+00:00,S,58095.1,58481.5,-213.83,2580.94,1
381,382,2024-09-01 18:00:00+00:00,2024-09-01 20:00:00+00:00,L,58481.5,58481.5,-25.81,2555.13,1
383,384,2024-09-01 22:00:00+00:00,2024-09-02 00:00:00+00:00,S,57266.1,57386.0,-79.05,2476.08,1
384,385,2024-09-02 00:00:00+00:00,2024-09-02 02:00:00+00:00,L,57386.0,57386.0,-24.76,2451.32,1
396,401,2024-09-03 00:00:00+00:00,2024-09-03 10:00:00+00:00,S,59359.9,59120.8417,74.21,2525.53,5
408,409,2024-09-04 00:00:00+00:00,2024-09-04 02:00:00+00:00,L,56751.1,56751.1,-25.26,2500.27,1
414,415,2024-09-04 12:00:00+00:00,2024-09-04 14:00:00+00:00,S,56466.2,58098.7,-747.86,1752.41,1
415,416,2024-09-04 14:00:00+00:00,2024-09-04 16:00:00+00:00,L,58098.7,58098.7,-17.52,1734.89,1
420,421,2024-09-05 00:00:00+00:00,2024-09-05 02:00:00+00:00,S,57998.9,57094.1,253.3,1988.19,1
421,422,2024-09-05 02:00:00+00:00,2024-09-05 04:00:00+00:00,L,57094.1,57094.1,-19.88,1968.31,1
425,429,2024-09-05 10:00:00+00:00,2024-09-05 18:00:00+00:00,S,56665.9,56607.6393,0.55,1968.86,4
435,436,2024-09-06 06:00:00+00:00,2024-09-06 08:00:00+00:00,L,55763.9,55763.9,-19.69,1949.17,1
440,443,2024-09-06 16:00:00+00:00,2024-09-06 22:00:00+00:00,S,53910.0,53792.4637,23.0,1972.18,3
444,445,2024-09-07 00:00:00+00:00,2024-09-07 02:00:00+00:00,L,53794.4,53794.4,-19.72,1952.45,1
454,460,2024-09-07 20:00:00+00:00,2024-09-08 08:00:00+00:00,S,53906.8,54426.1,-207.61,1744.84,6
460,461,2024-09-08 08:00:00+00:00,2024-09-08 10:00:00+00:00,L,54426.1,54426.1,-17.45,1727.39,1
463,464,2024-09-08 14:00:00+00:00,2024-09-08 16:00:00+00:00,S,53670.0,54482.4,-278.75,1448.65,1
464,465,2024-09-08 16:00:00+00:00,2024-09-08 18:00:00+00:00,L,54482.4,54482.4,-14.49,1434.16,1
468,472,2024-09-09 00:00:00+00:00,2024-09-09 08:00:00+00:00,S,55079.2,55010.2328,3.62,1437.78,4
474,475,2024-09-09 12:00:00+00:00,2024-09-09 14:00:00+00:00,L,55662.8,55662.8,-14.38,1423.4,1
480,483,2024-09-10 00:00:00+00:00,2024-09-10 06:00:00+00:00,S,56872.7,57191.4,-94.0,1329.4,3
483,484,2024-09-10 06:00:00+00:00,2024-09-10 08:00:00+00:00,L,57191.4,57191.4,-13.29,1316.11,1
504,512,2024-09-12 00:00:00+00:00,2024-09-12 16:00:00+00:00,S,58118.1,58380.1,-72.49,1243.61,8
512,513,2024-09-12 16:00:00+00:00,2024-09-12 18:00:00+00:00,L,58380.1,58380.1,-12.44,1231.18,1
516,519,2024-09-13 00:00:00+00:00,2024-09-13 06:00:00+00:00,S,58109.9,58012.1313,8.4,1239.58,3
525,526,2024-09-13 18:00:00+00:00,2024-09-13 20:00:00+00:00,L,59699.8,59699.8,-12.4,1227.19,1
528,535,2024-09-14 00:00:00+00:00,2024-09-14 14:00:00+00:00,S,60379.6,59832.2785,98.97,1326.15,7
