entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,65324.4066,-314.23,9685.77,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,64845.2572,-10.38,9675.39,1
12,13,2024-08-02 00:00:00+00:00,2024-08-02 02:00:00+00:00,S,64629.5,64793.0107,-34.15,9641.23,1
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,62957.0879,-73.16,9568.08,1
20,21,2024-08-02 16:00:00+00:00,2024-08-02 18:00:00+00:00,S,63064.5,63181.2499,-27.28,9540.79,1
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61191.5625,-24.63,9516.16,1
33,34,2024-08-03 18:00:00+00:00,2024-08-03 20:00:00+00:00,S,60216.3,60825.8393,-105.84,9410.32,1
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,60665.3814,-16.84,9393.48,1
39,40,2024-08-04 06:00:00+00:00,2024-08-04 08:00:00+00:00,S,60340.4,60683.5753,-62.82,9330.67,1
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,60768.4267,-24.9,9305.76,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,58251.4169,-28.49,9277.28,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,53582.0807,-148.24,9129.04,1
53,54,2024-08-05 10:00:00+00:00,2024-08-05 12:00:00+00:00,S,51302.1,52465.6382,-216.18,8912.86,1
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,53776.8492,-91.99,8820.87,1
60,61,2024-08-06 00:00:00+00:00,2024-08-06 02:00:00+00:00,S,55696.7,55997.5672,-56.47,8764.4,1
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,56313.1244,-33.31,8731.09,1
72,73,2024-08-07 00:00:00+00:00,2024-08-07 02:00:00+00:00,S,56934.9,57259.2522,-58.47,8672.62,1
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,56643.6953,-107.27,8565.34,1
96,97,2024-08-09 00:00:00+00:00,2024-08-09 02:00:00+00:00,S,61367.0,61523.1315,-30.36,8534.99,1
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,60452.3045,-59.42,8475.56,1
120,121,2024-08-11 00:00:00+00:00,2024-08-11 02:00:00+00:00,S,61089.5,61357.3773,-45.64,8429.92,1
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58314.2453,-44.11,8385.81,1
141,142,2024-08-12 18:00:00+00:00,2024-08-12 20:00:00+00:00,S,59015.6,59344.4973,-55.12,8330.69,1
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,60227.6295,-131.64,8199.05,1
156,157,2024-08-14 00:00:00+00:00,2024-08-14 02:00:00+00:00,S,60500.0,61264.2458,-111.77,8087.28,1
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,59459.0883,-245.27,7842.01,1
164,165,2024-08-14 16:00:00+00:00,2024-08-14 18:00:00+00:00,S,59131.2,59428.1183,-47.22,7794.79,1
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,57921.8904,-40.41,7754.38,1
178,179,2024-08-15 20:00:00+00:00,2024-08-15 22:00:00+00:00,S,57607.8,57841.1874,-39.17,7715.21,1
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,57328.3208,-33.71,7681.5,1
192,193,2024-08-17 00:00:00+00:00,2024-08-17 02:00:00+00:00,S,59215.0,59307.9681,-19.74,7661.76,1
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59237.6354,-16.75,7645.01,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,60277.1443,-118.08,7526.93,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59233.1788,-16.86,7510.07,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58681.9767,-42.94,7467.12,1
216,217,2024-08-19 00:00:00+00:00,2024-08-19 02:00:00+00:00,L,58525.0,58394.9302,-24.06,7443.06,1
222,223,2024-08-19 12:00:00+00:00,2024-08-19 14:00:00+00:00,S,58177.7,58740.6546,-79.47,7363.59,1
223,224,2024-08-19 14:00:00+00:00,2024-08-19 16:00:00+00:00,L,58511.7,58351.2393,-27.56,7336.04,1
228,229,2024-08-20 00:00:00+00:00,2024-08-20 02:00:00+00:00,S,60425.0,60582.592,-26.47,7309.57,1
235,236,2024-08-20 14:00:00+00:00,2024-08-20 16:00:00+00:00,L,58804.4,58414.3387,-55.8,7253.77,1
236,237,2024-08-20 16:00:00+00:00,2024-08-20 18:00:00+00:00,S,59005.0,59561.31,-75.64,7178.13,1
240,241,2024-08-21 00:00:00+00:00,2024-08-21 02:00:00+00:00,L,59250.0,59197.7556,-13.51,7164.62,1
