ts,o,h,l,c,v
1781481600000,65710.0,67276.0,62216.4,63283.4,439409.793
1782086400000,63283.4,65596.0,58042.6,59550.4,633645.803
1782691200000,59550.4,63987.1,57755.8,63614.4,512684.379
1783296000000,63614.4,64703.2,61272.5,63745.0,469190.638
1783900800000,63745.0,65566.6,61777.6,64698.2,400467.415
1784505600000,64698.2,66937.7,63678.8,65376.0,332508.657
1785110400000,65376.0,65749.2,62240.0,63545.9,385236.053
1785715200000,63545.9,65547.0,62266.6,64863.5,326080.903
1786320000000,64863.5,65372.7,62505.1,62873.2,290904.169
1786924800000,62873.2,79559.2,62711.4,77036.1,581950.747
