entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
6,7,2024-08-02 00:00:00+00:00,2024-08-02 04:00:00+00:00,S,3168.0,3126.2979,121.64,10121.64,1
7,8,2024-08-02 04:00:00+00:00,2024-08-02 08:00:00+00:00,L,3146.3,3164.5404,48.56,10170.19,1
30,31,2024-08-06 00:00:00+00:00,2024-08-06 04:00:00+00:00,S,2491.1,2480.5234,33.01,10203.2,1
47,48,2024-08-08 20:00:00+00:00,2024-08-09 00:00:00+00:00,L,2680.9,2698.6839,57.48,10260.68,1
48,49,2024-08-09 00:00:00+00:00,2024-08-09 04:00:00+00:00,S,2692.9,2648.4558,159.08,10419.77,1
66,67,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,L,2540.5,2581.8518,159.18,10578.95,1
69,70,2024-08-12 12:00:00+00:00,2024-08-12 16:00:00+00:00,S,2690.9,2628.4073,235.1,10814.05,1
70,71,2024-08-12 16:00:00+00:00,2024-08-12 20:00:00+00:00,L,2660.7,2749.1685,348.75,11162.81,1
78,79,2024-08-14 00:00:00+00:00,2024-08-14 04:00:00+00:00,S,2709.7,2709.4121,-9.98,11152.83,1
84,85,2024-08-15 00:00:00+00:00,2024-08-15 04:00:00+00:00,L,2651.7,2654.7018,1.47,11154.3,1
104,105,2024-08-18 08:00:00+00:00,2024-08-18 12:00:00+00:00,S,2647.0,2642.1909,9.11,11163.41,1
106,107,2024-08-18 16:00:00+00:00,2024-08-18 20:00:00+00:00,L,2666.7,2668.998,-1.54,11161.87,1
107,108,2024-08-18 20:00:00+00:00,2024-08-19 00:00:00+00:00,S,2610.9,2603.3008,21.33,11183.2,1
109,110,2024-08-19 04:00:00+00:00,2024-08-19 08:00:00+00:00,L,2612.7,2621.6932,27.31,11210.51,1
114,115,2024-08-20 00:00:00+00:00,2024-08-20 04:00:00+00:00,S,2661.4,2657.914,3.47,11213.98,1
120,121,2024-08-21 00:00:00+00:00,2024-08-21 04:00:00+00:00,L,2589.2,2604.2925,54.15,11268.13,1
123,124,2024-08-21 12:00:00+00:00,2024-08-21 16:00:00+00:00,S,2601.1,2592.5659,25.7,11293.84,1
125,126,2024-08-21 20:00:00+00:00,2024-08-22 00:00:00+00:00,L,2629.8,2638.3269,25.33,11319.16,1
132,133,2024-08-23 00:00:00+00:00,2024-08-23 04:00:00+00:00,S,2636.8,2636.2627,-9.01,11310.15,1
137,138,2024-08-23 20:00:00+00:00,2024-08-24 00:00:00+00:00,L,2762.1,2769.4743,18.89,11329.03,1
138,139,2024-08-24 00:00:00+00:00,2024-08-24 04:00:00+00:00,S,2746.9,2740.2987,15.9,11344.93,1
143,144,2024-08-24 20:00:00+00:00,2024-08-25 00:00:00+00:00,L,2769.4,2782.1091,40.72,11385.65,1
154,155,2024-08-26 16:00:00+00:00,2024-08-26 20:00:00+00:00,S,2679.3,2665.6917,46.44,11432.09,1
