ts,o,h,l,c,v
1751436000000,148.95,149.79,148.61,149.01,334807.92
1751443200000,149.02,149.87,148.52,148.54,177896.22
1751450400000,148.55,149.6,148.35,148.52,166070.94
1751457600000,148.53,149.86,147.01,149.19,608459.4300000001
1751464800000,149.18,151.51,148.97,151.24,756474.91
1751472000000,151.26,153.53,150.2,151.48,864939.02
1751479200000,151.47,153.08,151.22,152.89,316859.67
1751486400000,152.89,153.93,152.32,153.69,235853.33
1751493600000,153.7,154.36,151.83,152.2,173132.87
1751500800000,152.2,153.2,151.85,153.05,168103.27
1751508000000,153.06,153.94,151.66,153.28,119192.51
1751515200000,153.29,155.85,153.11,155.58,184477.31
1751522400000,155.58,155.82,154.72,155.55,184777.53
1751529600000,155.55,156.24,155.07,155.59,163572.29
1751536800000,155.58,155.72,154.07,154.43,140592.95
1751544000000,154.43,155.03,151.83,154.47,454818.31
1751551200000,154.47,154.82,149.85,150.1,646996.6800000001
1751558400000,150.09,151.56,149.79,151.39,348052.8
1751565600000,151.41,151.99,150.61,151.75,258157.83
1751572800000,151.74,153.11,151.74,152.98,219890.85
1751580000000,152.97,153.19,152.09,152.28,108300.55
1751587200000,152.27,153.07,151.95,152.35,374201.36
1751594400000,152.35,152.49,150.85,151.61,184163.35
1751601600000,151.62,153.84,151.42,153.18,445714.28
1751608800000,153.19,153.19,150.15,150.42,544924.5
1751616000000,150.41,150.85,149.0,150.79,167693.95
1751623200000,150.78,150.87,149.82,150.12,97831.13
1751630400000,150.11,151.15,148.37,148.46,268013.61
1751637600000,148.46,148.77,146.2,146.48,381857.56
1751644800000,146.46,146.91,145.11,146.62,567725.42
1751652000000,146.61,146.78,145.8,146.7,214161.51
1751659200000,146.69,147.33,146.35,147.22,153659.04
1751666400000,147.2,148.32,146.96,147.64,184873.21
1751673600000,147.65,148.41,147.53,148.17,61816.31
1751680800000,148.17,148.42,147.16,147.68,71043.85
1751688000000,147.69,148.01,146.65,147.29,173678.55
1751695200000,147.3,148.48,147.01,147.79,163214.36
1751702400000,147.79,147.94,146.74,147.87,86224.94
1751709600000,147.88,148.46,147.7,148.11,31360.32
1751716800000,148.11,148.61,147.63,147.9,43955.58
1751724000000,147.9,148.15,147.02,147.05,77392.31
1751731200000,147.05,147.18,145.83,146.8,146000.91
1751738400000,146.79,146.89,145.9,146.84,80297.18
1751745600000,146.82,147.43,146.42,147.35,97270.19
1751752800000,147.34,147.96,147.06,147.51,40088.9
1751760000000,147.51,147.63,146.9,147.16,104882.54
1751767200000,147.17,147.53,146.8,147.3,50881.74
1751774400000,147.31,147.69,147.0,147.11,46362.11
1751781600000,147.13,148.42,147.08,147.84,103501.7
1751788800000,147.83,147.94,146.73,146.75,73514.47
1751796000000,146.78,147.94,146.67,147.89,41569.61
1751803200000,147.89,151.97,147.77,151.25,463460.01
1751810400000,151.26,151.99,150.62,151.42,216822.6
1751817600000,151.45,153.16,151.13,152.44,350998.68
1751824800000,152.45,152.52,150.6,151.23,239655.99
1751832000000,151.23,153.83,151.17,152.13,330687.02
1751839200000,152.13,153.39,151.44,151.84,217792.04
1751846400000,151.84,151.94,150.22,151.2,182791.14
1751853600000,151.19,152.85,151.19,151.84,241319.94
1751860800000,151.84,152.13,151.52,151.91,111962.18
1751868000000,151.91,152.43,150.88,152.33,80191.85
1751875200000,152.34,152.9,151.99,152.12,88647.18
1751882400000,152.13,153.52,151.61,152.74,137129.54
1751889600000,152.74,153.34,151.18,153.04,151892.19
1751896800000,153.04,153.28,151.0,151.03,220951.64
1751904000000,151.04,151.49,149.59,149.9,260020.45
1751911200000,149.91,150.58,148.55,148.87,392820.11
1751918400000,148.87,148.87,147.68,148.54,372560.78
1751925600000,148.53,148.86,147.63,148.84,114454.92
1751932800000,148.84,150.06,148.56,148.66,293909.14
1751940000000,148.66,149.23,147.77,148.59,148677.05
1751947200000,148.6,149.31,148.13,149.19,77940.04
1751954400000,149.17,149.64,148.8,149.56,66229.91
1751961600000,149.56,150.46,149.49,150.11,147755.05
1751968800000,150.12,151.58,150.12,151.24,185172.05
1751976000000,151.24,152.83,151.23,151.95,253253.61
1751983200000,151.96,152.01,149.73,149.83,188991.87
1751990400000,149.83,152.19,149.39,152.01,325446.92
1751997600000,152.0,152.78,151.24,151.61,267766.97
1752004800000,151.55,151.6,149.9,150.77,167730.09
1752012000000,150.77,151.84,150.48,151.62,188198.04
1752019200000,151.63,152.25,151.0,151.35,110808.24
1752026400000,151.38,152.1,151.12,151.2,93044.63
1752033600000,151.2,153.86,150.43,153.05,207780.95
1752040800000,153.05,153.39,152.29,152.95,65394.5
1752048000000,152.95,152.98,152.25,152.76,78729.47
1752055200000,152.77,154.33,152.5,153.65,106463.1
1752062400000,153.65,154.78,153.26,153.65,196029.63
1752069600000,153.65,155.48,152.78,153.9,535100.54
1752076800000,153.9,154.99,153.19,153.61,334619.98
1752084000000,153.61,157.74,153.54,157.2,671681.33
1752091200000,157.2,157.56,155.35,156.68,640553.71
1752098400000,156.71,157.88,156.71,156.97,168742.07
1752105600000,156.97,157.81,155.87,157.53,187016.18
1752112800000,157.56,159.31,157.15,157.29,313683.25
1752120000000,157.29,157.74,156.82,157.16,125854.52
1752127200000,157.16,158.57,156.61,157.82,238616.74
1752134400000,157.83,159.13,157.76,157.95,120399.31
1752141600000,157.95,158.05,157.18,157.58,84649.73
1752148800000,157.58,158.32,156.76,156.95,282951.77
1752156000000,157.01,157.67,155.6,156.41,303309.85
1752163200000,156.42,161.2,156.19,160.89,592763.5600000001
1752170400000,160.88,160.94,158.3,159.28,227144.99
1752177600000,159.28,164.36,159.19,163.85,739884.35
1752184800000,163.85,165.4,163.3,164.35,603860.86
1752192000000,164.35,164.82,161.91,164.49,366043.84
1752199200000,164.48,165.41,164.04,165.23,239922.16
1752206400000,165.22,166.8,164.08,165.32,319715.37
1752213600000,165.32,166.0,163.16,163.26,456841.47
1752220800000,163.26,165.41,163.26,164.84,394720.91
1752228000000,164.84,165.28,163.6,163.89,167684.11
1752235200000,163.89,166.95,163.29,166.35,479297.47
