ts,o,h,l,c,v
1751436000000,106641.0,107182.0,106627.0,107085.0,2567.13275
1751443200000,107085.0,107720.0,107085.0,107568.0,2666.12564
1751450400000,107568.0,107788.0,107293.0,107468.0,1830.16187
1751457600000,107467.0,107948.0,107158.0,107728.0,3128.06704
1751464800000,107729.0,108769.0,107611.0,108735.0,6127.7504
1751472000000,108734.0,109721.0,108630.0,109093.0,10090.409
1751479200000,109092.0,109642.0,108956.0,109617.0,2408.82721
1751486400000,109617.0,109618.0,109087.0,109407.0,1586.50093
1751493600000,109407.0,109471.0,108676.0,108808.0,2032.32655
1751500800000,108809.0,109080.0,108691.0,108960.0,1305.28039
1751508000000,108961.0,108961.0,108490.0,108605.0,1680.23323
1751515200000,108606.0,109356.0,108535.0,109311.0,932.65503
1751522400000,109311.0,109528.0,109115.0,109271.0,1043.03197
1751529600000,109271.0,110244.0,109270.0,109920.0,2472.16106
1751536800000,109921.0,109978.0,109551.0,109560.0,1328.65797
1751544000000,109560.0,110495.0,108707.0,110250.0,6318.33378
1751551200000,110251.0,110476.0,109045.0,109088.0,4618.06082
1751558400000,109088.0,109610.0,108975.0,109493.0,1961.44309
1751565600000,109493.0,109867.0,109295.0,109761.0,2002.8628
1751572800000,109762.0,109992.0,109670.0,109759.0,1548.17
1751580000000,109759.0,109850.0,109505.0,109551.0,679.77821
1751587200000,109551.0,109723.0,109334.0,109461.0,520.46942
1751594400000,109461.0,109461.0,109056.0,109188.0,1076.45574
1751601600000,109188.0,109270.0,108891.0,108967.0,1443.10828
1751608800000,108967.0,109113.0,108648.0,108661.0,1254.11405
1751616000000,108659.0,109024.0,108450.0,108936.0,1452.63637
1751623200000,108937.0,109065.0,108805.0,108844.0,572.12283
1751630400000,108844.0,108934.0,107896.0,107936.0,4421.33574
1751637600000,107935.0,108082.0,107450.0,107563.0,6000.75666
1751644800000,107564.0,107938.0,107308.0,107880.0,3106.51862
1751652000000,107880.0,107887.0,107263.0,107494.0,1393.68139
1751659200000,107494.0,107957.0,107458.0,107923.0,922.18757
1751666400000,107923.0,108280.0,107922.0,107993.0,1407.98613
1751673600000,107993.0,108250.0,107900.0,107991.0,591.80099
1751680800000,107992.0,108277.0,107744.0,108153.0,598.17161
1751688000000,108153.0,108419.0,108030.0,108141.0,672.49523
1751695200000,108141.0,108303.0,108014.0,108070.0,649.06496
1751702400000,108070.0,108138.0,107882.0,108096.0,725.16027
1751709600000,108096.0,108222.0,108072.0,108109.0,293.44284
1751716800000,108109.0,108259.0,107965.0,108133.0,846.09077
1751724000000,108134.0,108247.0,108054.0,108069.0,688.5916
1751731200000,108069.0,108150.0,107850.0,108065.0,1364.65281
1751738400000,108065.0,108158.0,107944.0,108133.0,600.01997
1751745600000,108134.0,108134.0,107959.0,108071.0,388.20096
1751752800000,108070.0,108230.0,108026.0,108191.0,490.2866
1751760000000,108191.0,108232.0,108070.0,108190.0,381.6978
1751767200000,108190.0,108274.0,108001.0,108039.0,631.09931
1751774400000,108040.0,108092.0,107923.0,107992.0,273.86229
1751781600000,107992.0,108212.0,107982.0,108041.0,337.28802
1751788800000,108040.0,108068.0,107810.0,107834.0,452.39213
1751796000000,107834.0,108126.0,107777.0,108075.0,460.03892
1751803200000,108075.0,109186.0,108045.0,108762.0,3224.37818
1751810400000,108764.0,109043.0,108607.0,108889.0,1471.2784
1751817600000,108890.0,108964.0,108681.0,108912.0,935.74574
1751824800000,108913.0,108915.0,108262.0,108542.0,1872.41202
1751832000000,108543.0,109763.0,108542.0,109228.0,4017.9244
1751839200000,109228.0,109541.0,109007.0,109203.0,2528.05815
1751846400000,109204.0,109290.0,108702.0,109069.0,1413.29757
1751853600000,109069.0,109759.0,109069.0,109448.0,2075.54616
1751860800000,109448.0,109510.0,109069.0,109103.0,777.67241
1751868000000,109104.0,109213.0,108669.0,109067.0,997.77236
1751875200000,109067.0,109099.0,108760.0,108875.0,830.83522
1751882400000,108875.0,108945.0,108611.0,108675.0,728.31153
1751889600000,108675.0,108675.0,108090.0,108597.0,2927.37187
1751896800000,108597.0,108739.0,108002.0,108331.0,2452.56934
1751904000000,108333.0,108531.0,107827.0,107952.0,3401.99591
1751911200000,107951.0,108358.0,107528.0,108062.0,3369.7744
1751918400000,108063.0,108251.0,107801.0,108191.0,1231.97587
1751925600000,108192.0,108340.0,107988.0,108284.0,947.71917
1751932800000,108283.0,108583.0,107682.0,107699.0,1936.56516
1751940000000,107699.0,108040.0,107445.0,107919.0,2226.38372
1751947200000,107919.0,108228.0,107758.0,108218.0,487.97152
1751954400000,108218.0,108492.0,108142.0,108477.0,768.05485
1751961600000,108477.0,108515.0,108218.0,108460.0,1539.83837
1751968800000,108460.0,109009.0,108403.0,108744.0,2174.68929
1751976000000,108745.0,109248.0,108633.0,109066.0,3086.53223
1751983200000,109067.0,109096.0,108218.0,108272.0,3232.26282
1751990400000,108272.0,109125.0,108103.0,109005.0,2355.10012
1751997600000,109004.0,109200.0,108734.0,108799.0,1673.55472
1752004800000,108799.0,108994.0,108604.0,108897.0,1451.24735
1752012000000,108897.0,108989.0,108833.0,108930.0,458.63505
1752019200000,108929.0,109161.0,108726.0,108779.0,888.14214
1752026400000,108778.0,108847.0,108336.0,108391.0,951.59083
1752033600000,108390.0,108955.0,108350.0,108806.0,1189.77894
1752040800000,108806.0,108918.0,108686.0,108724.0,569.34863
1752048000000,108724.0,108880.0,108585.0,108783.0,706.57565
1752055200000,108782.0,109140.0,108721.0,109069.0,1176.25783
1752062400000,109069.0,109812.0,108992.0,109222.0,3594.56756
1752069600000,109222.0,109500.0,108476.0,109084.0,4248.56288
1752076800000,109084.0,109485.0,109034.0,109162.0,1243.30434
1752084000000,109161.0,112068.0,109127.0,111758.0,10064.93639
1752091200000,111749.0,111953.0,110529.0,110815.0,9436.07834
1752098400000,110815.0,111500.0,110813.0,111225.0,2095.99315
1752105600000,111225.0,111362.0,110847.0,111166.0,1654.38846
1752112800000,111166.0,111587.0,110953.0,111024.0,1902.26456
1752120000000,111025.0,111170.0,110902.0,111072.0,908.74847
1752127200000,111072.0,111409.0,111061.0,111208.0,1140.35946
