entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,63307.7967,3.87,10003.87,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,65626.6714,109.82,10113.69,1
12,13,2024-08-02 00:00:00+00:00,2024-08-02 02:00:00+00:00,S,64629.5,63658.0946,141.9,10255.59,1
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,63569.956,21.36,10276.94,1
20,21,2024-08-02 16:00:00+00:00,2024-08-02 18:00:00+00:00,S,63064.5,62491.475,83.1,10360.05,1
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61933.2188,98.62,10458.67,1
33,34,2024-08-03 18:00:00+00:00,2024-08-03 20:00:00+00:00,S,60216.3,59830.7304,56.51,10515.18,1
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,61080.0593,53.01,10568.18,1
39,40,2024-08-04 06:00:00+00:00,2024-08-04 08:00:00+00:00,S,60340.4,60083.4623,34.43,10602.62,1
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,61049.8366,20.72,10623.34,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,52171.0415,1078.65,11701.99,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,54674.7096,48.06,11750.05,1
53,54,2024-08-05 10:00:00+00:00,2024-08-05 12:00:00+00:00,S,51302.1,49538.2809,392.23,12142.27,1
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,55536.8254,268.37,12410.64,1
60,61,2024-08-06 00:00:00+00:00,2024-08-06 02:00:00+00:00,S,55696.7,55457.4664,40.9,12451.54,1
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,57042.1378,113.41,12564.95,1
72,73,2024-08-07 00:00:00+00:00,2024-08-07 02:00:00+00:00,S,56934.9,56449.5739,94.54,12659.49,1
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,58445.0523,241.43,12900.92,1
96,97,2024-08-09 00:00:00+00:00,2024-08-09 02:00:00+00:00,S,61367.0,61120.0843,39.01,12939.92,1
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,61449.4978,122.09,13062.01,1
120,121,2024-08-11 00:00:00+00:00,2024-08-11 02:00:00+00:00,S,61089.5,60956.5114,15.37,13077.39,1
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58798.7774,39.77,13117.16,1
141,142,2024-08-12 18:00:00+00:00,2024-08-12 20:00:00+00:00,S,59015.6,58527.1013,95.46,13212.62,1
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,61170.2852,-5.05,13207.57,1
156,157,2024-08-14 00:00:00+00:00,2024-08-14 02:00:00+00:00,S,60500.0,60477.8771,-8.38,13199.2,1
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,61941.3558,134.57,13333.76,1
164,165,2024-08-14 16:00:00+00:00,2024-08-14 18:00:00+00:00,S,59131.2,58708.9409,81.88,13415.64,1
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,58530.0048,70.7,13486.35,1
178,179,2024-08-15 20:00:00+00:00,2024-08-15 22:00:00+00:00,S,57607.8,57364.3563,43.51,13529.85,1
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,58535.4396,224.82,13754.67,1
192,193,2024-08-17 00:00:00+00:00,2024-08-17 02:00:00+00:00,S,59215.0,58968.3159,43.55,13798.22,1
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59659.7323,68.03,13866.25,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,59267.6778,21.4,13887.65,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59660.4106,68.94,13956.59,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58146.3117,48.19,14004.78,1
