entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,64849.9,-239.38,9760.62,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,64849.9,-9.76,9750.85,1
12,17,2024-08-02 00:00:00+00:00,2024-08-02 10:00:00+00:00,S,64629.5,64605.6342,-6.15,9744.7,5
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,63374.6,-9.74,9734.96,1
20,24,2024-08-02 16:00:00+00:00,2024-08-03 00:00:00+00:00,S,63064.5,61288.5,264.42,9999.38,4
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61288.5,-10.0,9989.38,1
33,36,2024-08-03 18:00:00+00:00,2024-08-04 00:00:00+00:00,S,60216.3,60713.3,-92.44,9896.94,3
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,60713.3,-9.9,9887.04,1
39,41,2024-08-04 06:00:00+00:00,2024-08-04 10:00:00+00:00,S,60340.4,60870.0,-96.66,9790.38,2
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,60870.0,-9.79,9780.59,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,54396.9,618.58,10399.17,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,54396.9,-10.4,10388.77,1
53,55,2024-08-05 10:00:00+00:00,2024-08-05 14:00:00+00:00,S,51302.1,54282.8,-613.99,9774.78,2
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,54282.8,-9.77,9765.01,1
60,66,2024-08-06 00:00:00+00:00,2024-08-06 12:00:00+00:00,S,55696.7,55452.9682,32.97,9797.98,6
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,56471.3,-9.8,9788.18,1
72,84,2024-08-07 00:00:00+00:00,2024-08-08 00:00:00+00:00,S,56934.9,55467.9883,242.4,10030.58,12
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,57295.1,-10.03,10020.55,1
96,103,2024-08-09 00:00:00+00:00,2024-08-09 14:00:00+00:00,S,61367.0,60802.9495,82.08,10102.63,7
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,60814.9,-10.1,10092.53,1
120,127,2024-08-11 00:00:00+00:00,2024-08-11 14:00:00+00:00,S,61089.5,60694.4179,55.18,10147.71,7
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58562.1,-10.15,10137.56,1
141,150,2024-08-12 18:00:00+00:00,2024-08-13 12:00:00+00:00,S,59015.6,58968.0177,-1.96,10135.6,9
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,61132.5,-10.14,10125.46,1
156,161,2024-08-14 00:00:00+00:00,2024-08-14 10:00:00+00:00,S,60500.0,61255.6,-136.58,9988.87,5
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,61255.6,-9.99,9978.89,1
164,168,2024-08-14 16:00:00+00:00,2024-08-15 00:00:00+00:00,S,59131.2,59016.7243,9.34,9988.23,4
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,58165.3,-9.99,9978.24,1
178,180,2024-08-15 20:00:00+00:00,2024-08-16 00:00:00+00:00,S,57607.8,57522.1,4.87,9983.1,2
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,57522.1,-9.98,9973.12,1
192,198,2024-08-17 00:00:00+00:00,2024-08-17 12:00:00+00:00,S,59215.0,59308.0,-25.64,9947.48,6
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59308.0,-9.95,9937.54,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,59306.7,8.81,9946.35,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59306.7,-9.95,9936.4,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58525.0,-30.11,9906.29,1
216,217,2024-08-19 00:00:00+00:00,2024-08-19 02:00:00+00:00,L,58525.0,58525.0,-9.91,9896.38,1
222,223,2024-08-19 12:00:00+00:00,2024-08-19 14:00:00+00:00,S,58177.7,58511.7,-66.71,9829.67,1
223,224,2024-08-19 14:00:00+00:00,2024-08-19 16:00:00+00:00,L,58511.7,58511.7,-9.83,9819.84,1
228,235,2024-08-20 00:00:00+00:00,2024-08-20 14:00:00+00:00,S,60425.0,58804.4,253.55,10073.39,7
235,236,2024-08-20 14:00:00+00:00,2024-08-20 16:00:00+00:00,L,58804.4,58804.4,-10.07,10063.31,1
236,240,2024-08-20 16:00:00+00:00,2024-08-21 00:00:00+00:00,S,59005.0,59250.0,-51.85,10011.47,4
240,241,2024-08-21 00:00:00+00:00,2024-08-21 02:00:00+00:00,L,59250.0,59250.0,-10.01,10001.46,1
252,253,2024-08-22 00:00:00+00:00,2024-08-22 02:00:00+00:00,S,60936.6,60523.6,57.78,10059.24,1
253,254,2024-08-22 02:00:00+00:00,2024-08-22 04:00:00+00:00,L,60523.6,60523.6,-10.06,10049.18,1
260,270,2024-08-22 16:00:00+00:00,2024-08-23 12:00:00+00:00,S,60133.6,61089.6,-169.81,9879.37,10
270,271,2024-08-23 12:00:00+00:00,2024-08-23 14:00:00+00:00,L,61089.6,61089.6,-9.88,9869.49,1
271,272,2024-08-23 14:00:00+00:00,2024-08-23 16:00:00+00:00,S,61504.0,62975.0,-245.92,9623.57,1
272,273,2024-08-23 16:00:00+00:00,2024-08-23 18:00:00+00:00,L,62975.0,62975.0,-9.62,9613.95,1
276,282,2024-08-24 00:00:00+00:00,2024-08-24 12:00:00+00:00,S,63800.2,64192.0,-68.65,9545.29,6
282,283,2024-08-24 12:00:00+00:00,2024-08-24 14:00:00+00:00,L,64192.0,63946.3,-46.08,9499.21,1
283,285,2024-08-24 14:00:00+00:00,2024-08-24 18:00:00+00:00,S,63946.3,64186.3,-45.15,9454.06,2
285,286,2024-08-24 18:00:00+00:00,2024-08-24 20:00:00+00:00,L,64186.3,64186.3,-9.45,9444.61,1
286,296,2024-08-24 20:00:00+00:00,2024-08-25 16:00:00+00:00,S,63593.4,64114.5,-86.84,9357.77,10
296,297,2024-08-25 16:00:00+00:00,2024-08-25 18:00:00+00:00,L,64114.5,64114.5,-9.36,9348.41,1
307,312,2024-08-26 14:00:00+00:00,2024-08-27 00:00:00+00:00,S,63504.2,62970.6,69.2,9417.62,5
312,313,2024-08-27 00:00:00+00:00,2024-08-27 02:00:00+00:00,L,62970.6,62970.6,-9.42,9408.2,1
317,321,2024-08-27 10:00:00+00:00,2024-08-27 18:00:00+00:00,S,62393.8,61984.449,52.32,9460.52,4
324,325,2024-08-28 00:00:00+00:00,2024-08-28 02:00:00+00:00,L,59345.7,59345.7,-9.46,9451.05,1
332,336,2024-08-28 16:00:00+00:00,2024-08-29 00:00:00+00:00,S,58606.8,58969.1,-67.88,9383.18,4
336,337,2024-08-29 00:00:00+00:00,2024-08-29 02:00:00+00:00,L,58969.1,58969.1,-9.38,9373.8,1
338,339,2024-08-29 04:00:00+00:00,2024-08-29 06:00:00+00:00,S,59409.9,59550.0,-31.48,9342.32,1
