entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,64849.9,-239.38,9760.62,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,64849.9,-9.76,9750.85,1
12,17,2024-08-02 00:00:00+00:00,2024-08-02 10:00:00+00:00,S,64629.5,64597.8171,-4.97,9745.88,5
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,63374.6,-9.75,9736.14,1
20,24,2024-08-02 16:00:00+00:00,2024-08-03 00:00:00+00:00,S,63064.5,61288.5,264.45,10000.59,4
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61288.5,-10.0,9990.59,1
33,36,2024-08-03 18:00:00+00:00,2024-08-04 00:00:00+00:00,S,60216.3,60713.3,-92.45,9898.14,3
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,60713.3,-9.9,9888.24,1
39,41,2024-08-04 06:00:00+00:00,2024-08-04 10:00:00+00:00,S,60340.4,60870.0,-96.68,9791.56,2
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,60870.0,-9.79,9781.77,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,54396.9,618.65,10400.43,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,54396.9,-10.4,10390.03,1
53,55,2024-08-05 10:00:00+00:00,2024-08-05 14:00:00+00:00,S,51302.1,54282.8,-614.06,9775.97,2
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,54282.8,-9.78,9766.19,1
60,66,2024-08-06 00:00:00+00:00,2024-08-06 12:00:00+00:00,S,55696.7,55437.6841,35.65,9801.84,6
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,56471.3,-9.8,9792.04,1
72,84,2024-08-07 00:00:00+00:00,2024-08-08 00:00:00+00:00,S,56934.9,55456.9942,244.39,10036.43,12
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,57295.1,-10.04,10026.39,1
96,103,2024-08-09 00:00:00+00:00,2024-08-09 14:00:00+00:00,S,61367.0,60792.5748,83.83,10110.22,7
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,60814.9,-10.11,10100.11,1
120,127,2024-08-11 00:00:00+00:00,2024-08-11 14:00:00+00:00,S,61089.5,60688.1089,56.26,10156.37,7
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58562.1,-10.16,10146.21,1
141,150,2024-08-12 18:00:00+00:00,2024-08-13 12:00:00+00:00,S,59015.6,58959.0088,-0.42,10145.8,9
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,61132.5,-10.15,10135.65,1
156,161,2024-08-14 00:00:00+00:00,2024-08-14 10:00:00+00:00,S,60500.0,61255.6,-136.72,9998.93,5
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,61255.6,-10.0,9988.93,1
164,168,2024-08-14 16:00:00+00:00,2024-08-15 00:00:00+00:00,S,59131.2,59008.3621,10.76,9999.69,4
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,58165.3,-10.0,9989.69,1
178,180,2024-08-15 20:00:00+00:00,2024-08-16 00:00:00+00:00,S,57607.8,57522.1,4.87,9994.56,2
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,57522.1,-9.99,9984.57,1
192,198,2024-08-17 00:00:00+00:00,2024-08-17 12:00:00+00:00,S,59215.0,59308.0,-25.67,9958.9,6
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59308.0,-9.96,9948.94,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,59306.7,8.82,9957.76,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59306.7,-9.96,9947.81,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58525.0,-30.15,9917.66,1
216,217,2024-08-19 00:00:00+00:00,2024-08-19 02:00:00+00:00,L,58525.0,58525.0,-9.92,9907.74,1
222,223,2024-08-19 12:00:00+00:00,2024-08-19 14:00:00+00:00,S,58177.7,58511.7,-66.79,9840.95,1
223,224,2024-08-19 14:00:00+00:00,2024-08-19 16:00:00+00:00,L,58511.7,58511.7,-9.84,9831.11,1
228,235,2024-08-20 00:00:00+00:00,2024-08-20 14:00:00+00:00,S,60425.0,58804.4,253.84,10084.95,7
235,236,2024-08-20 14:00:00+00:00,2024-08-20 16:00:00+00:00,L,58804.4,58804.4,-10.08,10074.87,1
236,240,2024-08-20 16:00:00+00:00,2024-08-21 00:00:00+00:00,S,59005.0,59250.0,-51.91,10022.96,4
240,241,2024-08-21 00:00:00+00:00,2024-08-21 02:00:00+00:00,L,59250.0,59250.0,-10.02,10012.94,1
252,253,2024-08-22 00:00:00+00:00,2024-08-22 02:00:00+00:00,S,60936.6,60523.6,57.85,10070.79,1
253,254,2024-08-22 02:00:00+00:00,2024-08-22 04:00:00+00:00,L,60523.6,60523.6,-10.07,10060.71,1
260,270,2024-08-22 16:00:00+00:00,2024-08-23 12:00:00+00:00,S,60133.6,61089.6,-170.01,9890.71,10
270,271,2024-08-23 12:00:00+00:00,2024-08-23 14:00:00+00:00,L,61089.6,61089.6,-9.89,9880.82,1
271,272,2024-08-23 14:00:00+00:00,2024-08-23 16:00:00+00:00,S,61504.0,62975.0,-246.2,9634.62,1
272,273,2024-08-23 16:00:00+00:00,2024-08-23 18:00:00+00:00,L,62975.0,62975.0,-9.63,9624.98,1
276,282,2024-08-24 00:00:00+00:00,2024-08-24 12:00:00+00:00,S,63800.2,64192.0,-68.73,9556.25,6
282,283,2024-08-24 12:00:00+00:00,2024-08-24 14:00:00+00:00,L,64192.0,64192.0,-9.56,9546.69,1
283,285,2024-08-24 14:00:00+00:00,2024-08-24 18:00:00+00:00,S,63946.3,64186.3,-45.38,9501.32,2
285,286,2024-08-24 18:00:00+00:00,2024-08-24 20:00:00+00:00,L,64186.3,64186.3,-9.5,9491.82,1
286,296,2024-08-24 20:00:00+00:00,2024-08-25 16:00:00+00:00,S,63593.4,64114.5,-87.27,9404.55,10
296,297,2024-08-25 16:00:00+00:00,2024-08-25 18:00:00+00:00,L,64114.5,64114.5,-9.4,9395.14,1
307,312,2024-08-26 14:00:00+00:00,2024-08-27 00:00:00+00:00,S,63504.2,62970.6,69.55,9464.69,5
312,313,2024-08-27 00:00:00+00:00,2024-08-27 02:00:00+00:00,L,62970.6,62970.6,-9.46,9455.22,1
317,321,2024-08-27 10:00:00+00:00,2024-08-27 18:00:00+00:00,S,62393.8,61979.2245,53.37,9508.59,4
324,325,2024-08-28 00:00:00+00:00,2024-08-28 02:00:00+00:00,L,59345.7,59345.7,-9.51,9499.09,1
332,336,2024-08-28 16:00:00+00:00,2024-08-29 00:00:00+00:00,S,58606.8,58969.1,-68.22,9430.86,4
336,337,2024-08-29 00:00:00+00:00,2024-08-29 02:00:00+00:00,L,58969.1,58969.1,-9.43,9421.43,1
338,339,2024-08-29 04:00:00+00:00,2024-08-29 06:00:00+00:00,S,59409.9,59550.0,-31.64,9389.79,1
