entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
3,4,2026-05-01 06:00:00+00:00,2026-05-01 08:00:00+00:00,L,77095.0,77448.9198,35.91,10035.91,1
7,8,2026-05-01 14:00:00+00:00,2026-05-01 16:00:00+00:00,L,78414.0,78607.7109,14.76,10050.66,1
19,20,2026-05-02 14:00:00+00:00,2026-05-02 16:00:00+00:00,L,78448.0,78534.8072,1.07,10051.73,1
45,46,2026-05-04 18:00:00+00:00,2026-05-04 20:00:00+00:00,L,79998.0,80317.5446,30.1,10081.83,1
55,56,2026-05-05 14:00:00+00:00,2026-05-05 16:00:00+00:00,L,81486.0,81566.73,-0.09,10081.74,1
65,66,2026-05-06 10:00:00+00:00,2026-05-06 12:00:00+00:00,L,82479.0,82483.3558,-9.55,10072.19,1
72,75,2026-05-07 00:00:00+00:00,2026-05-07 06:00:00+00:00,L,81135.0,81662.4791,55.41,10127.6,3
84,86,2026-05-08 00:00:00+00:00,2026-05-08 04:00:00+00:00,L,79699.0,79740.1332,-4.9,10122.7,2
103,104,2026-05-09 14:00:00+00:00,2026-05-09 16:00:00+00:00,L,80480.0,80870.5472,39.0,10161.7,1
111,112,2026-05-10 06:00:00+00:00,2026-05-10 08:00:00+00:00,L,80700.0,80882.3816,12.8,10174.5,1
116,117,2026-05-10 16:00:00+00:00,2026-05-10 18:00:00+00:00,L,81421.0,81447.0559,-6.92,10167.58,1
121,122,2026-05-11 02:00:00+00:00,2026-05-11 04:00:00+00:00,L,80720.0,80945.6347,18.25,10185.84,1
127,128,2026-05-11 14:00:00+00:00,2026-05-11 16:00:00+00:00,L,81405.0,81987.476,62.7,10248.53,1
165,166,2026-05-14 18:00:00+00:00,2026-05-14 20:00:00+00:00,L,81368.0,81524.8658,9.51,10258.04,1
291,292,2026-05-25 06:00:00+00:00,2026-05-25 08:00:00+00:00,L,77366.0,77662.5573,29.06,10287.11,1
512,513,2026-06-12 16:00:00+00:00,2026-06-12 18:00:00+00:00,L,63841.0,63896.0979,-1.41,10285.7,1
519,520,2026-06-13 06:00:00+00:00,2026-06-13 08:00:00+00:00,L,63829.0,63899.9946,1.15,10286.85,1
539,540,2026-06-14 22:00:00+00:00,2026-06-15 00:00:00+00:00,L,65720.0,65861.7619,11.9,10298.76,1
546,547,2026-06-15 12:00:00+00:00,2026-06-15 14:00:00+00:00,L,66412.0,67249.7821,119.62,10418.37,1
567,568,2026-06-17 06:00:00+00:00,2026-06-17 08:00:00+00:00,L,65511.0,65539.3179,-5.91,10412.46,1
571,572,2026-06-17 14:00:00+00:00,2026-06-17 16:00:00+00:00,L,65731.0,66417.0699,98.27,10510.73,1
749,750,2026-07-02 10:00:00+00:00,2026-07-02 12:00:00+00:00,L,61365.0,62028.1168,103.07,10613.8,1
757,758,2026-07-03 02:00:00+00:00,2026-07-03 04:00:00+00:00,L,61451.0,61827.3704,54.39,10668.19,1
759,760,2026-07-03 06:00:00+00:00,2026-07-03 08:00:00+00:00,L,61788.0,61939.1361,15.43,10683.62,1
771,772,2026-07-04 06:00:00+00:00,2026-07-04 08:00:00+00:00,L,62570.0,62658.5686,4.44,10688.06,1
805,806,2026-07-07 02:00:00+00:00,2026-07-07 04:00:00+00:00,L,63189.0,63281.816,5.01,10693.07,1
844,845,2026-07-10 08:00:00+00:00,2026-07-10 10:00:00+00:00,L,64383.0,64483.8659,6.06,10699.13,1
896,897,2026-07-14 16:00:00+00:00,2026-07-14 18:00:00+00:00,L,64609.0,64687.3972,2.28,10701.41,1
906,907,2026-07-15 12:00:00+00:00,2026-07-15 14:00:00+00:00,L,65106.0,65566.5429,65.0,10766.41,1
967,968,2026-07-20 14:00:00+00:00,2026-07-20 16:00:00+00:00,L,65565.0,65589.7916,-6.7,10759.71,1
1085,1086,2026-07-30 10:00:00+00:00,2026-07-30 12:00:00+00:00,L,64747.0,65143.1516,55.07,10814.78,1
1330,1331,2026-08-19 20:00:00+00:00,2026-08-19 22:00:00+00:00,L,69714.0,69814.8931,4.84,10819.62,1
1339,1340,2026-08-20 14:00:00+00:00,2026-08-20 16:00:00+00:00,L,72453.0,72951.3356,63.6,10883.22,1
1350,1351,2026-08-21 12:00:00+00:00,2026-08-21 14:00:00+00:00,L,77278.0,77868.5916,72.29,10955.51,1
