entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
9,10,2024-08-01 18:00:00+00:00,2024-08-01 20:00:00+00:00,S,63395.7,63395.7,-10.0,9990.0,1
10,11,2024-08-01 20:00:00+00:00,2024-08-01 22:00:00+00:00,L,64849.9,64849.9,-9.99,9980.01,1
12,13,2024-08-02 00:00:00+00:00,2024-08-02 02:00:00+00:00,S,64629.5,64629.5,-9.98,9970.03,1
19,20,2024-08-02 14:00:00+00:00,2024-08-02 16:00:00+00:00,L,63374.6,63374.6,-9.97,9960.06,1
20,21,2024-08-02 16:00:00+00:00,2024-08-02 18:00:00+00:00,S,63064.5,63064.5,-9.96,9950.1,1
24,25,2024-08-03 00:00:00+00:00,2024-08-03 02:00:00+00:00,L,61288.5,61288.5,-9.95,9940.15,1
33,34,2024-08-03 18:00:00+00:00,2024-08-03 20:00:00+00:00,S,60216.3,60216.3,-9.94,9930.21,1
36,37,2024-08-04 00:00:00+00:00,2024-08-04 02:00:00+00:00,L,60713.3,60713.3,-9.93,9920.28,1
39,40,2024-08-04 06:00:00+00:00,2024-08-04 08:00:00+00:00,S,60340.4,60340.4,-9.92,9910.36,1
41,42,2024-08-04 10:00:00+00:00,2024-08-04 12:00:00+00:00,L,60870.0,60870.0,-9.91,9900.45,1
47,48,2024-08-04 22:00:00+00:00,2024-08-05 00:00:00+00:00,S,58131.6,58131.6,-9.9,9890.55,1
48,49,2024-08-05 00:00:00+00:00,2024-08-05 02:00:00+00:00,L,54396.9,54396.9,-9.89,9880.66,1
53,54,2024-08-05 10:00:00+00:00,2024-08-05 12:00:00+00:00,S,51302.1,51302.1,-9.88,9870.78,1
55,56,2024-08-05 14:00:00+00:00,2024-08-05 16:00:00+00:00,L,54282.8,54282.8,-9.87,9860.91,1
60,61,2024-08-06 00:00:00+00:00,2024-08-06 02:00:00+00:00,S,55696.7,55696.7,-9.86,9851.05,1
68,69,2024-08-06 16:00:00+00:00,2024-08-06 18:00:00+00:00,L,56471.3,56471.3,-9.85,9841.19,1
72,73,2024-08-07 00:00:00+00:00,2024-08-07 02:00:00+00:00,S,56934.9,56934.9,-9.84,9831.35,1
89,90,2024-08-08 10:00:00+00:00,2024-08-08 12:00:00+00:00,L,57295.1,57295.1,-9.83,9821.52,1
96,97,2024-08-09 00:00:00+00:00,2024-08-09 02:00:00+00:00,S,61367.0,61367.0,-9.82,9811.7,1
107,108,2024-08-09 22:00:00+00:00,2024-08-10 00:00:00+00:00,L,60814.9,60814.9,-9.81,9801.89,1
120,121,2024-08-11 00:00:00+00:00,2024-08-11 02:00:00+00:00,S,61089.5,61089.5,-9.8,9792.09,1
132,133,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+00:00,L,58562.1,58562.1,-9.79,9782.29,1
141,142,2024-08-12 18:00:00+00:00,2024-08-12 20:00:00+00:00,S,59015.6,59015.6,-9.78,9772.51,1
152,153,2024-08-13 16:00:00+00:00,2024-08-13 18:00:00+00:00,L,61132.5,61132.5,-9.77,9762.74,1
156,157,2024-08-14 00:00:00+00:00,2024-08-14 02:00:00+00:00,S,60500.0,60500.0,-9.76,9752.98,1
161,162,2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,L,61255.6,61255.6,-9.75,9743.22,1
164,165,2024-08-14 16:00:00+00:00,2024-08-14 18:00:00+00:00,S,59131.2,59131.2,-9.74,9733.48,1
168,169,2024-08-15 00:00:00+00:00,2024-08-15 02:00:00+00:00,L,58165.3,58165.3,-9.73,9723.75,1
178,179,2024-08-15 20:00:00+00:00,2024-08-15 22:00:00+00:00,S,57607.8,57607.8,-9.72,9714.02,1
180,181,2024-08-16 00:00:00+00:00,2024-08-16 02:00:00+00:00,L,57522.1,57522.1,-9.71,9704.31,1
192,193,2024-08-17 00:00:00+00:00,2024-08-17 02:00:00+00:00,S,59215.0,59215.0,-9.7,9694.61,1
198,199,2024-08-17 12:00:00+00:00,2024-08-17 14:00:00+00:00,L,59308.0,59308.0,-9.69,9684.91,1
204,205,2024-08-18 00:00:00+00:00,2024-08-18 02:00:00+00:00,S,59418.8,59418.8,-9.68,9675.23,1
205,206,2024-08-18 02:00:00+00:00,2024-08-18 04:00:00+00:00,L,59306.7,59306.7,-9.68,9665.55,1
215,216,2024-08-18 22:00:00+00:00,2024-08-19 00:00:00+00:00,S,58406.4,58406.4,-9.67,9655.89,1
216,217,2024-08-19 00:00:00+00:00,2024-08-19 02:00:00+00:00,L,58525.0,58525.0,-9.66,9646.23,1
222,223,2024-08-19 12:00:00+00:00,2024-08-19 14:00:00+00:00,S,58177.7,58177.7,-9.65,9636.58,1
223,224,2024-08-19 14:00:00+00:00,2024-08-19 16:00:00+00:00,L,58511.7,58511.7,-9.64,9626.95,1
228,229,2024-08-20 00:00:00+00:00,2024-08-20 02:00:00+00:00,S,60425.0,60425.0,-9.63,9617.32,1
235,236,2024-08-20 14:00:00+00:00,2024-08-20 16:00:00+00:00,L,58804.4,58804.4,-9.62,9607.7,1
236,237,2024-08-20 16:00:00+00:00,2024-08-20 18:00:00+00:00,S,59005.0,59005.0,-9.61,9598.09,1
240,241,2024-08-21 00:00:00+00:00,2024-08-21 02:00:00+00:00,L,59250.0,59250.0,-9.6,9588.5,1
252,253,2024-08-22 00:00:00+00:00,2024-08-22 02:00:00+00:00,S,60936.6,60936.6,-9.59,9578.91,1
253,254,2024-08-22 02:00:00+00:00,2024-08-22 04:00:00+00:00,L,60523.6,60523.6,-9.58,9569.33,1
260,261,2024-08-22 16:00:00+00:00,2024-08-22 18:00:00+00:00,S,60133.6,60133.6,-9.57,9559.76,1
270,271,2024-08-23 12:00:00+00:00,2024-08-23 14:00:00+00:00,L,61089.6,61089.6,-9.56,9550.2,1
271,272,2024-08-23 14:00:00+00:00,2024-08-23 16:00:00+00:00,S,61504.0,61504.0,-9.55,9540.65,1
272,273,2024-08-23 16:00:00+00:00,2024-08-23 18:00:00+00:00,L,62975.0,62975.0,-9.54,9531.11,1
276,277,2024-08-24 00:00:00+00:00,2024-08-24 02:00:00+00:00,S,63800.2,63800.2,-9.53,9521.58,1
282,283,2024-08-24 12:00:00+00:00,2024-08-24 14:00:00+00:00,L,64192.0,64192.0,-9.52,9512.06,1
283,284,2024-08-24 14:00:00+00:00,2024-08-24 16:00:00+00:00,S,63946.3,63946.3,-9.51,9502.54,1
285,286,2024-08-24 18:00:00+00:00,2024-08-24 20:00:00+00:00,L,64186.3,64186.3,-9.5,9493.04,1
286,287,2024-08-24 20:00:00+00:00,2024-08-24 22:00:00+00:00,S,63593.4,63593.4,-9.49,9483.55,1
296,297,2024-08-25 16:00:00+00:00,2024-08-25 18:00:00+00:00,L,64114.5,64114.5,-9.48,9474.07,1
307,308,2024-08-26 14:00:00+00:00,2024-08-26 16:00:00+00:00,S,63504.2,63504.2,-9.47,9464.59,1
312,313,2024-08-27 00:00:00+00:00,2024-08-27 02:00:00+00:00,L,62970.6,62970.6,-9.46,9455.13,1
317,318,2024-08-27 10:00:00+00:00,2024-08-27 12:00:00+00:00,S,62393.8,62393.8,-9.46,9445.67,1
324,325,2024-08-28 00:00:00+00:00,2024-08-28 02:00:00+00:00,L,59345.7,59345.7,-9.45,9436.23,1
332,333,2024-08-28 16:00:00+00:00,2024-08-28 18:00:00+00:00,S,58606.8,58606.8,-9.44,9426.79,1
336,337,2024-08-29 00:00:00+00:00,2024-08-29 02:00:00+00:00,L,58969.1,58969.1,-9.43,9417.36,1
338,339,2024-08-29 04:00:00+00:00,2024-08-29 06:00:00+00:00,S,59409.9,59409.9,-9.42,9407.95,1
339,340,2024-08-29 06:00:00+00:00,2024-08-29 08:00:00+00:00,L,59550.0,59550.0,-9.41,9398.54,1
346,347,2024-08-29 20:00:00+00:00,2024-08-29 22:00:00+00:00,S,59449.5,59449.5,-9.4,9389.14,1
348,349,2024-08-30 00:00:00+00:00,2024-08-30 02:00:00+00:00,L,59186.0,59186.0,-9.39,9379.75,1
360,361,2024-08-31 00:00:00+00:00,2024-08-31 02:00:00+00:00,S,59246.4,59246.4,-9.38,9370.37,1
372,373,2024-09-01 00:00:00+00:00,2024-09-01 02:00:00+00:00,L,58803.9,58803.9,-9.37,9361.0,1
380,381,2024-09-01 16:00:00+00:00,2024-09-01 18:00:00+00:00,S,58095.1,58095.1,-9.36,9351.64,1
381,382,2024-09-01 18:00:00+00:00,2024-09-01 20:00:00+00:00,L,58481.5,58481.5,-9.35,9342.29,1
383,384,2024-09-01 22:00:00+00:00,2024-09-02 00:00:00+00:00,S,57266.1,57266.1,-9.34,9332.94,1
384,385,2024-09-02 00:00:00+00:00,2024-09-02 02:00:00+00:00,L,57386.0,57386.0,-9.33,9323.61,1
396,397,2024-09-03 00:00:00+00:00,2024-09-03 02:00:00+00:00,S,59359.9,59359.9,-9.32,9314.29,1
408,409,2024-09-04 00:00:00+00:00,2024-09-04 02:00:00+00:00,L,56751.1,56751.1,-9.31,9304.97,1
414,415,2024-09-04 12:00:00+00:00,2024-09-04 14:00:00+00:00,S,56466.2,56466.2,-9.3,9295.67,1
415,416,2024-09-04 14:00:00+00:00,2024-09-04 16:00:00+00:00,L,58098.7,58098.7,-9.3,9286.37,1
420,421,2024-09-05 00:00:00+00:00,2024-09-05 02:00:00+00:00,S,57998.9,57998.9,-9.29,9277.09,1
421,422,2024-09-05 02:00:00+00:00,2024-09-05 04:00:00+00:00,L,57094.1,57094.1,-9.28,9267.81,1
425,426,2024-09-05 10:00:00+00:00,2024-09-05 12:00:00+00:00,S,56665.9,56665.9,-9.27,9258.54,1
435,436,2024-09-06 06:00:00+00:00,2024-09-06 08:00:00+00:00,L,55763.9,55763.9,-9.26,9249.28,1
440,441,2024-09-06 16:00:00+00:00,2024-09-06 18:00:00+00:00,S,53910.0,53910.0,-9.25,9240.03,1
444,445,2024-09-07 00:00:00+00:00,2024-09-07 02:00:00+00:00,L,53794.4,53794.4,-9.24,9230.79,1
454,455,2024-09-07 20:00:00+00:00,2024-09-07 22:00:00+00:00,S,53906.8,53906.8,-9.23,9221.56,1
460,461,2024-09-08 08:00:00+00:00,2024-09-08 10:00:00+00:00,L,54426.1,54426.1,-9.22,9212.34,1
463,464,2024-09-08 14:00:00+00:00,2024-09-08 16:00:00+00:00,S,53670.0,53670.0,-9.21,9203.13,1
464,465,2024-09-08 16:00:00+00:00,2024-09-08 18:00:00+00:00,L,54482.4,54482.4,-9.2,9193.93,1
468,469,2024-09-09 00:00:00+00:00,2024-09-09 02:00:00+00:00,S,55079.2,55079.2,-9.19,9184.73,1
474,475,2024-09-09 12:00:00+00:00,2024-09-09 14:00:00+00:00,L,55662.8,55662.8,-9.18,9175.55,1
480,481,2024-09-10 00:00:00+00:00,2024-09-10 02:00:00+00:00,S,56872.7,56872.7,-9.18,9166.37,1
483,484,2024-09-10 06:00:00+00:00,2024-09-10 08:00:00+00:00,L,57191.4,57191.4,-9.17,9157.21,1
504,505,2024-09-12 00:00:00+00:00,2024-09-12 02:00:00+00:00,S,58118.1,58118.1,-9.16,9148.05,1
512,513,2024-09-12 16:00:00+00:00,2024-09-12 18:00:00+00:00,L,58380.1,58380.1,-9.15,9138.9,1
516,517,2024-09-13 00:00:00+00:00,2024-09-13 02:00:00+00:00,S,58109.9,58109.9,-9.14,9129.76,1
525,526,2024-09-13 18:00:00+00:00,2024-09-13 20:00:00+00:00,L,59699.8,59699.8,-9.13,9120.63,1
528,529,2024-09-14 00:00:00+00:00,2024-09-14 02:00:00+00:00,S,60379.6,60379.6,-9.12,9111.51,1
552,553,2024-09-16 00:00:00+00:00,2024-09-16 02:00:00+00:00,L,58577.0,58577.0,-9.11,9102.4,1
559,560,2024-09-16 14:00:00+00:00,2024-09-16 16:00:00+00:00,S,57867.2,57867.2,-9.1,9093.3,1
564,565,2024-09-17 00:00:00+00:00,2024-09-17 02:00:00+00:00,L,57873.6,57873.6,-9.09,9084.2,1
571,572,2024-09-17 14:00:00+00:00,2024-09-17 16:00:00+00:00,S,61107.0,61107.0,-9.08,9075.12,1
