entry_i,exit_i,entry_dt,exit_dt,side,entry_px,exit_px,pnl_usd,equity,bars
1044,1045,2026-07-27 00:00:00+00:00,2026-07-27 02:00:00+00:00,S,65180.0,65088.6817,7.23,18031.22,1
1056,1057,2026-07-28 00:00:00+00:00,2026-07-28 02:00:00+00:00,L,63200.0,63345.8734,23.59,18054.8,1
1078,1080,2026-07-29 20:00:00+00:00,2026-07-30 00:00:00+00:00,S,63848.0,63599.0525,52.34,18107.07,2
1085,1086,2026-07-30 10:00:00+00:00,2026-07-30 12:00:00+00:00,L,64747.0,65143.1516,92.68,18199.75,1
1096,1097,2026-07-31 08:00:00+00:00,2026-07-31 10:00:00+00:00,S,63696.0,63591.0622,11.78,18211.54,1
1104,1105,2026-08-01 00:00:00+00:00,2026-08-01 02:00:00+00:00,L,62940.0,63069.8834,19.37,18230.91,1
1116,1117,2026-08-02 00:00:00+00:00,2026-08-02 02:00:00+00:00,S,62971.0,62945.5161,-10.85,18220.06,1
1126,1127,2026-08-02 20:00:00+00:00,2026-08-02 22:00:00+00:00,L,63560.0,63777.6773,44.18,18264.23,1
1133,1134,2026-08-03 10:00:00+00:00,2026-08-03 12:00:00+00:00,S,62534.0,62430.839,11.87,18276.1,1
1136,1137,2026-08-03 16:00:00+00:00,2026-08-03 18:00:00+00:00,L,63874.0,64041.7218,29.71,18305.81,1
1140,1141,2026-08-04 00:00:00+00:00,2026-08-04 02:00:00+00:00,S,63823.0,63637.3347,34.95,18340.76,1
1147,1148,2026-08-04 14:00:00+00:00,2026-08-04 16:00:00+00:00,L,64091.0,64144.6335,-2.99,18337.77,1
1152,1153,2026-08-05 00:00:00+00:00,2026-08-05 02:00:00+00:00,S,64304.0,64038.4484,57.39,18395.16,1
1160,1161,2026-08-05 16:00:00+00:00,2026-08-05 18:00:00+00:00,L,64730.0,64892.9945,27.93,18423.08,1
1166,1167,2026-08-06 04:00:00+00:00,2026-08-06 06:00:00+00:00,S,64865.0,64717.1753,23.56,18446.65,1
1176,1177,2026-08-07 00:00:00+00:00,2026-08-07 02:00:00+00:00,L,64393.0,64511.4598,15.49,18462.14,1
1182,1183,2026-08-07 12:00:00+00:00,2026-08-07 14:00:00+00:00,S,64985.0,64753.1666,47.4,18509.54,1
1183,1184,2026-08-07 14:00:00+00:00,2026-08-07 16:00:00+00:00,L,64876.0,65036.5453,27.3,18536.83,1
1184,1185,2026-08-07 16:00:00+00:00,2026-08-07 18:00:00+00:00,S,64736.0,64651.4165,5.68,18542.51,1
1185,1186,2026-08-07 18:00:00+00:00,2026-08-07 20:00:00+00:00,L,64919.0,65055.8575,20.55,18563.06,1
1188,1189,2026-08-08 00:00:00+00:00,2026-08-08 02:00:00+00:00,S,64885.0,64866.2985,-13.21,18549.85,1
1194,1195,2026-08-08 12:00:00+00:00,2026-08-08 14:00:00+00:00,L,64988.0,65163.1277,31.44,18581.29,1
1199,1200,2026-08-08 22:00:00+00:00,2026-08-09 00:00:00+00:00,S,64933.0,64821.1005,13.44,18594.73,1
1200,1204,2026-08-09 00:00:00+00:00,2026-08-09 08:00:00+00:00,L,64838.0,64905.4329,0.74,18595.25,4
1212,1213,2026-08-10 00:00:00+00:00,2026-08-10 02:00:00+00:00,S,65166.0,64873.7724,64.79,18660.04,1
1224,1225,2026-08-11 00:00:00+00:00,2026-08-11 02:00:00+00:00,L,64039.0,64158.2879,16.1,18676.14,1
1232,1233,2026-08-11 16:00:00+00:00,2026-08-11 18:00:00+00:00,S,63577.0,63201.3695,91.67,18767.81,1
1241,1242,2026-08-12 10:00:00+00:00,2026-08-12 12:00:00+00:00,L,64207.0,64480.7703,61.26,18829.06,1
1243,1244,2026-08-12 14:00:00+00:00,2026-08-12 16:00:00+00:00,S,63424.0,63356.4924,1.21,18830.28,1
1248,1249,2026-08-13 00:00:00+00:00,2026-08-13 02:00:00+00:00,L,63434.0,63651.9489,45.87,18876.14,1
1255,1256,2026-08-13 14:00:00+00:00,2026-08-13 16:00:00+00:00,S,63381.0,62823.3685,147.2,19023.34,1
1259,1260,2026-08-13 22:00:00+00:00,2026-08-14 00:00:00+00:00,L,63480.0,63583.2642,11.92,19035.26,1
1260,1261,2026-08-14 00:00:00+00:00,2026-08-14 02:00:00+00:00,S,63574.0,63311.6975,59.5,19094.77,1
1261,1262,2026-08-14 02:00:00+00:00,2026-08-14 04:00:00+00:00,L,63319.0,63466.5066,25.39,19120.15,1
1265,1266,2026-08-14 10:00:00+00:00,2026-08-14 12:00:00+00:00,S,62851.0,62587.4697,61.05,19181.2,1
1268,1269,2026-08-14 16:00:00+00:00,2026-08-14 18:00:00+00:00,L,62988.0,63059.4311,2.57,19183.77,1
1270,1271,2026-08-14 20:00:00+00:00,2026-08-14 22:00:00+00:00,S,62917.0,62784.2577,21.29,19205.06,1
1271,1272,2026-08-14 22:00:00+00:00,2026-08-15 00:00:00+00:00,L,63029.0,63037.0979,-16.74,19188.33,1
1272,1275,2026-08-15 00:00:00+00:00,2026-08-15 06:00:00+00:00,S,63022.0,63019.1995,-18.34,19169.84,3
1279,1280,2026-08-15 14:00:00+00:00,2026-08-15 16:00:00+00:00,L,63074.0,63087.7099,-15.0,19154.83,1
1287,1288,2026-08-16 06:00:00+00:00,2026-08-16 08:00:00+00:00,S,63040.0,62953.199,7.22,19162.05,1
1291,1292,2026-08-16 14:00:00+00:00,2026-08-16 16:00:00+00:00,L,63113.0,63364.9594,57.34,19219.39,1
