date,n_coins,long_ret_pct,short_ret_pct,gross_pct,fees_pct,net_pct,top3_coins,bottom3_coins
2024-11-23,8,0.0906,1.224,1.3145,0.09,1.2245,"CRV,XRP,DOGE","AAVE,ETH,SOL"
2024-11-24,8,-2.9383,2.1725,-0.7659,0.09,-0.8559,"XRP,CRV,ZEC","AAVE,BTC,SOL"
2024-11-25,8,-2.462,1.342,-1.12,0.09,-1.21,"CRV,XRP,AAVE","BTC,SOL,DOGE"
2024-11-26,8,6.9227,-6.3514,0.5713,0.09,0.4813,"CRV,ZEC,XRP","SOL,BTC,ETH"
2024-11-27,8,-2.7106,0.6568,-2.0538,0.09,-2.1438,"ZEC,AAVE,ETH","SOL,BTC,DOGE"
2024-11-28,8,-0.7943,-3.473,-4.2673,0.09,-4.3573,"AAVE,ZEC,ETH","SOL,DOGE,BTC"
2024-11-29,8,5.9634,1.488,7.4514,0.09,7.3614,"XRP,AAVE,ETH","SOL,DOGE,BTC"
2024-11-30,8,5.7241,-1.6732,4.0509,0.09,3.9609,"XRP,CRV,ZEC","SOL,BTC,DOGE"
2024-12-01,8,17.325,2.5967,19.9216,0.09,19.8316,"XRP,CRV,ZEC","SOL,BTC,ETH"
2024-12-02,8,3.4878,-0.9437,2.5441,0.09,2.4541,"XRP,CRV,ZEC","SOL,ETH,BTC"
2024-12-03,8,4.5146,-2.3403,2.1743,0.09,2.0843,"CRV,XRP,ZEC","SOL,BTC,ETH"
2024-12-04,8,-3.8204,-0.0062,-3.8266,0.09,-3.9166,"CRV,XRP,AAVE","SOL,BTC,DOGE"
2024-12-05,8,10.3871,-1.6745,8.7126,0.09,8.6226,"CRV,ZEC,AAVE","SOL,BTC,DOGE"
2024-12-06,8,-1.8776,-1.5933,-3.4709,0.09,-3.5609,"CRV,AAVE,ZEC","DOGE,SOL,BTC"
2024-12-07,8,0.9568,-2.163,-1.2063,0.09,-1.2963,"CRV,AAVE,ETH","ZEC,XRP,BTC"
2024-12-08,8,-10.2805,14.9392,4.6587,0.09,4.5687,"CRV,AAVE,DOGE","SOL,ZEC,XRP"
2024-12-09,8,2.0351,-2.0092,0.0258,0.09,-0.0642,"AAVE,BTC,CRV","ZEC,XRP,SOL"
2024-12-10,8,5.3792,-6.6514,-1.2721,0.09,-1.3621,"AAVE,XRP,CRV","ZEC,SOL,DOGE"
2024-12-11,8,5.9375,1.0567,6.9942,0.09,6.9042,"AAVE,BTC,XRP","ZEC,CRV,DOGE"
2024-12-12,8,-0.1705,-1.8177,-1.9882,0.09,-2.0782,"AAVE,CRV,BTC","ZEC,XRP,DOGE"
2024-12-13,8,-1.3711,2.1268,0.7557,0.09,0.6657,"AAVE,BTC,ETH","ZEC,DOGE,XRP"
2024-12-14,8,0.594,-1.8409,-1.2469,0.09,-1.3369,"AAVE,XRP,CRV","DOGE,ZEC,SOL"
2024-12-15,8,1.582,1.4288,3.0109,0.09,2.9209,"AAVE,ETH,BTC","ZEC,DOGE,XRP"
2024-12-16,8,-2.387,-1.2672,-3.6542,0.09,-3.7442,"AAVE,BTC,ETH","ZEC,CRV,SOL"
2024-12-17,8,-7.4667,10.3498,2.8831,0.09,2.7931,"XRP,BTC,ETH","CRV,ZEC,DOGE"
2024-12-18,9,-4.7883,9.5263,4.738,0.09,4.648,"XMR,BTC,XRP","CRV,ZEC,DOGE"
2024-12-19,9,1.0528,-4.2167,-3.1638,0.09,-3.2538,"BTC,XRP,XMR","CRV,DOGE,ZEC"
2024-12-20,9,-1.3202,3.7018,2.3816,0.09,2.2916,"BTC,XRP,ZEC","CRV,DOGE,SOL"
2024-12-21,9,1.7902,-2.6899,-0.8997,0.09,-0.9897,"ZEC,BTC,XRP","CRV,AAVE,DOGE"
2024-12-22,9,4.2656,-8.5237,-4.2581,0.09,-4.3481,"ZEC,BTC,XMR","CRV,DOGE,SOL"
2024-12-23,9,3.1246,-2.341,0.7836,0.09,0.6936,"ZEC,AAVE,CRV","XMR,DOGE,SOL"
2024-12-24,9,1.8351,-0.4635,1.3717,0.09,1.2817,"ZEC,CRV,AAVE","XMR,BTC,SOL"
2024-12-25,9,-7.3171,4.0312,-3.2858,0.09,-3.3758,"ZEC,CRV,AAVE","XMR,XRP,ETH"
2024-12-26,9,-6.3673,0.7786,-5.5887,0.09,-5.6787,"ZEC,CRV,AAVE","XRP,DOGE,BTC"
2024-12-27,9,6.7976,-2.33,4.4676,0.09,4.3776,"CRV,ZEC,SOL","XRP,BTC,DOGE"
2024-12-28,9,-3.9321,4.565,0.6329,0.09,0.5429,"CRV,XMR,SOL","AAVE,ZEC,XRP"
2024-12-29,9,-0.0724,2.8967,2.8243,0.09,2.7343,"XMR,SOL,ETH","ZEC,AAVE,XRP"
2024-12-30,9,-0.1076,2.1292,2.0216,0.09,1.9316,"XMR,SOL,ETH","ZEC,AAVE,XRP"
2024-12-31,9,2.251,-4.7628,-2.5118,0.09,-2.6018,"XMR,DOGE,SOL","ZEC,AAVE,CRV"
2025-01-01,9,5.1287,-2.955,2.1737,0.09,2.0837,"XRP,CRV,SOL","ZEC,AAVE,BTC"
2025-01-02,9,6.3392,-5.1945,1.1448,0.09,1.0548,"XRP,SOL,DOGE","AAVE,ZEC,CRV"
2025-01-03,9,0.6378,2.0869,2.7247,0.09,2.6347,"DOGE,XRP,SOL","ZEC,XMR,BTC"
2025-01-04,9,-1.8867,-0.1031,-1.9898,0.09,-2.0798,"DOGE,XRP,SOL","ZEC,XMR,BTC"
2025-01-05,9,-0.1812,-3.5491,-3.7303,0.09,-3.8203,"DOGE,XRP,CRV","XMR,ZEC,BTC"
2025-01-06,9,-8.6318,8.1614,-0.4704,0.09,-0.5604,"DOGE,SOL,ETH","ZEC,XMR,XRP"
2025-01-07,9,0.0143,3.9162,3.9305,0.09,3.8405,"DOGE,BTC,XMR","ZEC,CRV,AAVE"
2025-01-08,9,-4.0731,5.5352,1.4621,0.09,1.3721,"XMR,BTC,XRP","CRV,ZEC,AAVE"
2025-01-09,9,3.4393,-2.2256,1.2137,0.09,1.1237,"XMR,BTC,XRP","CRV,ZEC,AAVE"
2025-01-10,9,3.0885,-1.1808,1.9076,0.09,1.8176,"XMR,XRP,BTC","CRV,ZEC,AAVE"
2025-01-11,9,-0.713,1.3484,0.6354,0.09,0.5454,"XRP,XMR,BTC","ZEC,AAVE,CRV"
2025-01-12,9,0.6064,0.9851,1.5915,0.09,1.5015,"XRP,XMR,BTC","ZEC,CRV,SOL"
2025-01-13,9,3.2586,-3.9188,-0.6602,0.09,-0.7502,"XRP,XMR,BTC","SOL,ETH,CRV"
2025-01-14,9,11.4648,-6.9877,4.4771,0.09,4.3871,"XRP,DOGE,ZEC","ETH,SOL,BTC"
2025-01-15,9,-0.8205,-0.5678,-1.3883,0.09,-1.4783,"XRP,CRV,DOGE","XMR,ETH,BTC"
2025-01-16,9,3.1397,-5.6109,-2.4712,0.09,-2.5612,"XRP,SOL,XMR","ETH,BTC,AAVE"
2025-01-17,9,-5.7571,3.1388,-2.6183,0.09,-2.7083,"XRP,CRV,DOGE","ETH,BTC,ZEC"
2025-01-18,9,-7.6634,6.3663,-1.2971,0.09,-1.3871,"SOL,XRP,DOGE","ETH,ZEC,XMR"
2025-01-19,9,0.6501,-2.6524,-2.0023,0.09,-2.0923,"SOL,XRP,BTC","ZEC,CRV,XMR"
2025-01-20,9,5.7521,-2.9182,2.8338,0.09,2.7438,"SOL,AAVE,BTC","ZEC,CRV,DOGE"
2025-01-21,9,-2.0443,1.9352,-0.1091,0.09,-0.1991,"AAVE,SOL,BTC","ZEC,CRV,XMR"
2025-01-22,9,-1.3892,0.6887,-0.7005,0.09,-0.7905,"SOL,AAVE,BTC","CRV,DOGE,ZEC"
2025-01-23,9,-0.7268,1.6666,0.9398,0.09,0.8498,"AAVE,XMR,ETH","CRV,DOGE,ZEC"
2025-01-24,9,-0.7243,-0.489,-1.2133,0.09,-1.3033,"AAVE,XMR,XRP","CRV,DOGE,ZEC"
2025-01-25,9,-2.9726,3.4174,0.4448,0.09,0.3548,"XMR,SOL,BTC","CRV,AAVE,ZEC"
2025-01-26,9,-1.3845,2.6287,1.2442,0.09,1.1542,"XMR,ETH,BTC","AAVE,CRV,DOGE"
2025-01-27,9,-0.8514,4.5353,3.6838,0.09,3.5938,"BTC,ETH,XMR","AAVE,ZEC,SOL"
2025-01-28,9,1.5089,-2.553,-1.0442,0.09,-1.1342,"XMR,XRP,BTC","AAVE,CRV,ZEC"
2025-01-29,9,2.6366,-8.4023,-5.7657,0.09,-5.8557,"XMR,XRP,BTC","AAVE,CRV,SOL"
2025-01-30,9,-0.8482,1.6637,0.8155,0.09,0.7255,"XMR,XRP,BTC","SOL,DOGE,ZEC"
2025-01-31,9,-6.1917,8.0486,1.8568,0.09,1.7668,"XMR,AAVE,ETH","SOL,ZEC,DOGE"
2025-02-01,9,-5.2954,10.8395,5.544,0.09,5.454,"XMR,BTC,ETH","SOL,ZEC,DOGE"
2025-02-02,9,1.8414,-5.7951,-3.9537,0.09,-4.0437,"XMR,BTC,ETH","ZEC,CRV,DOGE"
2025-02-03,9,-2.4996,8.7506,6.251,0.09,6.161,"XMR,BTC,AAVE","CRV,ZEC,DOGE"
2025-02-04,9,-1.0082,1.6007,0.5925,0.09,0.5025,"XMR,BTC,SOL","CRV,ZEC,DOGE"
2025-02-05,9,-1.8434,6.1622,4.3188,0.09,4.2288,"XMR,BTC,SOL","CRV,ZEC,DOGE"
2025-02-06,9,-2.1312,-0.5502,-2.6814,0.09,-2.7714,"BTC,XMR,SOL","CRV,ZEC,DOGE"
2025-02-07,9,1.5597,-4.3789,-2.8192,0.09,-2.9092,"BTC,SOL,XRP","CRV,ZEC,ETH"
2025-02-08,9,1.163,-0.7785,0.3845,0.09,0.2945,"BTC,XMR,SOL","AAVE,CRV,DOGE"
2025-02-09,9,0.8931,-2.8839,-1.9907,0.09,-2.0807,"ZEC,CRV,XMR","AAVE,DOGE,XRP"
2025-02-10,9,-0.6167,1.6884,1.0716,0.09,0.9816,"CRV,SOL,XRP","ETH,AAVE,XMR"
2025-02-11,9,0.8165,-3.0639,-2.2474,0.09,-2.3374,"CRV,ZEC,SOL","ETH,BTC,XMR"
2025-02-12,9,-2.0837,-0.2879,-2.3716,0.09,-2.4616,"CRV,XMR,ZEC","BTC,SOL,XRP"
2025-02-13,9,3.9349,-1.8056,2.1293,0.09,2.0393,"AAVE,XRP,XMR","SOL,BTC,ETH"
2025-02-14,9,-0.9122,1.8632,0.951,0.09,0.861,"XRP,DOGE,AAVE","SOL,CRV,BTC"
2025-02-15,9,-1.2761,-0.9238,-2.1998,0.09,-2.2898,"XRP,DOGE,XMR","CRV,SOL,ZEC"
2025-02-16,9,-0.3866,1.5839,1.1973,0.09,1.1073,"XRP,DOGE,AAVE","SOL,CRV,BTC"
2025-02-17,9,-3.6845,3.7206,0.0361,0.09,-0.0539,"ZEC,XRP,XMR","SOL,CRV,DOGE"
2025-02-18,9,4.7943,-1.7293,3.0651,0.09,2.9751,"XMR,ZEC,XRP","SOL,CRV,DOGE"
2025-02-19,9,-1.5851,-2.4653,-4.0504,0.09,-4.1404,"ZEC,XMR,XRP","SOL,DOGE,AAVE"
2025-02-20,9,-5.7739,4.7814,-0.9925,0.09,-1.0825,"ZEC,CRV,AAVE","SOL,DOGE,XRP"
2025-02-21,9,1.0424,-1.6082,-0.5658,0.09,-0.6558,"ZEC,XMR,BTC","SOL,DOGE,XRP"
2025-02-22,9,0.7063,0.4466,1.153,0.09,1.063,"BTC,ETH,XMR","AAVE,DOGE,XRP"
2025-02-23,9,-11.1218,14.5407,3.4189,0.09,3.3289,"ZEC,ETH,CRV","DOGE,SOL,AAVE"
2025-02-24,9,-2.7622,0.0592,-2.703,0.09,-2.793,"BTC,XMR,ETH","DOGE,XRP,AAVE"
2025-02-25,9,0.0724,3.7108,3.7832,0.09,3.6932,"XMR,ZEC,ETH","AAVE,SOL,DOGE"
2025-02-26,9,-0.9417,-1.3125,-2.2542,0.09,-2.3442,"ZEC,CRV,XMR","SOL,AAVE,DOGE"
2025-02-27,9,1.908,0.4487,2.3567,0.09,2.2667,"ZEC,CRV,XMR","SOL,AAVE,ETH"
2025-02-28,9,0.0902,-1.0436,-0.9534,0.09,-1.0434,"ZEC,XMR,CRV","AAVE,ETH,DOGE"
2025-03-01,9,16.213,-12.5404,3.6725,0.09,3.5825,"ZEC,SOL,CRV","ETH,AAVE,BTC"
2025-03-02,9,-17.1094,9.4397,-7.6698,0.09,-7.7598,"XRP,SOL,ZEC","ETH,XMR,BTC"
2025-03-03,9,1.9683,-5.5072,-3.5389,0.09,-3.6289,"XRP,SOL,BTC","AAVE,CRV,ETH"
2025-03-04,9,1.3943,-3.905,-2.5107,0.09,-2.6007,"XRP,XMR,SOL","CRV,ETH,ZEC"
2025-03-05,9,-0.8413,4.1798,3.3385,0.09,3.2485,"XRP,AAVE,BTC","ZEC,CRV,SOL"
2025-03-06,9,-5.8228,0.85,-4.9728,0.09,-5.0628,"XRP,AAVE,BTC","ZEC,CRV,DOGE"
2025-03-07,9,0.2262,1.8205,2.0467,0.09,1.9567,"XMR,BTC,AAVE","SOL,ZEC,XRP"
2025-03-08,9,-9.7376,9.564,-0.1735,0.09,-0.2635,"AAVE,CRV,ETH","ZEC,SOL,DOGE"
2025-03-09,9,-5.0609,3.1885,-1.8724,0.09,-1.9624,"XMR,ETH,BTC","DOGE,ZEC,AAVE"
2025-03-10,9,6.9903,-6.0917,0.8986,0.09,0.8086,"XMR,BTC,CRV","DOGE,ZEC,XRP"
2025-03-11,9,0.0288,-1.3532,-1.3243,0.09,-1.4143,"CRV,XMR,BTC","DOGE,XRP,AAVE"
2025-03-12,9,-2.2255,4.4699,2.2444,0.09,2.1544,"BTC,XMR,CRV","DOGE,AAVE,ETH"
2025-03-13,9,4.1434,-4.2998,-0.1564,0.09,-0.2464,"XRP,ZEC,BTC","AAVE,ETH,DOGE"
2025-03-14,9,1.2513,-0.9126,0.3387,0.09,0.2487,"XRP,CRV,ZEC","ETH,AAVE,XMR"
2025-03-15,9,-4.346,3.1411,-1.2049,0.09,-1.2949,"XRP,SOL,CRV","AAVE,ETH,XMR"
2025-03-16,9,3.8361,-3.311,0.5251,0.09,0.4351,"ZEC,XRP,CRV","AAVE,ETH,XMR"
2025-03-17,9,-0.4328,2.421,1.9882,0.09,1.8982,"ZEC,CRV,XRP","AAVE,BTC,DOGE"
2025-03-18,9,4.9051,-6.1979,-1.2927,0.09,-1.3827,"CRV,ZEC,AAVE","XMR,XRP,SOL"
2025-03-19,9,-4.5886,2.3797,-2.2088,0.09,-2.2988,"CRV,XRP,ETH","XMR,SOL,BTC"
2025-03-20,9,-3.186,-0.2293,-3.4153,0.09,-3.5053,"CRV,ZEC,AAVE","SOL,DOGE,XMR"
2025-03-21,9,4.5429,-0.1051,4.4378,0.09,4.3478,"AAVE,CRV,ETH","ZEC,DOGE,BTC"
2025-03-22,9,2.2142,-1.8668,0.3474,0.09,0.2574,"CRV,ETH,AAVE","ZEC,DOGE,BTC"
2025-03-23,9,1.4969,-3.8554,-2.3585,0.09,-2.4485,"CRV,AAVE,XRP","ZEC,DOGE,XMR"
2025-03-24,9,-1.0528,-4.2244,-5.2772,0.09,-5.3672,"CRV,XMR,AAVE","ZEC,XRP,BTC"
2025-03-25,9,2.4146,2.4887,4.9033,0.09,4.8133,"CRV,SOL,DOGE","XRP,BTC,ETH"
2025-03-26,9,-0.4628,-1.1797,-1.6425,0.09,-1.7325,"ZEC,CRV,DOGE","XRP,AAVE,ETH"
2025-03-27,9,-6.4169,5.2835,-1.1334,0.09,-1.2234,"ZEC,CRV,DOGE","XRP,ETH,AAVE"
2025-03-28,9,-2.972,3.7986,0.8266,0.09,0.7366,"ZEC,DOGE,XMR","XRP,ETH,AAVE"
2025-03-29,9,0.0512,1.2272,1.2785,0.09,1.1885,"ZEC,XMR,CRV","XRP,ETH,AAVE"
2025-03-30,9,1.3481,0.7393,2.0873,0.09,1.9973,"ZEC,XMR,BTC","SOL,XRP,DOGE"
2025-03-31,9,2.4586,-3.6271,-1.1684,0.09,-1.2584,"ZEC,XMR,BTC","DOGE,XRP,AAVE"
2025-04-01,9,-2.8276,6.9705,4.1429,0.09,4.0529,"ZEC,BTC,XMR","AAVE,XRP,DOGE"
2025-04-02,9,0.336,0.1993,0.5353,0.09,0.4453,"ZEC,XMR,BTC","AAVE,SOL,DOGE"
2025-04-03,9,-0.4791,-3.6904,-4.1695,0.09,-4.2595,"ZEC,CRV,BTC","AAVE,SOL,DOGE"
2025-04-04,9,-2.3814,0.7918,-1.5896,0.09,-1.6796,"CRV,ZEC,DOGE","AAVE,SOL,XMR"
2025-04-05,9,-9.4241,10.5966,1.1725,0.09,1.0825,"XRP,DOGE,BTC","ZEC,AAVE,SOL"
2025-04-06,9,0.6962,-3.1424,-2.4463,0.09,-2.5363,"BTC,XMR,XRP","AAVE,CRV,ETH"
2025-04-07,9,-4.4582,1.5858,-2.8724,0.09,-2.9624,"BTC,XMR,XRP","ETH,AAVE,ZEC"
2025-04-08,9,4.8142,-13.9804,-9.1663,0.09,-9.2563,"ZEC,BTC,XMR","ETH,AAVE,XRP"
2025-04-09,9,-0.5206,3.9808,3.4602,0.09,3.3702,"CRV,BTC,SOL","ETH,ZEC,DOGE"
2025-04-10,9,3.8225,-3.529,0.2935,0.09,0.2035,"CRV,ZEC,BTC","ETH,AAVE,DOGE"
2025-04-11,9,5.5296,-2.1963,3.3332,0.09,3.2432,"CRV,SOL,DOGE","ETH,ZEC,XMR"
2025-04-12,9,-2.9548,2.2376,-0.7172,0.09,-0.8072,"CRV,SOL,XRP","XMR,ETH,BTC"
2025-04-13,9,-0.2932,1.1314,0.8382,0.09,0.7482,"CRV,SOL,XRP","ZEC,XMR,ETH"
2025-04-14,9,-0.8905,1.9828,1.0923,0.09,1.0023,"CRV,SOL,XMR","ZEC,AAVE,ETH"
2025-04-15,9,1.8586,-0.5036,1.3549,0.09,1.2649,"SOL,XMR,XRP","ZEC,DOGE,AAVE"
2025-04-16,9,-0.8598,-1.0413,-1.9011,0.09,-1.9911,"SOL,XMR,CRV","ZEC,DOGE,AAVE"
2025-04-17,9,-0.6557,-0.4624,-1.1181,0.09,-1.2081,"XMR,SOL,BTC","ZEC,DOGE,AAVE"
2025-04-18,9,1.7922,-1.2526,0.5396,0.09,0.4496,"XMR,SOL,BTC","ZEC,DOGE,XRP"
2025-04-19,9,-1.3477,1.1289,-0.2188,0.09,-0.3088,"SOL,CRV,AAVE","XRP,DOGE,ETH"
2025-04-20,9,-0.5022,-0.1708,-0.673,0.09,-0.763,"SOL,AAVE,CRV","XMR,XRP,ETH"
2025-04-21,9,8.7964,-9.4431,-0.6467,0.09,-0.7367,"AAVE,BTC,SOL","CRV,XMR,XRP"
2025-04-22,9,0.4663,-1.8095,-1.3432,0.09,-1.4332,"DOGE,CRV,AAVE","XMR,XRP,ZEC"
2025-04-23,9,0.2077,-0.7953,-0.5876,0.09,-0.6776,"AAVE,DOGE,ETH","XMR,XRP,CRV"
2025-04-24,9,-0.6488,0.4072,-0.2416,0.09,-0.3316,"AAVE,DOGE,CRV","XMR,XRP,ZEC"
2025-04-25,9,0.9524,-0.1445,0.8079,0.09,0.7179,"AAVE,DOGE,CRV","XRP,XMR,SOL"
2025-04-26,9,-2.244,-0.5895,-2.8335,0.09,-2.9235,"AAVE,ETH,DOGE","XRP,XMR,ZEC"
2025-04-27,9,3.6127,-2.7988,0.8138,0.09,0.7238,"AAVE,XMR,ETH","CRV,ZEC,SOL"
2025-04-28,9,-0.3835,0.4958,0.1123,0.09,0.0223,"XMR,ZEC,XRP","SOL,CRV,AAVE"
2025-04-29,9,0.255,-3.3356,-3.0805,0.09,-3.1705,"XMR,ETH,XRP","CRV,DOGE,SOL"
2025-04-30,9,0.1792,-4.1143,-3.9351,0.09,-4.0251,"XMR,CRV,ZEC","DOGE,SOL,AAVE"
2025-05-01,9,1.2488,-0.5477,0.7011,0.09,0.6111,"XMR,ZEC,CRV","DOGE,AAVE,ETH"
2025-05-02,9,-2.2721,1.7086,-0.5636,0.09,-0.6536,"XMR,CRV,ZEC","XRP,SOL,DOGE"
2025-05-03,9,-1.7308,2.089,0.3582,0.09,0.2682,"CRV,AAVE,XMR","XRP,DOGE,SOL"
2025-05-04,9,1.0806,-0.2446,0.8359,0.09,0.7459,"CRV,AAVE,XMR","XRP,DOGE,SOL"
2025-05-05,9,1.508,-0.0006,1.5073,0.09,1.4173,"AAVE,ZEC,ETH","CRV,XRP,DOGE"
2025-05-06,9,0.8548,0.9726,1.8273,0.09,1.7373,"XMR,AAVE,ZEC","DOGE,CRV,XRP"
2025-05-07,9,5.318,-13.2099,-7.8919,0.09,-7.9819,"ZEC,XMR,BTC","CRV,DOGE,XRP"
2025-05-08,9,2.7776,-2.0566,0.721,0.09,0.631,"ETH,ZEC,AAVE","XRP,BTC,XMR"
2025-05-09,9,13.5443,-4.8669,8.6773,0.09,8.5873,"ETH,AAVE,DOGE","XRP,BTC,CRV"
2025-05-10,9,-4.5611,1.0456,-3.5156,0.09,-3.6056,"DOGE,ETH,AAVE","BTC,XRP,XMR"
2025-05-11,9,-0.2211,-0.8392,-1.0604,0.09,-1.1504,"ETH,DOGE,AAVE","BTC,XRP,CRV"
2025-05-12,9,6.0029,-0.0774,5.9255,0.09,5.8355,"ETH,DOGE,AAVE","BTC,ZEC,CRV"
2025-05-13,9,-3.0021,2.8045,-0.1976,0.09,-0.2876,"DOGE,ETH,AAVE","CRV,BTC,ZEC"
2025-05-14,9,-4.8703,1.5435,-3.3268,0.09,-3.4168,"DOGE,ETH,XRP","CRV,ZEC,BTC"
2025-05-15,9,-0.4264,0.067,-0.3594,0.09,-0.4494,"XMR,BTC,ETH","CRV,DOGE,SOL"
2025-05-16,9,-1.73,1.9625,0.2326,0.09,0.1426,"AAVE,ETH,XMR","CRV,ZEC,DOGE"
2025-05-17,9,2.615,-2.9812,-0.3663,0.09,-0.4563,"BTC,AAVE,XMR","CRV,ZEC,XRP"
2025-05-18,9,2.5122,1.5835,4.0957,0.09,4.0057,"BTC,XMR,AAVE","CRV,ETH,XRP"
2025-05-19,9,2.8577,-1.8088,1.0489,0.09,0.9589,"AAVE,BTC,XMR","CRV,XRP,SOL"
2025-05-20,9,3.7763,-2.3807,1.3957,0.09,1.3057,"AAVE,XMR,DOGE","ZEC,XRP,ETH"
2025-05-21,9,4.0107,-3.1295,0.8812,0.09,0.7912,"XMR,AAVE,CRV","ETH,XRP,SOL"
2025-05-22,9,-3.2259,4.6953,1.4694,0.09,1.3794,"CRV,ZEC,AAVE","XRP,ETH,SOL"
2025-05-23,9,2.2445,-0.837,1.4075,0.09,1.3175,"XMR,ZEC,CRV","XRP,DOGE,SOL"
2025-05-24,9,4.4382,-0.4045,4.0337,0.09,3.9437,"ZEC,XMR,CRV","XRP,ETH,DOGE"
2025-05-25,9,-1.5573,0.1142,-1.4432,0.09,-1.5332,"ZEC,XMR,CRV","DOGE,XRP,ETH"
2025-05-26,9,-0.9808,0.0623,-0.9185,0.09,-1.0085,"ZEC,AAVE,CRV","XRP,DOGE,BTC"
2025-05-27,9,0.3542,1.2301,1.5843,0.09,1.4943,"ZEC,AAVE,ETH","DOGE,CRV,XRP"
2025-05-28,9,-2.4966,2.6784,0.1817,0.09,0.0917,"ZEC,ETH,AAVE","XMR,CRV,DOGE"
2025-05-29,9,-5.4659,6.7645,1.2986,0.09,1.2086,"ZEC,ETH,BTC","XMR,SOL,DOGE"
2025-05-30,9,-0.3916,-1.7901,-2.1816,0.09,-2.2716,"ETH,BTC,AAVE","XMR,DOGE,ZEC"
2025-05-31,9,0.5869,-3.3037,-2.7168,0.09,-2.8068,"ETH,BTC,XRP","XMR,DOGE,CRV"
