trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-001,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-54ebdd31f2c818f2-1608,MARKET,SELL,2.801811,GTC,False,False,2.801811,TAKER,21414.72,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b6e8124c-5ca2-41e5-879a-0704f9dbd251,2022-08-23 17:00:00+00:00,2022-08-23 17:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-002,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-ecf22271ea6b9ea3-3281,MARKET,BUY,2.801811,GTC,True,False,2.801811,TAKER,21303.070000000003,0.0,['35.81000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,9a452fb6-76b1-497f-9d56-a163ff9c0cd5,2022-09-10 03:00:00+00:00,2022-09-10 03:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-003,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-8395283717ef8ff8-3402,MARKET,BUY,2.777263,GTC,False,False,2.777263,TAKER,21604.0,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,65c02df5-8527-4af5-b274-6f1c079527f4,2022-09-11 09:00:00+00:00,2022-09-11 09:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-004,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-4ac74b0da2ee665f-3911,MARKET,SELL,2.777263,GTC,True,False,2.777263,TAKER,19535.54,0.0,['32.55000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ec8d5c41-2117-427d-93d5-e194e0994d49,2022-09-16 16:00:00+00:00,2022-09-16 16:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-005,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-4c61885ea9657d02-4004,MARKET,SELL,3.005509,GTC,False,False,3.005509,TAKER,19963.34,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c38376c8-7e95-484a-9fcb-91ae3a453b73,2022-09-17 15:00:00+00:00,2022-09-17 15:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-006,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-ec6c238dc279843e-5236,MARKET,BUY,3.005509,GTC,True,False,3.005509,TAKER,19436.289999999997,0.0,['35.05000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,75426f6b-1886-4897-b08f-ae9e74e1ee9f,2022-09-30 11:00:00+00:00,2022-09-30 11:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-007,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-f4aba3aa11492037-5693,MARKET,BUY,2.970485,GTC,False,False,2.970485,TAKER,20198.72,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,c5f7c524-f7fa-4aa7-b5f9-a04b60b0b658,2022-10-05 05:00:00+00:00,2022-10-05 05:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-008,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-3cd33226aba500d2-6206,MARKET,SELL,2.970485,GTC,True,False,2.970485,TAKER,19315.809999999998,0.0,['34.43000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,0b7eb469-e9a6-47c9-a12b-44e992d285de,2022-10-10 13:00:00+00:00,2022-10-10 13:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-009,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-7bfbfbc97dc0e95a-6439,MARKET,SELL,3.132255,GTC,False,False,3.132255,TAKER,19155.53,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,38469ab0-a310-44ea-9c41-24ae7b19d17e,2022-10-12 23:00:00+00:00,2022-10-12 23:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-010,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-558333e16f43e27c-6600,MARKET,BUY,3.132255,GTC,True,False,3.132255,TAKER,19358.59,0.0,['36.38000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,2e44a221-9425-448e-adc9-fe01c7eb2919,2022-10-14 15:00:00+00:00,2022-10-14 15:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-011,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-bcc526e1f54f9a73-6661,MARKET,SELL,3.130184,GTC,False,False,3.130184,TAKER,19168.2,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,acb540de-785a-47a9-b92f-fc6dc6137f8a,2022-10-15 06:00:00+00:00,2022-10-15 06:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-012,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-64541052260cff13-6910,MARKET,BUY,3.130184,GTC,True,False,3.130184,TAKER,19526.969999999998,0.0,['36.67000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,b6acf3f7-4885-42b2-aa2a-6a5ef3d26771,2022-10-17 20:00:00+00:00,2022-10-17 20:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-013,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-9d677f5e9ef0e3eb-7231,MARKET,SELL,3.150026,GTC,False,False,3.150026,TAKER,19047.46,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a3034227-1d70-4256-9cb8-7a10e5197675,2022-10-21 04:00:00+00:00,2022-10-21 04:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-014,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-d626fe3a26e609bb-7520,MARKET,BUY,3.150026,GTC,True,False,3.150026,TAKER,19336.06,0.0,['36.55000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,ca8368c2-1674-4027-82ca-5d779c1ee7da,2022-10-24 04:00:00+00:00,2022-10-24 04:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-015,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-6b26ef95b690030e-7729,MARKET,BUY,2.902612,GTC,False,False,2.902612,TAKER,20671.04,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,238c76b1-6e24-42fd-a672-799f8c0649e8,2022-10-26 08:00:00+00:00,2022-10-26 08:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-016,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-53bec02a1f489db9-9038,MARKET,SELL,2.902612,GTC,True,False,2.902612,TAKER,18547.230000000003,0.0,['32.30000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,3e41984a-cbae-458f-85a6-15ab253b1e1d,2022-11-08 23:00:00+00:00,2022-11-08 23:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-017,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-e395d18946c68f42-9079,MARKET,SELL,3.377620,GTC,False,False,3.377620,TAKER,17763.99,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a7f30d35-b566-4ea0-95fe-b3adc852a1af,2022-11-09 09:00:00+00:00,2022-11-09 09:00:00+00:00
TESTER-001,TrendFollowStrategy-000,BTC/USDT.SIM,SIM-1-018,BTC/USDT.SIM-TrendFollowStrategy-000,SIM-001,T-63156ef28cb9e0b7-10719,MARKET,BUY,3.377620,GTC,True,False,3.377620,TAKER,16580.31,0.0,['33.60000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,a44fefe3-32b7-4cb2-aa91-9597d73c10d8,2022-11-26 11:00:00+00:00,2022-11-26 11:00:00+00:00
