timestamp,open,high,low,close,volume
2022-08-08 04:00:00+00:00,23306.62000000,23359.76000000,23278.14000000,23341.39000000,3286.07098000
2022-08-08 05:00:00+00:00,23341.39000000,23467.00000000,23331.32000000,23430.31000000,5607.63136000
2022-08-08 06:00:00+00:00,23430.31000000,23792.86000000,23430.31000000,23729.49000000,12470.75605000
2022-08-08 07:00:00+00:00,23729.49000000,23852.43000000,23682.07000000,23807.68000000,8748.39534000
2022-08-08 08:00:00+00:00,23807.53000000,24175.07000000,23771.01000000,24133.46000000,13627.83376000
2022-08-08 09:00:00+00:00,24133.46000000,24189.43000000,24056.11000000,24090.38000000,8309.32898000
2022-08-08 10:00:00+00:00,24092.18000000,24120.00000000,24000.00000000,24061.06000000,6079.56013000
2022-08-08 11:00:00+00:00,24059.74000000,24182.30000000,24013.28000000,24166.12000000,6571.67230000
2022-08-08 12:00:00+00:00,24166.12000000,24245.00000000,24066.87000000,24122.21000000,9789.32861000
2022-08-08 13:00:00+00:00,24122.21000000,24211.99000000,24007.55000000,24160.36000000,10084.78142000
2022-08-08 14:00:00+00:00,24160.27000000,24222.61000000,24076.53000000,24145.76000000,7953.67072000
2022-08-08 15:00:00+00:00,24147.52000000,24211.42000000,23892.57000000,23991.38000000,10586.66334000
2022-08-08 16:00:00+00:00,23991.38000000,24011.93000000,23841.60000000,23939.66000000,8293.61230000
2022-08-08 17:00:00+00:00,23939.66000000,23992.78000000,23901.22000000,23964.99000000,5105.45098000
2022-08-08 18:00:00+00:00,23963.73000000,23982.23000000,23875.44000000,23917.89000000,5251.72465000
2022-08-08 19:00:00+00:00,23917.89000000,23957.63000000,23793.33000000,23926.83000000,5680.72939000
2022-08-08 20:00:00+00:00,23926.84000000,24104.55000000,23908.96000000,24066.49000000,5167.76470000
2022-08-08 21:00:00+00:00,24066.49000000,24068.31000000,23762.38000000,23850.33000000,5725.46482000
2022-08-08 22:00:00+00:00,23850.33000000,23854.47000000,23670.88000000,23813.39000000,8402.25738000
2022-08-08 23:00:00+00:00,23813.39000000,23922.70000000,23755.36000000,23810.00000000,6159.61282000
2022-08-09 00:00:00+00:00,23810.98000000,23869.96000000,23727.95000000,23794.00000000,3670.44373000
2022-08-09 01:00:00+00:00,23792.61000000,23839.16000000,23708.31000000,23733.96000000,4295.21852000
2022-08-09 02:00:00+00:00,23732.97000000,23815.95000000,23626.87000000,23807.74000000,4397.15516000
2022-08-09 03:00:00+00:00,23807.74000000,23849.00000000,23776.98000000,23828.96000000,3011.61828000
2022-08-09 04:00:00+00:00,23828.98000000,23904.26000000,23792.11000000,23884.91000000,3468.44144000
2022-08-09 05:00:00+00:00,23884.91000000,23933.25000000,23850.00000000,23873.74000000,3399.98472000
2022-08-09 06:00:00+00:00,23873.74000000,23881.22000000,23754.51000000,23849.80000000,4878.56752000
2022-08-09 07:00:00+00:00,23849.80000000,23906.78000000,23815.49000000,23878.12000000,4877.78561000
2022-08-09 08:00:00+00:00,23878.12000000,23890.47000000,23768.04000000,23777.27000000,4791.64287000
2022-08-09 09:00:00+00:00,23777.27000000,23829.00000000,23470.00000000,23472.62000000,10055.90053000
2022-08-09 10:00:00+00:00,23472.62000000,23531.87000000,23336.15000000,23350.39000000,11390.69368000
2022-08-09 11:00:00+00:00,23350.39000000,23414.35000000,23182.55000000,23263.92000000,10167.91590000
2022-08-09 12:00:00+00:00,23263.34000000,23307.30000000,23200.27000000,23244.76000000,6710.68571000
2022-08-09 13:00:00+00:00,23245.15000000,23327.07000000,23012.85000000,23068.42000000,10670.07679000
2022-08-09 14:00:00+00:00,23068.42000000,23125.15000000,22865.00000000,23098.85000000,11832.48045000
2022-08-09 15:00:00+00:00,23098.85000000,23157.89000000,23029.15000000,23075.00000000,5970.90076000
2022-08-09 16:00:00+00:00,23075.00000000,23120.00000000,22988.09000000,23071.96000000,6820.89382000
2022-08-09 17:00:00+00:00,23071.96000000,23132.11000000,22970.00000000,23053.98000000,5990.06509000
2022-08-09 18:00:00+00:00,23053.98000000,23073.96000000,22986.00000000,23053.55000000,4731.44269000
2022-08-09 19:00:00+00:00,23051.41000000,23098.00000000,23006.00000000,23053.82000000,4886.07604000
2022-08-09 20:00:00+00:00,23053.82000000,23184.97000000,23050.00000000,23137.35000000,4211.54854000
2022-08-09 21:00:00+00:00,23137.35000000,23217.57000000,23123.47000000,23191.60000000,3433.90433000
2022-08-09 22:00:00+00:00,23191.60000000,23265.00000000,23117.92000000,23170.32000000,5250.19970000
2022-08-09 23:00:00+00:00,23170.32000000,23242.23000000,23133.31000000,23149.95000000,4268.86670000
2022-08-10 00:00:00+00:00,23151.32000000,23151.32000000,22664.69000000,22771.87000000,10395.73294000
2022-08-10 01:00:00+00:00,22771.87000000,22949.09000000,22761.11000000,22886.25000000,6410.81259000
2022-08-10 02:00:00+00:00,22885.90000000,22924.40000000,22760.00000000,22913.53000000,5552.14915000
2022-08-10 03:00:00+00:00,22913.53000000,22939.52000000,22850.00000000,22863.75000000,4963.69170000
2022-08-10 04:00:00+00:00,22863.75000000,23004.52000000,22849.46000000,22943.35000000,6023.37880000
2022-08-10 05:00:00+00:00,22941.32000000,22966.62000000,22880.00000000,22900.86000000,3574.64105000
2022-08-10 06:00:00+00:00,22899.26000000,22954.92000000,22829.17000000,22936.65000000,4249.58912000
2022-08-10 07:00:00+00:00,22936.65000000,23011.50000000,22923.00000000,22963.67000000,4876.86095000
2022-08-10 08:00:00+00:00,22963.67000000,23139.00000000,22961.96000000,23103.30000000,6759.17325000
2022-08-10 09:00:00+00:00,23103.30000000,23129.58000000,23025.49000000,23082.32000000,4950.37770000
2022-08-10 10:00:00+00:00,23083.81000000,23091.18000000,22983.08000000,23064.45000000,5176.68425000
2022-08-10 11:00:00+00:00,23063.68000000,23204.00000000,23047.49000000,23123.95000000,6532.65401000
2022-08-10 12:00:00+00:00,23122.36000000,24056.22000000,23004.58000000,23985.18000000,31921.89109000
2022-08-10 13:00:00+00:00,23983.92000000,24178.00000000,23852.83000000,24018.75000000,20489.71161000
2022-08-10 14:00:00+00:00,24016.31000000,24082.20000000,23830.05000000,24002.48000000,13222.85120000
2022-08-10 15:00:00+00:00,24003.48000000,24078.00000000,23917.52000000,23997.10000000,8853.00313000
2022-08-10 16:00:00+00:00,23997.10000000,24092.52000000,23930.39000000,23960.18000000,8070.99525000
2022-08-10 17:00:00+00:00,23960.18000000,23969.36000000,23826.50000000,23915.64000000,6276.28374000
2022-08-10 18:00:00+00:00,23915.50000000,23931.25000000,23475.40000000,23598.15000000,12118.61698000
2022-08-10 19:00:00+00:00,23599.87000000,23708.81000000,23539.00000000,23638.95000000,7784.84531000
2022-08-10 20:00:00+00:00,23638.95000000,23938.86000000,23622.96000000,23893.94000000,8131.18695000
2022-08-10 21:00:00+00:00,23893.94000000,24226.00000000,23771.43000000,23958.64000000,10242.63292000
2022-08-10 22:00:00+00:00,23957.96000000,24026.37000000,23803.35000000,23842.75000000,7363.89991000
2022-08-10 23:00:00+00:00,23842.75000000,23967.61000000,23820.15000000,23954.05000000,4974.88593000
2022-08-11 00:00:00+00:00,23954.05000000,24095.12000000,23912.39000000,24049.93000000,9388.17867000
2022-08-11 01:00:00+00:00,24051.88000000,24491.22000000,24042.51000000,24436.84000000,15005.35791000
2022-08-11 02:00:00+00:00,24438.33000000,24463.64000000,24195.23000000,24263.85000000,10104.42527000
2022-08-11 03:00:00+00:00,24263.85000000,24379.46000000,24210.01000000,24324.38000000,9192.78626000
2022-08-11 04:00:00+00:00,24324.37000000,24543.35000000,24287.47000000,24520.24000000,7926.17778000
2022-08-11 05:00:00+00:00,24520.24000000,24660.00000000,24473.29000000,24559.66000000,12084.67354000
2022-08-11 06:00:00+00:00,24558.36000000,24621.41000000,24478.01000000,24542.61000000,9129.70517000
2022-08-11 07:00:00+00:00,24541.44000000,24745.00000000,24355.78000000,24431.88000000,13170.88662000
2022-08-11 08:00:00+00:00,24431.88000000,24555.52000000,24345.08000000,24524.03000000,9622.50246000
2022-08-11 09:00:00+00:00,24523.65000000,24538.00000000,24438.00000000,24441.13000000,6872.76512000
2022-08-11 10:00:00+00:00,24441.13000000,24522.24000000,24381.23000000,24478.30000000,7042.18802000
2022-08-11 11:00:00+00:00,24479.06000000,24685.20000000,24462.98000000,24559.37000000,8048.80257000
2022-08-11 12:00:00+00:00,24559.37000000,24918.54000000,24531.05000000,24862.02000000,21539.67028000
2022-08-11 13:00:00+00:00,24862.02000000,24880.00000000,24528.29000000,24731.75000000,17003.95162000
2022-08-11 14:00:00+00:00,24731.75000000,24869.50000000,24425.63000000,24562.81000000,15228.35452000
2022-08-11 15:00:00+00:00,24564.56000000,24584.58000000,24280.18000000,24343.68000000,14144.76186000
2022-08-11 16:00:00+00:00,24343.68000000,24416.50000000,24245.00000000,24339.41000000,11372.35735000
2022-08-11 17:00:00+00:00,24339.41000000,24418.50000000,24279.72000000,24342.78000000,7994.18853000
2022-08-11 18:00:00+00:00,24342.78000000,24344.57000000,24081.22000000,24148.75000000,12435.40589000
2022-08-11 19:00:00+00:00,24147.63000000,24229.29000000,24081.23000000,24221.81000000,7238.87251000
2022-08-11 20:00:00+00:00,24222.73000000,24239.02000000,24037.58000000,24203.27000000,6654.43949000
2022-08-11 21:00:00+00:00,24202.28000000,24334.46000000,24045.00000000,24183.29000000,5233.68242000
2022-08-11 22:00:00+00:00,24183.30000000,24210.00000000,23890.67000000,23893.28000000,6780.18165000
2022-08-11 23:00:00+00:00,23893.27000000,23962.11000000,23852.13000000,23934.39000000,6545.48006000
2022-08-12 00:00:00+00:00,23933.09000000,24009.67000000,23761.84000000,23964.37000000,9059.49709000
2022-08-12 01:00:00+00:00,23965.31000000,24000.00000000,23853.65000000,23906.32000000,5679.14504000
2022-08-12 02:00:00+00:00,23906.32000000,24097.97000000,23795.41000000,24011.51000000,8748.23494000
2022-08-12 03:00:00+00:00,24011.51000000,24070.44000000,23940.00000000,24010.11000000,5624.02904000
2022-08-12 04:00:00+00:00,24011.25000000,24048.61000000,23911.12000000,23931.99000000,4767.96955000
2022-08-12 05:00:00+00:00,23930.73000000,24060.00000000,23925.36000000,23949.96000000,5395.21516000
2022-08-12 06:00:00+00:00,23949.96000000,23990.00000000,23880.00000000,23952.26000000,5385.59385000
2022-08-12 07:00:00+00:00,23953.22000000,23985.41000000,23907.29000000,23960.99000000,5173.40664000
2022-08-12 08:00:00+00:00,23960.99000000,23999.70000000,23910.48000000,23920.97000000,5017.63517000
2022-08-12 09:00:00+00:00,23920.18000000,24143.00000000,23900.00000000,23983.42000000,8653.42865000
2022-08-12 10:00:00+00:00,23983.42000000,24001.17000000,23707.31000000,23747.98000000,10262.91146000
2022-08-12 11:00:00+00:00,23749.73000000,23813.38000000,23583.00000000,23672.99000000,9960.49893000
2022-08-12 12:00:00+00:00,23672.98000000,23807.56000000,23653.66000000,23782.64000000,7279.57607000
2022-08-12 13:00:00+00:00,23782.64000000,23900.00000000,23721.20000000,23829.49000000,11983.98680000
2022-08-12 14:00:00+00:00,23828.98000000,23873.34000000,23704.78000000,23814.72000000,10108.03924000
2022-08-12 15:00:00+00:00,23814.72000000,24012.21000000,23802.92000000,23980.66000000,8219.50846000
2022-08-12 16:00:00+00:00,23979.58000000,24085.17000000,23952.03000000,23990.84000000,7039.48699000
2022-08-12 17:00:00+00:00,23989.52000000,24053.51000000,23979.00000000,24009.06000000,4368.54123000
2022-08-12 18:00:00+00:00,24009.06000000,24271.58000000,23980.30000000,24124.64000000,8212.91986000
2022-08-12 19:00:00+00:00,24124.64000000,24256.79000000,24119.69000000,24177.57000000,6775.28142000
2022-08-12 20:00:00+00:00,24177.57000000,24286.61000000,24048.29000000,24225.20000000,6970.61459000
2022-08-12 21:00:00+00:00,24225.20000000,24247.68000000,24091.78000000,24114.68000000,3236.98124000
2022-08-12 22:00:00+00:00,24115.61000000,24249.55000000,24073.97000000,24239.17000000,5520.52652000
2022-08-12 23:00:00+00:00,24239.13000000,24456.50000000,24202.48000000,24403.68000000,10764.54246000
2022-08-13 00:00:00+00:00,24401.70000000,24495.08000000,24334.37000000,24485.12000000,7300.96803000
2022-08-13 01:00:00+00:00,24483.47000000,24600.02000000,24437.59000000,24554.47000000,8509.65975000
2022-08-13 02:00:00+00:00,24555.04000000,24696.00000000,24513.26000000,24681.25000000,6174.19326000
2022-08-13 03:00:00+00:00,24681.25000000,24811.24000000,24597.05000000,24796.53000000,11509.08262000
2022-08-13 04:00:00+00:00,24796.53000000,24839.95000000,24694.00000000,24731.22000000,7238.36758000
2022-08-13 05:00:00+00:00,24731.22000000,24750.01000000,24653.51000000,24710.86000000,6149.78176000
2022-08-13 06:00:00+00:00,24711.58000000,24888.00000000,24602.92000000,24651.64000000,9257.63284000
2022-08-13 07:00:00+00:00,24651.64000000,24705.82000000,24552.13000000,24572.12000000,6441.70908000
2022-08-13 08:00:00+00:00,24574.03000000,24653.48000000,24364.59000000,24404.68000000,8062.08222000
2022-08-13 09:00:00+00:00,24404.68000000,24648.95000000,24356.11000000,24584.04000000,8325.69363000
2022-08-13 10:00:00+00:00,24584.04000000,24602.88000000,24413.13000000,24498.92000000,8650.82084000
2022-08-13 11:00:00+00:00,24499.88000000,24505.98000000,24291.22000000,24435.91000000,6014.12945000
2022-08-13 12:00:00+00:00,24435.91000000,24477.00000000,24300.00000000,24441.92000000,4731.15191000
2022-08-13 13:00:00+00:00,24443.41000000,24528.25000000,24412.22000000,24461.56000000,4784.45913000
2022-08-13 14:00:00+00:00,24461.56000000,24532.59000000,24422.34000000,24470.51000000,5068.84679000
2022-08-13 15:00:00+00:00,24470.51000000,24600.88000000,24439.00000000,24512.66000000,6752.20796000
2022-08-13 16:00:00+00:00,24512.66000000,24563.98000000,24451.22000000,24482.84000000,5523.24411000
2022-08-13 17:00:00+00:00,24482.78000000,24578.20000000,24459.57000000,24572.21000000,4590.52992000
2022-08-13 18:00:00+00:00,24570.63000000,24593.37000000,24393.89000000,24453.92000000,5864.76524000
2022-08-13 19:00:00+00:00,24452.10000000,24497.48000000,24336.16000000,24398.56000000,5173.25706000
2022-08-13 20:00:00+00:00,24398.56000000,24506.10000000,24319.09000000,24486.13000000,5106.42628000
2022-08-13 21:00:00+00:00,24484.91000000,24545.00000000,24455.70000000,24498.46000000,3010.83867000
2022-08-13 22:00:00+00:00,24498.46000000,24525.70000000,24384.10000000,24387.08000000,3989.24447000
2022-08-13 23:00:00+00:00,24386.27000000,24495.00000000,24360.00000000,24441.38000000,4623.16175000
2022-08-14 00:00:00+00:00,24443.06000000,24518.06000000,24343.30000000,24510.36000000,5129.26220000
2022-08-14 01:00:00+00:00,24511.39000000,24640.00000000,24407.37000000,24586.30000000,8840.28097000
2022-08-14 02:00:00+00:00,24584.79000000,24615.36000000,24500.16000000,24595.77000000,4133.29423000
2022-08-14 03:00:00+00:00,24595.77000000,24625.00000000,24538.85000000,24570.02000000,3896.43245000
2022-08-14 04:00:00+00:00,24570.33000000,24641.97000000,24500.00000000,24567.47000000,5088.45774000
2022-08-14 05:00:00+00:00,24567.46000000,24619.14000000,24522.74000000,24588.64000000,4307.97934000
2022-08-14 06:00:00+00:00,24588.64000000,24680.85000000,24582.43000000,24676.74000000,5004.67013000
2022-08-14 07:00:00+00:00,24676.73000000,25047.56000000,24666.12000000,24873.32000000,15098.05591000
2022-08-14 08:00:00+00:00,24873.32000000,24883.24000000,24594.83000000,24657.09000000,11430.49500000
2022-08-14 09:00:00+00:00,24655.85000000,24795.36000000,24623.09000000,24751.31000000,6844.91489000
2022-08-14 10:00:00+00:00,24751.31000000,24752.17000000,24603.01000000,24621.34000000,5283.70836000
2022-08-14 11:00:00+00:00,24619.98000000,24676.92000000,24524.32000000,24564.49000000,5063.80842000
2022-08-14 12:00:00+00:00,24564.50000000,24593.43000000,24470.74000000,24527.46000000,5769.93246000
2022-08-14 13:00:00+00:00,24527.48000000,24534.04000000,24400.00000000,24477.07000000,7275.51456000
2022-08-14 14:00:00+00:00,24475.67000000,24532.50000000,24460.12000000,24514.50000000,4411.90525000
2022-08-14 15:00:00+00:00,24514.50000000,24540.00000000,24466.04000000,24524.54000000,4140.49945000
2022-08-14 16:00:00+00:00,24525.51000000,24568.74000000,24302.50000000,24311.45000000,8632.62514000
2022-08-14 17:00:00+00:00,24309.97000000,24329.32000000,24174.03000000,24226.46000000,10530.83098000
2022-08-14 18:00:00+00:00,24229.10000000,24299.48000000,24144.00000000,24286.74000000,6303.41625000
2022-08-14 19:00:00+00:00,24286.74000000,24326.57000000,24239.61000000,24284.07000000,3904.97266000
2022-08-14 20:00:00+00:00,24284.07000000,24352.22000000,24251.22000000,24312.41000000,4169.55051000
2022-08-14 21:00:00+00:00,24313.51000000,24435.00000000,24273.94000000,24343.67000000,4309.37601000
2022-08-14 22:00:00+00:00,24344.88000000,24364.40000000,24172.40000000,24258.68000000,6704.19848000
2022-08-14 23:00:00+00:00,24257.90000000,24353.10000000,24234.07000000,24305.24000000,4931.96334000
2022-08-15 00:00:00+00:00,24305.25000000,24413.79000000,24164.10000000,24400.97000000,7109.86826000
2022-08-15 01:00:00+00:00,24400.97000000,24656.75000000,24330.96000000,24645.14000000,9951.29620000
2022-08-15 02:00:00+00:00,24645.14000000,24931.66000000,24638.80000000,24917.72000000,12913.92820000
2022-08-15 03:00:00+00:00,24918.29000000,25211.32000000,24779.05000000,24867.39000000,18045.52022000
2022-08-15 04:00:00+00:00,24866.12000000,24888.00000000,24690.08000000,24847.53000000,9431.32708000
2022-08-15 05:00:00+00:00,24849.23000000,24982.70000000,24751.00000000,24817.62000000,9249.56609000
2022-08-15 06:00:00+00:00,24817.62000000,24826.00000000,24081.79000000,24135.23000000,19911.58384000
2022-08-15 07:00:00+00:00,24135.23000000,24218.92000000,23944.62000000,24027.05000000,16046.47728000
2022-08-15 08:00:00+00:00,24027.05000000,24079.88000000,23869.46000000,24042.70000000,12100.18542000
2022-08-15 09:00:00+00:00,24042.70000000,24205.77000000,23993.02000000,24172.18000000,9372.13305000
2022-08-15 10:00:00+00:00,24170.69000000,24300.00000000,24128.58000000,24267.62000000,8664.50093000
2022-08-15 11:00:00+00:00,24267.62000000,24314.28000000,23996.58000000,24049.48000000,9954.26092000
2022-08-15 12:00:00+00:00,24048.91000000,24192.00000000,23900.00000000,23950.97000000,9915.28581000
2022-08-15 13:00:00+00:00,23949.28000000,24198.51000000,23931.20000000,24155.97000000,13043.00658000
2022-08-15 14:00:00+00:00,24155.97000000,24194.00000000,24080.33000000,24115.47000000,10134.04152000
2022-08-15 15:00:00+00:00,24113.79000000,24265.74000000,24046.01000000,24226.00000000,8916.43689000
2022-08-15 16:00:00+00:00,24226.00000000,24281.10000000,24151.91000000,24254.00000000,7757.41072000
2022-08-15 17:00:00+00:00,24254.00000000,24274.85000000,24077.61000000,24116.79000000,7798.61521000
2022-08-15 18:00:00+00:00,24116.79000000,24142.00000000,24030.77000000,24098.11000000,6209.42434000
2022-08-15 19:00:00+00:00,24098.22000000,24158.00000000,23965.00000000,23982.54000000,8672.49214000
2022-08-15 20:00:00+00:00,23983.54000000,24110.00000000,23973.38000000,24066.82000000,5726.59719000
2022-08-15 21:00:00+00:00,24068.36000000,24145.43000000,23982.00000000,24026.63000000,3506.34869000
2022-08-15 22:00:00+00:00,24027.43000000,24150.00000000,23969.09000000,24013.72000000,5610.98985000
2022-08-15 23:00:00+00:00,24013.72000000,24192.83000000,23773.22000000,24094.82000000,12498.25115000
2022-08-16 00:00:00+00:00,24093.04000000,24163.84000000,23958.54000000,24124.80000000,9038.51453000
2022-08-16 01:00:00+00:00,24124.80000000,24247.49000000,24100.00000000,24108.33000000,7111.63367000
2022-08-16 02:00:00+00:00,24109.10000000,24199.99000000,24018.75000000,24046.18000000,5872.95843000
2022-08-16 03:00:00+00:00,24046.18000000,24181.13000000,23853.00000000,24083.42000000,9796.28825000
2022-08-16 04:00:00+00:00,24083.25000000,24144.77000000,23934.87000000,23957.47000000,6337.64618000
2022-08-16 05:00:00+00:00,23959.00000000,24011.01000000,23795.67000000,23948.01000000,9215.97496000
2022-08-16 06:00:00+00:00,23948.01000000,24042.62000000,23911.53000000,23998.38000000,5921.00488000
2022-08-16 07:00:00+00:00,23997.31000000,24067.98000000,23932.56000000,24066.93000000,5165.03400000
2022-08-16 08:00:00+00:00,24067.77000000,24081.24000000,23968.78000000,23992.82000000,6102.51019000
2022-08-16 09:00:00+00:00,23992.82000000,24125.29000000,23980.82000000,24082.75000000,6676.26164000
2022-08-16 10:00:00+00:00,24083.34000000,24102.43000000,23995.00000000,24011.19000000,4883.90529000
2022-08-16 11:00:00+00:00,24010.10000000,24150.00000000,23993.55000000,24038.03000000,7345.69064000
2022-08-16 12:00:00+00:00,24036.86000000,24094.13000000,23892.99000000,23935.31000000,7412.84350000
2022-08-16 13:00:00+00:00,23936.41000000,24029.14000000,23856.80000000,23896.55000000,9222.78512000
2022-08-16 14:00:00+00:00,23896.55000000,23922.35000000,23680.00000000,23716.08000000,14540.41844000
2022-08-16 15:00:00+00:00,23716.08000000,23929.71000000,23671.22000000,23901.27000000,10108.15191000
2022-08-16 16:00:00+00:00,23901.00000000,23925.41000000,23691.06000000,23809.79000000,8489.93800000
2022-08-16 17:00:00+00:00,23809.79000000,23896.26000000,23779.71000000,23867.04000000,6839.12836000
2022-08-16 18:00:00+00:00,23867.04000000,24058.00000000,23710.19000000,23837.59000000,13947.49785000
2022-08-16 19:00:00+00:00,23837.59000000,23971.39000000,23800.00000000,23930.24000000,7690.73586000
2022-08-16 20:00:00+00:00,23930.24000000,23994.00000000,23900.17000000,23979.93000000,5144.72501000
2022-08-16 21:00:00+00:00,23978.51000000,23993.71000000,23874.23000000,23949.06000000,2979.77174000
2022-08-16 22:00:00+00:00,23947.92000000,23949.72000000,23809.00000000,23847.95000000,4828.08172000
2022-08-16 23:00:00+00:00,23846.51000000,23900.00000000,23818.69000000,23854.74000000,4653.44804000
2022-08-17 00:00:00+00:00,23856.15000000,24044.00000000,23824.99000000,24009.66000000,9146.13892000
2022-08-17 01:00:00+00:00,24009.66000000,24067.00000000,23932.61000000,23942.92000000,6693.51855000
2022-08-17 02:00:00+00:00,23942.92000000,24058.00000000,23900.40000000,23991.72000000,5792.65174000
2022-08-17 03:00:00+00:00,23992.62000000,24085.00000000,23988.33000000,24006.66000000,5865.13305000
2022-08-17 04:00:00+00:00,24006.66000000,24090.00000000,24002.64000000,24068.29000000,4339.63100000
2022-08-17 05:00:00+00:00,24068.29000000,24171.48000000,24060.00000000,24165.26000000,7179.63808000
2022-08-17 06:00:00+00:00,24165.26000000,24446.71000000,24158.07000000,24403.86000000,12452.88037000
2022-08-17 07:00:00+00:00,24403.86000000,24427.03000000,23759.30000000,23786.42000000,18167.58788000
2022-08-17 08:00:00+00:00,23788.32000000,23873.95000000,23735.00000000,23808.54000000,9600.15112000
2022-08-17 09:00:00+00:00,23808.54000000,23924.97000000,23795.00000000,23833.71000000,6145.64636000
2022-08-17 10:00:00+00:00,23832.90000000,23839.03000000,23698.69000000,23794.07000000,7616.01020000
2022-08-17 11:00:00+00:00,23795.63000000,23828.63000000,23690.79000000,23746.65000000,6140.57448000
2022-08-17 12:00:00+00:00,23746.65000000,23760.68000000,23527.22000000,23671.55000000,14548.86790000
2022-08-17 13:00:00+00:00,23671.25000000,23683.29000000,23321.60000000,23424.41000000,17906.29677000
2022-08-17 14:00:00+00:00,23424.41000000,23483.68000000,23322.90000000,23350.90000000,10229.04531000
2022-08-17 15:00:00+00:00,23350.30000000,23469.04000000,23333.52000000,23391.90000000,7957.60443000
2022-08-17 16:00:00+00:00,23391.90000000,23468.51000000,23333.00000000,23417.40000000,7795.69637000
2022-08-17 17:00:00+00:00,23417.40000000,23484.03000000,23358.18000000,23472.13000000,5835.39221000
2022-08-17 18:00:00+00:00,23472.13000000,23638.84000000,23357.43000000,23451.60000000,16710.71349000
2022-08-17 19:00:00+00:00,23451.60000000,23497.24000000,23236.00000000,23275.04000000,9940.72559000
2022-08-17 20:00:00+00:00,23276.89000000,23417.44000000,23180.40000000,23402.39000000,6950.93971000
2022-08-17 21:00:00+00:00,23402.88000000,23407.74000000,23239.99000000,23331.93000000,4580.64591000
2022-08-17 22:00:00+00:00,23331.73000000,23386.77000000,23253.00000000,23346.86000000,4810.47365000
2022-08-17 23:00:00+00:00,23347.56000000,23378.49000000,23287.31000000,23342.66000000,4262.72457000
2022-08-18 00:00:00+00:00,23342.66000000,23475.00000000,23285.23000000,23456.27000000,7551.67315000
2022-08-18 01:00:00+00:00,23456.27000000,23499.19000000,23408.49000000,23470.73000000,4536.81805000
2022-08-18 02:00:00+00:00,23469.40000000,23516.44000000,23415.70000000,23459.66000000,4510.33224000
2022-08-18 03:00:00+00:00,23459.66000000,23496.00000000,23418.06000000,23433.31000000,3686.34171000
