trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,price,expire_time_ns,is_post_only,display_qty,trigger_instrument_id
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-001,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-c8c99e566a70b473-1620,MARKET,SELL,2.793511,GTC,False,False,2.793511,TAKER,21478.350000000002,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,94a33bba-64b4-40d7-940f-6a0fe90c1419,2022-08-23 20:00:00+00:00,2022-08-23 20:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-002,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-c8c99e566a70b473-1621,MARKET,SELL,2.793511,GTC,False,False,2.793511,TAKER,21478.350000000002,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,6ba2692b-ac38-4e04-a84e-49ee4586e593,2022-08-23 20:00:00+00:00,2022-08-23 20:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-012,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-2f7bbb4bc4280e57-3289,LIMIT,SELL,0.231676,GTC,False,False,0.231676,MAKER,21581.83,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,66c15fd6-ad92-4b4b-8960-f91e28c4d9a3,2022-09-10 03:00:00+00:00,2022-09-10 05:00:00+00:00,21581.83,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-003,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-ecf22271ea6b9ea3-3282,MARKET,BUY,5.587022,GTC,True,False,5.587022,TAKER,21303.070000000003,0.0,['71.41000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,bd9e9240-a5ef-4c14-b585-c3213c09b19b,2022-09-10 03:00:00+00:00,2022-09-10 03:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-028,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-8395283717ef8ff8-3404,MARKET,BUY,0.231676,GTC,True,False,0.231676,TAKER,21604.0,0.0,['3.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,73d2a4d7-bc3d-4c5e-b4b3-ad3429e90d17,2022-09-11 09:00:00+00:00,2022-09-11 09:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-029,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-8395283717ef8ff8-3405,MARKET,BUY,2.777263,GTC,False,False,2.777263,TAKER,21604.0,0.0,['36.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,34e22801-e8bc-4b1a-9963-57bda3b4df14,2022-09-11 09:00:00+00:00,2022-09-11 09:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-030,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-4ac74b0da2ee665f-3914,MARKET,SELL,2.777263,GTC,True,False,2.777263,TAKER,19535.54,0.0,['32.55000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,4293f750-2b6e-4279-a429-9882d14fbffb,2022-09-16 16:00:00+00:00,2022-09-16 16:00:00+00:00,,,,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-039,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-b9ecc68f38cb89de-3933,LIMIT,SELL,0.252961,GTC,False,False,0.252961,MAKER,19765.91,0.0,['1.00000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,e77e0042-18fd-4412-b850-f42b0b71dc5d,2022-09-16 16:00:00+00:00,2022-09-16 21:00:00+00:00,19765.91,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-040,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-edfa77d7b1aa7845-3946,LIMIT,SELL,0.132167,GTC,False,False,0.132167,MAKER,19996.27,0.0,['0.53000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,39e9eef0-2d67-4299-a050-5495a8abbe85,2022-09-16 16:00:00+00:00,2022-09-17 00:00:00+00:00,19996.27,,False,,
TESTER-001,SRGridStrategyV3-000,BTC/USDT.SIM,SIM-1-063,BTC/USDT.SIM-SRGridStrategyV3-000,SIM-001,T-4c61885ea9657d02-4009,MARKET,BUY,0.385128,GTC,True,False,0.385128,TAKER,19963.34,0.0,['4.61000000 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,d9cbee0c-b30c-40bd-8ed3-fa4d266009d8,2022-09-17 15:00:00+00:00,2022-09-17 15:00:00+00:00,,,,,
