timestamp,gpu_busy_pct,cpu_pct,disk_write_kbps,memory_mb
2026-06-16T11:32:56-05:00,0, 8.2,0,
2026-06-16T11:32:57-05:00,0, 8.1,0,
2026-06-16T11:32:58-05:00,0, 8.0,0,
2026-06-16T11:32:59-05:00,0, 7.9,0,
2026-06-16T11:33:01-05:00,0, 8.0,0,
2026-06-16T11:33:02-05:00,0, 8.1,0,
2026-06-16T11:33:03-05:00,0, 9.3,0,
2026-06-16T11:33:04-05:00,0, 9.0,0,
2026-06-16T11:33:05-05:00,0, 8.7,0,
2026-06-16T11:33:06-05:00,0, 8.5,0,
2026-06-16T11:33:07-05:00,0, 8.2,0,
2026-06-16T11:33:08-05:00,0, 8.0,0,
2026-06-16T11:33:09-05:00,0, 7.8,0,
2026-06-16T11:33:10-05:00,0, 7.6,0,
2026-06-16T11:33:11-05:00,0, 7.3,0,
2026-06-16T11:33:12-05:00,0, 7.1,0,
2026-06-16T11:33:13-05:00,0, 6.9,0,
2026-06-16T11:33:14-05:00,0, 6.8,0,
2026-06-16T11:33:15-05:00,0, 6.6,0,
2026-06-16T11:33:16-05:00,0, 6.4,0,
2026-06-16T11:33:17-05:00,0, 6.3,0,
2026-06-16T11:33:18-05:00,0, 6.1,0,
2026-06-16T11:33:19-05:00,0, 6.0,0,
2026-06-16T11:33:20-05:00,0, 5.8,0,
2026-06-16T11:33:21-05:00,0, 5.7,0,
2026-06-16T11:33:22-05:00,1, 5.6,0,
2026-06-16T11:33:23-05:00,2, 5.5,0,
2026-06-16T11:33:24-05:00,3, 5.4,0,
2026-06-16T11:33:25-05:00,3, 5.3,0,
2026-06-16T11:33:26-05:00,3, 5.1,0,
2026-06-16T11:33:27-05:00,3, 5.0,0,
2026-06-16T11:33:28-05:00,3, 5.0,0,
2026-06-16T11:33:29-05:00,3, 4.9,0,
2026-06-16T11:33:30-05:00,3, 4.8,0,
2026-06-16T11:33:31-05:00,3, 4.7,0,
2026-06-16T11:33:32-05:00,3, 4.6,0,
2026-06-16T11:33:33-05:00,3, 4.5,0,
2026-06-16T11:33:34-05:00,3, 4.5,0,
2026-06-16T11:33:35-05:00,3, 4.4,0,
2026-06-16T11:33:36-05:00,3, 4.4,0,
2026-06-16T11:33:37-05:00,3, 4.3,0,
2026-06-16T11:33:38-05:00,3, 4.2,0,
2026-06-16T11:33:39-05:00,3, 4.2,0,
2026-06-16T11:33:40-05:00,3, 4.1,0,
2026-06-16T11:33:41-05:00,3, 4.1,0,
2026-06-16T11:33:42-05:00,3, 4.0,0,
2026-06-16T11:33:43-05:00,3, 4.0,0,
2026-06-16T11:33:44-05:00,3, 3.9,0,
2026-06-16T11:33:45-05:00,3, 3.8,0,
2026-06-16T11:33:46-05:00,3, 3.8,0,
2026-06-16T11:33:47-05:00,3, 3.7,0,
2026-06-16T11:33:48-05:00,3, 3.7,0,
2026-06-16T11:33:49-05:00,3, 3.6,0,
2026-06-16T11:33:50-05:00,3, 3.6,0,
2026-06-16T11:33:51-05:00,3, 3.5,0,
2026-06-16T11:33:52-05:00,1, 3.5,0,
2026-06-16T11:33:54-05:00,0, 3.4,0,
2026-06-16T11:33:55-05:00,0, 3.4,0,
2026-06-16T11:33:56-05:00,0, 3.3,0,
2026-06-16T11:33:57-05:00,0, 3.3,0,
2026-06-16T11:33:58-05:00,0, 3.3,0,
2026-06-16T11:33:59-05:00,0, 3.2,0,
2026-06-16T11:34:00-05:00,0, 3.2,0,
2026-06-16T11:34:01-05:00,0, 3.1,0,
2026-06-16T11:34:02-05:00,0, 3.1,0,
2026-06-16T11:34:03-05:00,0, 3.1,0,
2026-06-16T11:34:04-05:00,0, 3.0,0,
2026-06-16T11:34:05-05:00,0, 3.0,0,
2026-06-16T11:34:06-05:00,0, 3.0,0,
2026-06-16T11:34:07-05:00,0, 3.0,0,
2026-06-16T11:34:08-05:00,0, 3.0,0,
2026-06-16T11:34:09-05:00,0, 2.9,0,
2026-06-16T11:34:10-05:00,0, 2.9,0,
2026-06-16T11:34:11-05:00,0, 2.9,0,
2026-06-16T11:34:12-05:00,0, 2.8,0,
2026-06-16T11:34:13-05:00,0, 2.8,0,
2026-06-16T11:34:14-05:00,0, 2.8,0,
2026-06-16T11:34:15-05:00,0, 2.7,0,
2026-06-16T11:34:16-05:00,0, 2.7,0,
2026-06-16T11:34:17-05:00,0, 2.7,0,
2026-06-16T11:34:18-05:00,0, 2.7,0,
2026-06-16T11:34:19-05:00,0, 2.6,0,
2026-06-16T11:34:20-05:00,0, 2.6,0,
2026-06-16T11:34:21-05:00,0, 2.6,0,
