bar,side,action,price,notional,fee
678,1,OPEN,21790.5,3750.0,0.75
678,1,OPEN,21681.0,3750.0,0.75
678,1,OPEN,21462.0,3750.0,0.75
678,1,OPEN,21243.0,3750.0,0.75
679,1,CLOSE,21354.69,3750.0,0.75
679,1,CLOSE,20813.76,3750.0,0.75
679,1,CLOSE,21032.76,3750.0,0.75
679,1,CLOSE,20393.28,3750.0,0.75
680,1,OPEN,21790.5,3750.0,0.75
680,1,OPEN,21681.0,3750.0,0.75
680,1,OPEN,21462.0,3750.0,0.75
680,1,OPEN,21243.0,3750.0,0.75
681,1,CLOSE,21354.69,3750.0,0.75
681,1,CLOSE,20813.76,3750.0,0.75
681,1,CLOSE,21032.76,3750.0,0.75
681,1,CLOSE,20393.28,3750.0,0.75
682,1,OPEN,21790.5,3750.0,0.75
682,1,OPEN,21681.0,3750.0,0.75
682,1,OPEN,21462.0,3750.0,0.75
682,1,OPEN,21243.0,3750.0,0.75
683,1,CLOSE,21354.69,3750.0,0.75
683,1,CLOSE,20813.76,3750.0,0.75
683,1,CLOSE,21032.76,3750.0,0.75
683,1,CLOSE,20393.28,3750.0,0.75
684,1,OPEN,21790.5,3750.0,0.75
684,1,OPEN,21681.0,3750.0,0.75
684,1,OPEN,21462.0,3750.0,0.75
684,1,OPEN,21243.0,3750.0,0.75
685,1,CLOSE,21354.69,3750.0,0.75
685,1,CLOSE,20813.76,3750.0,0.75
685,1,CLOSE,21032.76,3750.0,0.75
685,1,CLOSE,20393.28,3750.0,0.75
686,1,OPEN,21790.5,3750.0,0.75
686,1,OPEN,21681.0,3750.0,0.75
686,1,OPEN,21462.0,3750.0,0.75
686,1,OPEN,21243.0,3750.0,0.75
687,1,CLOSE,21354.69,3750.0,0.75
687,1,CLOSE,20813.76,3750.0,0.75
687,1,CLOSE,21032.76,3750.0,0.75
687,1,CLOSE,20393.28,3750.0,0.75
688,1,OPEN,21790.5,3750.0,0.75
688,1,OPEN,21681.0,3750.0,0.75
688,1,OPEN,21462.0,3750.0,0.75
688,1,OPEN,21243.0,3750.0,0.75
689,1,CLOSE,21354.69,3750.0,0.75
689,1,CLOSE,20813.76,3750.0,0.75
689,1,CLOSE,21032.76,3750.0,0.75
689,1,CLOSE,20393.28,3750.0,0.75
690,1,OPEN,21790.5,3750.0,0.75
690,1,OPEN,21681.0,3750.0,0.75
690,1,OPEN,21462.0,3750.0,0.75
690,1,OPEN,21243.0,3750.0,0.75
691,1,CLOSE,21354.69,3750.0,0.75
691,1,CLOSE,20813.76,3750.0,0.75
691,1,CLOSE,21032.76,3750.0,0.75
691,1,CLOSE,20393.28,3750.0,0.75
692,1,OPEN,21790.5,3750.0,0.75
692,1,OPEN,21681.0,3750.0,0.75
692,1,OPEN,21462.0,3750.0,0.75
692,1,OPEN,21243.0,3750.0,0.75
693,1,CLOSE,21354.69,3750.0,0.75
693,1,CLOSE,20813.76,3750.0,0.75
693,1,CLOSE,21032.76,3750.0,0.75
693,1,CLOSE,20393.28,3750.0,0.75
694,1,OPEN,21790.5,3750.0,0.75
694,1,OPEN,21681.0,3750.0,0.75
694,1,OPEN,21462.0,3750.0,0.75
694,1,OPEN,21243.0,3750.0,0.75
695,1,CLOSE,21354.69,3750.0,0.75
695,1,CLOSE,20813.76,3750.0,0.75
695,1,CLOSE,21032.76,3750.0,0.75
695,1,CLOSE,20393.28,3750.0,0.75
696,1,OPEN,21790.5,3750.0,0.75
696,1,OPEN,21681.0,3750.0,0.75
696,1,OPEN,21462.0,3750.0,0.75
696,1,OPEN,21243.0,3750.0,0.75
697,1,CLOSE,21354.69,3750.0,0.75
697,1,CLOSE,20813.76,3750.0,0.75
697,1,CLOSE,21032.76,3750.0,0.75
697,1,CLOSE,20393.28,3750.0,0.75
698,1,OPEN,21790.5,3750.0,0.75
698,1,OPEN,21681.0,3750.0,0.75
698,1,OPEN,21462.0,3750.0,0.75
698,1,OPEN,21243.0,3750.0,0.75
699,1,CLOSE,21354.69,3750.0,0.75
699,1,CLOSE,20813.76,3750.0,0.75
699,1,CLOSE,21032.76,3750.0,0.75
699,1,CLOSE,20393.28,3750.0,0.75
700,1,OPEN,21790.5,3750.0,0.75
700,1,OPEN,21681.0,3750.0,0.75
700,1,OPEN,21462.0,3750.0,0.75
700,1,OPEN,21243.0,3750.0,0.75
701,1,CLOSE,21354.69,3750.0,0.75
701,1,CLOSE,20813.76,3750.0,0.75
701,1,CLOSE,21032.76,3750.0,0.75
701,1,CLOSE,20393.28,3750.0,0.75
702,1,OPEN,21790.5,3750.0,0.75
702,1,OPEN,21681.0,3750.0,0.75
702,1,OPEN,21462.0,3750.0,0.75
702,1,OPEN,21243.0,3750.0,0.75
703,1,CLOSE,21354.69,3750.0,0.75
703,1,CLOSE,20813.76,3750.0,0.75
703,1,CLOSE,21032.76,3750.0,0.75
703,1,CLOSE,20393.28,3750.0,0.75
704,1,OPEN,21790.5,3750.0,0.75
704,1,OPEN,21681.0,3750.0,0.75
704,1,OPEN,21462.0,3750.0,0.75
704,1,OPEN,21243.0,3750.0,0.75
705,1,CLOSE,21354.69,3750.0,0.75
705,1,CLOSE,20813.76,3750.0,0.75
705,1,CLOSE,21032.76,3750.0,0.75
705,1,CLOSE,20393.28,3750.0,0.75
706,1,OPEN,21790.5,3750.0,0.75
706,1,OPEN,21681.0,3750.0,0.75
706,1,OPEN,21462.0,3750.0,0.75
706,1,OPEN,21243.0,3750.0,0.75
707,1,CLOSE,21354.69,3750.0,0.75
707,1,CLOSE,20813.76,3750.0,0.75
707,1,CLOSE,21032.76,3750.0,0.75
707,1,CLOSE,20393.28,3750.0,0.75
708,1,OPEN,21790.5,3750.0,0.75
708,1,OPEN,21681.0,3750.0,0.75
708,1,OPEN,21462.0,3750.0,0.75
708,1,OPEN,21243.0,3750.0,0.75
709,1,CLOSE,21354.69,3750.0,0.75
709,1,CLOSE,20813.76,3750.0,0.75
709,1,CLOSE,21032.76,3750.0,0.75
709,1,CLOSE,20393.28,3750.0,0.75
710,1,OPEN,21790.5,3750.0,0.75
710,1,OPEN,21681.0,3750.0,0.75
710,1,OPEN,21462.0,3750.0,0.75
710,1,OPEN,21243.0,3750.0,0.75
711,1,CLOSE,21354.69,3750.0,0.75
711,1,CLOSE,20813.76,3750.0,0.75
711,1,CLOSE,21032.76,3750.0,0.75
711,1,CLOSE,20393.28,3750.0,0.75
712,1,OPEN,21790.5,3750.0,0.75
712,1,OPEN,21681.0,3750.0,0.75
712,1,OPEN,21462.0,3750.0,0.75
712,1,OPEN,21243.0,3750.0,0.75
713,1,CLOSE,21354.69,3750.0,0.75
713,1,CLOSE,20813.76,3750.0,0.75
713,1,CLOSE,21032.76,3750.0,0.75
713,1,CLOSE,20393.28,3750.0,0.75
714,1,OPEN,21777.34,3750.0,0.75
714,1,OPEN,21667.9,3750.0,0.75
714,1,OPEN,21449.03,3750.0,0.75
714,1,OPEN,21230.17,3750.0,0.75
715,1,CLOSE,21341.79,3750.0,0.75
715,1,CLOSE,20801.19,3750.0,0.75
715,1,CLOSE,21020.05,3750.0,0.75
715,1,CLOSE,20380.96,3750.0,0.75
716,1,OPEN,21777.34,3750.0,0.75
716,1,OPEN,21667.9,3750.0,0.75
716,1,OPEN,21449.03,3750.0,0.75
716,1,OPEN,21230.17,3750.0,0.75
717,1,CLOSE,21341.79,3750.0,0.75
717,1,CLOSE,20801.19,3750.0,0.75
717,1,CLOSE,21020.05,3750.0,0.75
717,1,CLOSE,20380.96,3750.0,0.75
718,1,OPEN,21777.34,3750.0,0.75
718,1,OPEN,21667.9,3750.0,0.75
718,1,OPEN,21449.03,3750.0,0.75
718,1,OPEN,21230.17,3750.0,0.75
719,1,CLOSE,21341.79,3750.0,0.75
719,1,CLOSE,20801.19,3750.0,0.75
719,1,CLOSE,21020.05,3750.0,0.75
719,1,CLOSE,20380.96,3750.0,0.75
720,1,OPEN,21777.34,3750.0,0.75
720,1,OPEN,21667.9,3750.0,0.75
720,1,OPEN,21449.03,3750.0,0.75
720,1,OPEN,21230.17,3750.0,0.75
721,1,CLOSE,21341.79,3750.0,0.75
721,1,CLOSE,20801.19,3750.0,0.75
721,1,CLOSE,21020.05,3750.0,0.75
721,1,CLOSE,20380.96,3750.0,0.75
722,1,OPEN,21777.34,3750.0,0.75
722,1,OPEN,21667.9,3750.0,0.75
722,1,OPEN,21449.03,3750.0,0.75
722,1,OPEN,21230.17,3750.0,0.75
723,1,CLOSE,21341.79,3750.0,0.75
723,1,CLOSE,20801.19,3750.0,0.75
723,1,CLOSE,21020.05,3750.0,0.75
723,1,CLOSE,20380.96,3750.0,0.75
724,1,OPEN,21777.34,3750.0,0.75
724,1,OPEN,21667.9,3750.0,0.75
724,1,OPEN,21449.03,3750.0,0.75
724,1,OPEN,21230.17,3750.0,0.75
725,1,CLOSE,21341.79,3750.0,0.75
725,1,CLOSE,20801.19,3750.0,0.75
725,1,CLOSE,21020.05,3750.0,0.75
725,1,CLOSE,20380.96,3750.0,0.75
726,1,OPEN,21777.34,3750.0,0.75
726,1,OPEN,21667.9,3750.0,0.75
726,1,OPEN,21449.03,3750.0,0.75
726,1,OPEN,21230.17,3750.0,0.75
727,1,CLOSE,21341.79,3750.0,0.75
727,1,CLOSE,20801.19,3750.0,0.75
727,1,CLOSE,21020.05,3750.0,0.75
727,1,CLOSE,20380.96,3750.0,0.75
728,1,OPEN,21777.34,3750.0,0.75
728,1,OPEN,21667.9,3750.0,0.75
728,1,OPEN,21449.03,3750.0,0.75
728,1,OPEN,21230.17,3750.0,0.75
729,1,CLOSE,21341.79,3750.0,0.75
729,1,CLOSE,20801.19,3750.0,0.75
729,1,CLOSE,21020.05,3750.0,0.75
729,1,CLOSE,20380.96,3750.0,0.75
730,1,OPEN,21777.34,3750.0,0.75
730,1,OPEN,21667.9,3750.0,0.75
730,1,OPEN,21449.03,3750.0,0.75
730,1,OPEN,21230.17,3750.0,0.75
731,1,CLOSE,21341.79,3750.0,0.75
731,1,CLOSE,20801.19,3750.0,0.75
731,1,CLOSE,21020.05,3750.0,0.75
731,1,CLOSE,20380.96,3750.0,0.75
732,1,OPEN,21777.34,3750.0,0.75
732,1,OPEN,21667.9,3750.0,0.75
732,1,OPEN,21449.03,3750.0,0.75
732,1,OPEN,21230.17,3750.0,0.75
733,1,CLOSE,21341.79,3750.0,0.75
733,1,CLOSE,20801.19,3750.0,0.75
733,1,CLOSE,21020.05,3750.0,0.75
733,1,CLOSE,20380.96,3750.0,0.75
734,1,OPEN,21777.34,3750.0,0.75
734,1,OPEN,21667.9,3750.0,0.75
734,1,OPEN,21449.03,3750.0,0.75
734,1,OPEN,21230.17,3750.0,0.75
735,1,CLOSE,21341.79,3750.0,0.75
735,1,CLOSE,20801.19,3750.0,0.75
735,1,CLOSE,21020.05,3750.0,0.75
735,1,CLOSE,20380.96,3750.0,0.75
736,1,OPEN,21777.34,3750.0,0.75
736,1,OPEN,21667.9,3750.0,0.75
736,1,OPEN,21449.03,3750.0,0.75
736,1,OPEN,21230.17,3750.0,0.75
737,1,CLOSE,21341.79,3750.0,0.75
737,1,CLOSE,20801.19,3750.0,0.75
737,1,CLOSE,21020.05,3750.0,0.75
737,1,CLOSE,20380.96,3750.0,0.75
738,1,OPEN,21777.34,3750.0,0.75
738,1,OPEN,21667.9,3750.0,0.75
738,1,OPEN,21449.03,3750.0,0.75
738,1,OPEN,21230.17,3750.0,0.75
739,1,CLOSE,21341.79,3750.0,0.75
739,1,CLOSE,20801.19,3750.0,0.75
739,1,CLOSE,21020.05,3750.0,0.75
739,1,CLOSE,20380.96,3750.0,0.75
740,1,OPEN,21777.34,3750.0,0.75
740,1,OPEN,21667.9,3750.0,0.75
740,1,OPEN,21449.03,3750.0,0.75
740,1,OPEN,21230.17,3750.0,0.75
741,1,CLOSE,21341.79,3750.0,0.75
741,1,CLOSE,20801.19,3750.0,0.75
741,1,CLOSE,21020.05,3750.0,0.75
741,1,CLOSE,20380.96,3750.0,0.75
742,1,OPEN,21777.34,3750.0,0.75
742,1,OPEN,21667.9,3750.0,0.75
742,1,OPEN,21449.03,3750.0,0.75
742,1,OPEN,21230.17,3750.0,0.75
743,1,CLOSE,21341.79,3750.0,0.75
743,1,CLOSE,20801.19,3750.0,0.75
743,1,CLOSE,21020.05,3750.0,0.75
743,1,CLOSE,20380.96,3750.0,0.75
744,1,OPEN,21777.34,3750.0,0.75
744,1,OPEN,21667.9,3750.0,0.75
744,1,OPEN,21449.03,3750.0,0.75
744,1,OPEN,21230.17,3750.0,0.75
745,1,CLOSE,21341.79,3750.0,0.75
745,1,CLOSE,20801.19,3750.0,0.75
745,1,CLOSE,21020.05,3750.0,0.75
745,1,CLOSE,20380.96,3750.0,0.75
746,1,OPEN,21777.34,3750.0,0.75
746,1,OPEN,21667.9,3750.0,0.75
746,1,OPEN,21449.03,3750.0,0.75
746,1,OPEN,21230.17,3750.0,0.75
747,1,CLOSE,21341.79,3750.0,0.75
747,1,CLOSE,20801.19,3750.0,0.75
747,1,CLOSE,21020.05,3750.0,0.75
747,1,CLOSE,20380.96,3750.0,0.75
748,1,OPEN,21777.34,3750.0,0.75
748,1,OPEN,21667.9,3750.0,0.75
748,1,OPEN,21449.03,3750.0,0.75
748,1,OPEN,21230.17,3750.0,0.75
749,1,CLOSE,18759.07,3750.0,0.75
749,1,CLOSE,18759.07,3750.0,0.75
749,1,CLOSE,18759.07,3750.0,0.75
749,1,CLOSE,18759.07,3750.0,0.75
796,1,OPEN,20473.37,3750.0,0.75
796,1,OPEN,20370.49,3750.0,0.75
796,1,OPEN,20164.72,3750.0,0.75
796,1,OPEN,19958.96,3750.0,0.75
797,1,CLOSE,20678.1,3750.0,0.75
797,1,CLOSE,20676.04,3750.0,0.75
797,1,CLOSE,20568.02,3750.0,0.75
797,1,CLOSE,20457.94,3750.0,0.75
797,-1,OPEN,20679.13,3750.0,0.75
798,-1,CLOSE,20472.34,3750.0,0.75
798,1,OPEN,20523.02,3750.0,0.75
798,1,OPEN,20520.97,3750.0,0.75
799,1,CLOSE,20728.25,3750.0,0.75
799,-1,OPEN,20625.88,3750.0,0.75
800,1,CLOSE,20828.79,3750.0,0.75
801,1,OPEN,20672.57,3750.0,0.75
802,1,CLOSE,20982.66,3750.0,0.75
802,-1,CLOSE,21038.4,3750.0,0.75
802,-1,OPEN,21185.96,3750.0,0.75
809,-1,CLOSE,21246.72,3750.0,0.75
912,1,OPEN,20572.78,3750.0,0.75
912,1,OPEN,20825.29,3750.0,0.75
912,1,OPEN,20413.76,3750.0,0.75
912,1,OPEN,20304.5,3750.0,0.75
919,1,CLOSE,20161.33,3750.0,0.75
920,1,OPEN,22685.0,3750.0,0.75
921,1,CLOSE,22231.3,3750.0,0.75
922,1,OPEN,22685.0,3750.0,0.75
923,1,CLOSE,22231.3,3750.0,0.75
924,1,OPEN,22685.0,3750.0,0.75
925,1,CLOSE,22231.3,3750.0,0.75
926,1,OPEN,22685.0,3750.0,0.75
927,1,CLOSE,22231.3,3750.0,0.75
928,1,OPEN,22685.0,3750.0,0.75
929,1,CLOSE,22231.3,3750.0,0.75
930,1,CLOSE,19992.28,3750.0,0.75
930,1,CLOSE,20005.48,3750.0,0.75
930,1,CLOSE,19627.35,3750.0,0.75
930,1,OPEN,22685.0,3750.0,0.75
931,1,CLOSE,22231.3,3750.0,0.75
931,1,OPEN,22571.01,3750.0,0.75
931,1,OPEN,22343.02,3750.0,0.75
931,1,OPEN,22115.03,3750.0,0.75
932,1,CLOSE,19946.22,3750.0,0.75
932,1,CLOSE,19946.22,3750.0,0.75
932,1,CLOSE,19946.22,3750.0,0.75
1132,1,OPEN,22685.0,3750.0,0.75
1132,1,OPEN,22571.01,3750.0,0.75
1132,1,OPEN,22343.02,3750.0,0.75
1132,1,OPEN,22115.03,3750.0,0.75
1133,1,CLOSE,22231.3,3750.0,0.75
1133,1,CLOSE,21668.17,3750.0,0.75
1133,1,CLOSE,21896.16,3750.0,0.75
1133,1,CLOSE,21230.43,3750.0,0.75
1134,1,OPEN,22685.0,3750.0,0.75
1134,1,OPEN,22571.01,3750.0,0.75
1134,1,OPEN,22343.02,3750.0,0.75
1134,1,OPEN,22115.03,3750.0,0.75
1135,1,CLOSE,22231.3,3750.0,0.75
1135,1,CLOSE,21668.17,3750.0,0.75
1135,1,CLOSE,21896.16,3750.0,0.75
1135,1,CLOSE,21230.43,3750.0,0.75
1136,1,OPEN,22685.0,3750.0,0.75
1136,1,OPEN,22571.01,3750.0,0.75
1136,1,OPEN,22343.02,3750.0,0.75
1136,1,OPEN,22115.03,3750.0,0.75
1137,1,CLOSE,22231.3,3750.0,0.75
1137,1,CLOSE,21668.17,3750.0,0.75
1137,1,CLOSE,21896.16,3750.0,0.75
1137,1,CLOSE,21230.43,3750.0,0.75
1138,1,OPEN,22685.0,3750.0,0.75
1138,1,OPEN,22571.01,3750.0,0.75
1138,1,OPEN,22343.02,3750.0,0.75
1138,1,OPEN,22115.03,3750.0,0.75
1139,1,CLOSE,22231.3,3750.0,0.75
1139,1,CLOSE,21668.17,3750.0,0.75
1139,1,CLOSE,21896.16,3750.0,0.75
1139,1,CLOSE,21230.43,3750.0,0.75
1140,1,OPEN,22685.0,3750.0,0.75
1140,1,OPEN,22571.01,3750.0,0.75
1140,1,OPEN,22343.02,3750.0,0.75
1140,1,OPEN,22115.03,3750.0,0.75
1141,1,CLOSE,22231.3,3750.0,0.75
1141,1,CLOSE,21668.17,3750.0,0.75
1141,1,CLOSE,21896.16,3750.0,0.75
1141,1,CLOSE,21230.43,3750.0,0.75
1142,1,OPEN,22685.0,3750.0,0.75
1142,1,OPEN,22571.01,3750.0,0.75
1142,1,OPEN,22343.02,3750.0,0.75
1142,1,OPEN,22115.03,3750.0,0.75
1143,1,CLOSE,22231.3,3750.0,0.75
1143,1,CLOSE,21668.17,3750.0,0.75
1143,1,CLOSE,21896.16,3750.0,0.75
1143,1,CLOSE,21230.43,3750.0,0.75
1144,1,OPEN,22685.0,3750.0,0.75
1144,1,OPEN,22571.01,3750.0,0.75
1144,1,OPEN,22343.02,3750.0,0.75
1144,1,OPEN,22115.03,3750.0,0.75
1145,1,CLOSE,22231.3,3750.0,0.75
1145,1,CLOSE,21668.17,3750.0,0.75
1145,1,CLOSE,21896.16,3750.0,0.75
1145,1,CLOSE,21230.43,3750.0,0.75
1146,1,OPEN,22685.0,3750.0,0.75
1146,1,OPEN,22571.01,3750.0,0.75
1146,1,OPEN,22343.02,3750.0,0.75
1146,1,OPEN,22115.03,3750.0,0.75
1147,1,CLOSE,22231.3,3750.0,0.75
1147,1,CLOSE,21668.17,3750.0,0.75
1147,1,CLOSE,21896.16,3750.0,0.75
1147,1,CLOSE,21230.43,3750.0,0.75
1148,1,OPEN,22685.0,3750.0,0.75
1148,1,OPEN,22571.01,3750.0,0.75
1148,1,OPEN,22343.02,3750.0,0.75
1148,1,OPEN,22115.03,3750.0,0.75
1149,1,CLOSE,22231.3,3750.0,0.75
1149,1,CLOSE,21668.17,3750.0,0.75
1149,1,CLOSE,21896.16,3750.0,0.75
1149,1,CLOSE,21230.43,3750.0,0.75
1150,1,OPEN,22685.0,3750.0,0.75
1150,1,OPEN,22571.01,3750.0,0.75
1150,1,OPEN,22343.02,3750.0,0.75
1150,1,OPEN,22115.03,3750.0,0.75
1151,1,CLOSE,22231.3,3750.0,0.75
1151,1,CLOSE,21668.17,3750.0,0.75
1151,1,CLOSE,21896.16,3750.0,0.75
1151,1,CLOSE,21230.43,3750.0,0.75
1152,1,OPEN,22685.0,3750.0,0.75
1152,1,OPEN,22571.01,3750.0,0.75
1152,1,OPEN,22343.02,3750.0,0.75
1152,1,OPEN,22115.03,3750.0,0.75
1153,1,CLOSE,22231.3,3750.0,0.75
1153,1,CLOSE,21668.17,3750.0,0.75
1153,1,CLOSE,21896.16,3750.0,0.75
1153,1,CLOSE,21230.43,3750.0,0.75
1154,1,OPEN,22685.0,3750.0,0.75
1154,1,OPEN,22571.01,3750.0,0.75
1154,1,OPEN,22343.02,3750.0,0.75
1154,1,OPEN,22115.03,3750.0,0.75
1155,1,CLOSE,22231.3,3750.0,0.75
1155,1,CLOSE,21668.17,3750.0,0.75
1155,1,CLOSE,21896.16,3750.0,0.75
1155,1,CLOSE,21230.43,3750.0,0.75
1156,1,OPEN,22685.0,3750.0,0.75
1156,1,OPEN,22571.01,3750.0,0.75
1156,1,OPEN,22343.02,3750.0,0.75
1156,1,OPEN,22115.03,3750.0,0.75
1157,1,CLOSE,22231.3,3750.0,0.75
1157,1,CLOSE,21668.17,3750.0,0.75
1157,1,CLOSE,21896.16,3750.0,0.75
1157,1,CLOSE,21230.43,3750.0,0.75
1158,1,OPEN,22685.0,3750.0,0.75
1158,1,OPEN,22571.01,3750.0,0.75
1158,1,OPEN,22343.02,3750.0,0.75
1158,1,OPEN,22115.03,3750.0,0.75
1159,1,CLOSE,22231.3,3750.0,0.75
1159,1,CLOSE,21668.17,3750.0,0.75
1159,1,CLOSE,21896.16,3750.0,0.75
1159,1,CLOSE,21230.43,3750.0,0.75
1160,1,OPEN,22685.0,3750.0,0.75
1160,1,OPEN,22571.01,3750.0,0.75
1160,1,OPEN,22343.02,3750.0,0.75
1160,1,OPEN,22115.03,3750.0,0.75
1161,1,CLOSE,22231.3,3750.0,0.75
1161,1,CLOSE,21668.17,3750.0,0.75
1161,1,CLOSE,21896.16,3750.0,0.75
1161,1,CLOSE,21230.43,3750.0,0.75
1162,1,OPEN,22685.0,3750.0,0.75
1162,1,OPEN,22571.01,3750.0,0.75
1162,1,OPEN,22343.02,3750.0,0.75
1162,1,OPEN,22115.03,3750.0,0.75
1163,1,CLOSE,22231.3,3750.0,0.75
1163,1,CLOSE,21668.17,3750.0,0.75
1163,1,CLOSE,21896.16,3750.0,0.75
1163,1,CLOSE,21230.43,3750.0,0.75
1164,1,OPEN,22685.0,3750.0,0.75
1164,1,OPEN,22571.01,3750.0,0.75
1164,1,OPEN,22343.02,3750.0,0.75
1164,1,OPEN,22115.03,3750.0,0.75
1165,1,CLOSE,22231.3,3750.0,0.75
1165,1,CLOSE,21668.17,3750.0,0.75
1165,1,CLOSE,21896.16,3750.0,0.75
1165,1,CLOSE,21230.43,3750.0,0.75
1166,1,OPEN,22685.0,3750.0,0.75
1166,1,OPEN,22571.01,3750.0,0.75
1166,1,OPEN,22343.02,3750.0,0.75
1166,1,OPEN,22115.03,3750.0,0.75
1167,1,CLOSE,22231.3,3750.0,0.75
1167,1,CLOSE,21668.17,3750.0,0.75
1167,1,CLOSE,21896.16,3750.0,0.75
1167,1,CLOSE,21230.43,3750.0,0.75
1168,1,OPEN,22685.0,3750.0,0.75
1168,1,OPEN,22571.01,3750.0,0.75
1168,1,OPEN,22343.02,3750.0,0.75
1168,1,OPEN,22115.03,3750.0,0.75
1169,1,CLOSE,22231.3,3750.0,0.75
1169,1,CLOSE,21668.17,3750.0,0.75
1169,1,CLOSE,21896.16,3750.0,0.75
1169,1,CLOSE,21230.43,3750.0,0.75
1170,1,OPEN,22685.0,3750.0,0.75
1170,1,OPEN,22571.01,3750.0,0.75
1170,1,OPEN,22343.02,3750.0,0.75
1170,1,OPEN,22115.03,3750.0,0.75
1171,1,CLOSE,22231.3,3750.0,0.75
1171,1,CLOSE,21668.17,3750.0,0.75
1171,1,CLOSE,21896.16,3750.0,0.75
1171,1,CLOSE,21230.43,3750.0,0.75
1172,1,OPEN,22685.0,3750.0,0.75
1172,1,OPEN,22571.01,3750.0,0.75
1172,1,OPEN,22343.02,3750.0,0.75
1172,1,OPEN,22115.03,3750.0,0.75
1173,1,CLOSE,22231.3,3750.0,0.75
1173,1,CLOSE,21668.17,3750.0,0.75
1173,1,CLOSE,21896.16,3750.0,0.75
1173,1,CLOSE,21230.43,3750.0,0.75
1174,1,OPEN,22685.0,3750.0,0.75
1174,1,OPEN,22571.01,3750.0,0.75
1174,1,OPEN,22343.02,3750.0,0.75
1174,1,OPEN,22115.03,3750.0,0.75
1175,1,CLOSE,22231.3,3750.0,0.75
1175,1,CLOSE,21668.17,3750.0,0.75
1175,1,CLOSE,21896.16,3750.0,0.75
1175,1,CLOSE,21230.43,3750.0,0.75
1176,1,OPEN,22685.0,3750.0,0.75
1176,1,OPEN,22571.01,3750.0,0.75
1176,1,OPEN,22343.02,3750.0,0.75
1176,1,OPEN,22115.03,3750.0,0.75
1177,1,CLOSE,22231.3,3750.0,0.75
1177,1,CLOSE,21668.17,3750.0,0.75
1177,1,CLOSE,21896.16,3750.0,0.75
1177,1,CLOSE,21230.43,3750.0,0.75
1178,1,OPEN,22685.0,3750.0,0.75
1178,1,OPEN,22571.01,3750.0,0.75
1178,1,OPEN,22343.02,3750.0,0.75
1178,1,OPEN,22115.03,3750.0,0.75
1179,1,CLOSE,22231.3,3750.0,0.75
1179,1,CLOSE,21668.17,3750.0,0.75
1179,1,CLOSE,21896.16,3750.0,0.75
1179,1,CLOSE,21230.43,3750.0,0.75
1180,1,OPEN,22685.0,3750.0,0.75
1180,1,OPEN,22571.01,3750.0,0.75
1180,1,OPEN,22343.02,3750.0,0.75
1180,1,OPEN,22115.03,3750.0,0.75
1181,1,CLOSE,22231.3,3750.0,0.75
1181,1,CLOSE,21668.17,3750.0,0.75
1181,1,CLOSE,21896.16,3750.0,0.75
1181,1,CLOSE,21230.43,3750.0,0.75
1182,1,OPEN,22685.0,3750.0,0.75
1182,1,OPEN,22571.01,3750.0,0.75
1182,1,OPEN,22343.02,3750.0,0.75
1182,1,OPEN,22115.03,3750.0,0.75
1183,1,CLOSE,22231.3,3750.0,0.75
1183,1,CLOSE,21668.17,3750.0,0.75
1183,1,CLOSE,21896.16,3750.0,0.75
1183,1,CLOSE,21230.43,3750.0,0.75
1184,1,OPEN,22685.0,3750.0,0.75
1184,1,OPEN,22571.01,3750.0,0.75
1184,1,OPEN,22343.02,3750.0,0.75
1184,1,OPEN,22115.03,3750.0,0.75
1185,1,CLOSE,22231.3,3750.0,0.75
1185,1,CLOSE,21668.17,3750.0,0.75
1185,1,CLOSE,21896.16,3750.0,0.75
1185,1,CLOSE,21230.43,3750.0,0.75
1186,1,OPEN,22685.0,3750.0,0.75
1186,1,OPEN,22571.01,3750.0,0.75
1186,1,OPEN,22343.02,3750.0,0.75
1186,1,OPEN,22115.03,3750.0,0.75
1187,1,CLOSE,22231.3,3750.0,0.75
1187,1,CLOSE,21668.17,3750.0,0.75
1187,1,CLOSE,21896.16,3750.0,0.75
1187,1,CLOSE,21230.43,3750.0,0.75
1188,1,OPEN,22685.0,3750.0,0.75
1188,1,OPEN,22571.01,3750.0,0.75
1188,1,OPEN,22343.02,3750.0,0.75
1188,1,OPEN,22115.03,3750.0,0.75
1189,1,CLOSE,22231.3,3750.0,0.75
1189,1,CLOSE,21668.17,3750.0,0.75
1189,1,CLOSE,21896.16,3750.0,0.75
1189,1,CLOSE,21230.43,3750.0,0.75
1190,1,OPEN,21156.95,3750.0,0.75
1190,1,OPEN,21050.64,3750.0,0.75
1190,1,OPEN,20838.0,3750.0,0.75
1190,1,OPEN,20625.37,3750.0,0.75
1191,1,CLOSE,20733.81,3750.0,0.75
1191,1,CLOSE,20208.61,3750.0,0.75
1191,1,CLOSE,20421.24,3750.0,0.75
1191,1,CLOSE,19800.36,3750.0,0.75
1192,1,OPEN,20823.09,3750.0,0.75
1192,1,OPEN,20718.45,3750.0,0.75
1192,1,OPEN,20509.18,3750.0,0.75
1192,1,OPEN,20299.9,3750.0,0.75
1193,1,CLOSE,20406.63,3750.0,0.75
1193,1,CLOSE,19889.71,3750.0,0.75
1193,1,CLOSE,20098.99,3750.0,0.75
1193,1,CLOSE,19487.9,3750.0,0.75
1194,1,OPEN,20686.46,3750.0,0.75
1194,1,OPEN,20582.51,3750.0,0.75
