coin,tf,t_ms,t,side,ret,sigma,rolsig,vol_pct,hour,half,dist_high,dist_low,last_piv_high,last_piv_low,ext_bucket,vol_bucket,regime_bucket,hour_block,cum1,cum3,cum5,cum10,cum_1,cum_2,cum_3,cum_4,cum_5,cum_6,cum_7,cum_8,cum_9,cum_10,mae10,mfe10
AAVE,1d,1709683200000,233,up,20.79750543324199,4.772846176061981,5.48964019519043,37.98932384341637,0,h1,5.910769894979323,7.229982036850631,95.392,88.15,ext,low_vol,high_regime,0-5,5.1548811013767235,2.7221526908635716,7.016583229036294,-7.024405506883608,5.1548811013767235,4.0284730913642095,2.7221526908635716,-0.5944931163954984,7.016583229036294,6.101376720901113,11.741239048811005,9.245932415519393,0.9621401752190157,-7.024405506883608,-8.948685857321651,20.337922403003756
AAVE,1d,1712880000000,270,down,-15.090151386290184,4.772846176061981,5.342469850849224,63.345195729537366,0,h1,-6.089505586040629,-1.8349191055222782,132.37,109.64,ext,low_vol,high_regime,0-5,-17.41739034626442,-15.077576449612865,-16.14131033584744,-3.4766669671564685,-17.41739034626442,-11.957490709857069,-15.077576449612865,-13.061289902541148,-16.14131033584744,-14.404479301261055,-14.115007462163323,-8.010056391918827,-8.797339663651753,-3.4766669671564685,-32.911645982952216,0.1332171439446253
AAVE,1d,1712966400000,271,down,-17.417390346264416,4.772846176061981,6.420991024410909,66.37010676156584,0,h1,-7.774812300813033,-4.234860303748007,132.37,109.64,ext,low_vol,high_regime,0-5,6.611439937900262,5.274839899087915,3.6483601785367865,14.763244711818373,6.611439937900262,2.8333009897147448,5.274839899087915,1.5452163788084623,3.6483601785367865,3.9988841451581743,11.39142247234622,10.438094313991861,16.880943139918504,14.763244711818373,-4.5252765379390585,18.182369493498935
AAVE,1d,1716163200000,308,up,15.046000585994722,4.772846176061981,4.528028572160018,8.896797153024911,0,h1,1.1702664670846359,4.011237939546757,92.864,80.0,ext,low_vol,high_regime,0-5,-0.8985055468964791,-0.09677780833918978,7.352057292462535,4.856208551083412,-0.8985055468964791,-3.679594144433233,-0.09677780833918978,1.3222904760449474,7.352057292462535,11.83439788922507,10.734187015474268,8.594888094292145,5.783238083595659,4.856208551083412,-6.8640933956786165,16.785346821103676
AAVE,1d,1730851200000,478,up,28.08632881555686,4.772846176061981,7.352370700212482,90.65836298932385,0,h1,1.9966349084623451,5.668919821846773,159.21,132.21,ext,high_vol,high_regime,0-5,5.463223877163725,12.427396630053492,11.490022427971718,-2.7776180343895476,5.463223877163725,4.732877106216585,12.427396630053492,9.460003450457197,11.490022427971718,3.237678992466516,-0.2817873368221178,-9.063200874115816,-5.330956351716592,-2.7776180343895476,-13.295761688423704,14.785209040197833
AAVE,1d,1732665600000,499,up,15.684765882611561,4.772846176061981,5.888435043922538,75.88967971530249,0,h1,1.8510860557509097,9.950012110683096,199.6,151.91,ext,low_vol,high_regime,0-5,-4.812351543942991,0.7885985748218511,12.01425178147268,34.289786223277915,-4.812351543942991,-5.3111638954869385,0.7885985748218511,-0.5178147268408567,12.01425178147268,14.399049881235154,22.061757719714965,17.852731591448936,33.99524940617577,34.289786223277915,-7.3824228028503525,41.73396674584324
AAVE,1d,1733961600000,514,up,21.3102310231023,4.772846176061981,7.5065451117315405,99.28825622775801,0,h1,20.0,20.0,199.6,151.91,ext,high_vol,high_regime,0-5,2.834834181244393,0.48426150121066186,-1.6405038496068705,-13.15939820986479,2.834834181244393,-0.4733792202845742,0.48426150121066186,3.281007699213756,-1.6405038496068705,-7.484288706912967,-14.160568055064346,-10.275593764453024,-18.720243763092746,-13.15939820986479,-26.079386239355774,8.95339663193406
AAVE,1d,1734912000000,525,up,20.275689223057647,4.772846176061981,8.722651586415745,91.37010676156584,0,h1,-1.898505269405668,18.9460737211341,400.48,218.66,con,high_vol,high_regime,0-5,-2.1801416961867064,-11.89049802042093,-7.5875182329652,-13.078245467805802,-2.1801416961867064,-3.6049176911856717,-11.89049802042093,-15.625651177328612,-7.5875182329652,-13.338716399249853,-16.018962283809127,-19.509272765159416,-16.61023129818713,-13.078245467805802,-20.18910189622838,1.5836632631798249
AAVE,1d,1740355200000,588,down,-14.899285512453076,4.772846176061981,4.885037370484289,84.16370106761566,0,h2,-13.932339681006928,-3.821874549579776,278.88,229.49,ext,low_vol,high_regime,0-5,-2.6942415330613825,-3.2207570439237228,-7.399677449957307,-1.1763589792239777,-2.6942415330613825,-3.780476235651266,-3.2207570439237228,-8.775258514372451,-7.399677449957307,6.128450811118498,-14.192201878379654,-1.944787022104162,4.847737406318186,-1.1763589792239777,-20.695379944976754,13.542358410018029
AAVE,1d,1740873600000,594,up,14.609158897653929,4.772846176061981,5.795151593026081,92.70462633451957,0,h2,-9.51485032183727,-0.9922087296076229,278.88,229.49,con,high_vol,high_regime,0-5,-19.147224456958973,-1.2067578439259932,-12.165906856172342,-21.873603289532493,-19.147224456958973,-7.607043890229735,-1.2067578439259932,-6.882989183874141,-12.165906856172342,-12.559220523822304,-20.27800125145258,-19.469026548672566,-18.740502368820955,-21.873603289532493,-26.834718870117108,6.985787074282647
